sample,seconds,command,chip,address,value,note
4096,0.09287981859410431,0x54,YM2151,0x41,0x3A,
4099,0.09294784580498866,0x54,YM2151,0x61,0x00,
4100,0.09297052154195011,0x54,YM2151,0x81,0x1F,
4102,0.09301587301587301,0x54,YM2151,0xA1,0x01,
4103,0.09303854875283447,0x54,YM2151,0xC1,0x40,
4107,0.09312925170068027,0x54,YM2151,0x49,0x2F,
4110,0.09319727891156462,0x54,YM2151,0x69,0x27,
4112,0.09324263038548752,0x54,YM2151,0x89,0x9F,
4113,0.09326530612244897,0x54,YM2151,0xA9,0x1A,
4115,0.09331065759637189,0x54,YM2151,0xC9,0x95,
4116,0.09333333333333334,0x54,YM2151,0xE9,0x01,
4119,0.09340136054421769,0x54,YM2151,0x51,0x11,
4123,0.09349206349206349,0x54,YM2151,0x71,0x2F,
4124,0.09351473922902494,0x54,YM2151,0x91,0xD8,
4126,0.09356009070294785,0x54,YM2151,0xB1,0x01,
4127,0.0935827664399093,0x54,YM2151,0xD1,0x5F,
4129,0.0936281179138322,0x54,YM2151,0xF1,0x01,
4132,0.09369614512471655,0x54,YM2151,0x59,0x73,
4135,0.0937641723356009,0x54,YM2151,0x79,0x0D,
4137,0.09380952380952381,0x54,YM2151,0x99,0xDF,
4138,0.09383219954648526,0x54,YM2151,0xB9,0x05,
4140,0.09387755102040816,0x54,YM2151,0xD9,0x49,
4141,0.09390022675736961,0x54,YM2151,0xF9,0x01,
4146,0.09401360544217686,0x54,YM2151,0x08,0x79,
4157,0.09426303854875283,0x54,YM2151,0x2A,0x49,
4159,0.09430839002267574,0x54,YM2151,0x32,0xF4,
4161,0.09435374149659864,0x54,YM2151,0x22,0xF9,
4165,0.09444444444444444,0x54,YM2151,0x42,0x3A,
4168,0.09451247165532879,0x54,YM2151,0x62,0x00,
4169,0.09453514739229026,0x54,YM2151,0x82,0x1F,
4171,0.09458049886621316,0x54,YM2151,0xA2,0x01,
4172,0.0946031746031746,0x54,YM2151,0xC2,0x40,
4176,0.0946938775510204,0x54,YM2151,0x4A,0x2F,
4179,0.09476190476190476,0x54,YM2151,0x6A,0x27,
4181,0.09480725623582767,0x54,YM2151,0x8A,0x9F,
4182,0.09482993197278912,0x54,YM2151,0xAA,0x1A,
4184,0.09487528344671202,0x54,YM2151,0xCA,0x95,
4185,0.09489795918367347,0x54,YM2151,0xEA,0x01,
4188,0.09496598639455782,0x54,YM2151,0x52,0x11,
4192,0.09505668934240363,0x54,YM2151,0x72,0x2F,
4193,0.09507936507936508,0x54,YM2151,0x92,0xD8,
4195,0.09512471655328798,0x54,YM2151,0xB2,0x01,
4196,0.09514739229024943,0x54,YM2151,0xD2,0x5F,
4198,0.09519274376417233,0x54,YM2151,0xF2,0x01,
4201,0.09526077097505668,0x54,YM2151,0x5A,0x73,
4204,0.09532879818594105,0x54,YM2151,0x7A,0x0E,
4206,0.09537414965986395,0x54,YM2151,0x9A,0xDF,
4207,0.0953968253968254,0x54,YM2151,0xBA,0x05,
4209,0.0954421768707483,0x54,YM2151,0xDA,0x49,
4210,0.09546485260770975,0x54,YM2151,0xFA,0x01,
4215,0.09557823129251701,0x54,YM2151,0x08,0x7A,
4270,0.09682539682539683,0x54,YM2151,0x2C,0x4E,
4272,0.09687074829931973,0x54,YM2151,0x34,0x1C,
4274,0.09691609977324263,0x54,YM2151,0x24,0xF9,
4277,0.09698412698412698,0x54,YM2151,0x44,0x3A,
4280,0.09705215419501134,0x54,YM2151,0x64,0x00,
4282,0.09709750566893424,0x54,YM2151,0x84,0x1F,
4283,0.09712018140589569,0x54,YM2151,0xA4,0x01,
4285,0.09716553287981859,0x54,YM2151,0xC4,0x40,
4288,0.09723356009070294,0x54,YM2151,0x4C,0x2F,
4292,0.09732426303854876,0x54,YM2151,0x6C,0x27,
4293,0.0973469387755102,0x54,YM2151,0x8C,0x9F,
4295,0.0973922902494331,0x54,YM2151,0xAC,0x1A,
4296,0.09741496598639456,0x54,YM2151,0xCC,0x95,
4298,0.09746031746031746,0x54,YM2151,0xEC,0x01,
4301,0.09752834467120182,0x54,YM2151,0x54,0x11,
4304,0.09759637188208617,0x54,YM2151,0x74,0x2F,
4306,0.09764172335600907,0x54,YM2151,0x94,0xD8,
4307,0.09766439909297052,0x54,YM2151,0xB4,0x01,
4309,0.09770975056689342,0x54,YM2151,0xD4,0x5F,
4310,0.09773242630385487,0x54,YM2151,0xF4,0x01,
4313,0.09780045351473923,0x54,YM2151,0x5C,0x73,
4316,0.09786848072562358,0x54,YM2151,0x7C,0x09,
4318,0.09791383219954648,0x54,YM2151,0x9C,0xDF,
4319,0.09793650793650793,0x54,YM2151,0xBC,0x05,
4321,0.09798185941043083,0x54,YM2151,0xDC,0x49,
4322,0.0980045351473923,0x54,YM2151,0xFC,0x01,
4327,0.09811791383219955,0x54,YM2151,0x08,0x7C,
8363,0.18963718820861677,0x54,YM2151,0x08,0x00,
8426,0.19106575963718822,0x54,YM2151,0x08,0x04,
9099,0.2063265306122449,0x54,YM2151,0x08,0x01,
9116,0.20671201814058957,0x54,YM2151,0x08,0x02,
10678,0.24213151927437643,0x54,YM2151,0xE8,0x0F,
10679,0.24215419501133786,0x54,YM2151,0xF0,0x0F,
10681,0.24219954648526076,0x54,YM2151,0xF8,0x0F,
10727,0.24324263038548752,0x54,YM2151,0xE9,0x0F,
10728,0.24326530612244898,0x54,YM2151,0xF1,0x0F,
10730,0.24331065759637188,0x54,YM2151,0xF9,0x0F,
10776,0.24435374149659864,0x54,YM2151,0xEA,0x0F,
10777,0.2443764172335601,0x54,YM2151,0xF2,0x0F,
10779,0.244421768707483,0x54,YM2151,0xFA,0x0F,
10833,0.24564625850340135,0x54,YM2151,0xEC,0x0F,
10834,0.24566893424036282,0x54,YM2151,0xF4,0x0F,
10836,0.24571428571428572,0x54,YM2151,0xFC,0x0F,
11283,0.2558503401360544,0x54,YM2151,0xF0,0x01,
11290,0.2560090702947846,0x54,YM2151,0xE8,0x01,
11298,0.2561904761904762,0x54,YM2151,0xF8,0x01,
11302,0.256281179138322,0x54,YM2151,0x08,0x78,
11350,0.25736961451247165,0x54,YM2151,0xF1,0x01,
11357,0.25752834467120184,0x54,YM2151,0xE9,0x01,
11365,0.25770975056689344,0x54,YM2151,0xF9,0x01,
11369,0.25780045351473924,0x54,YM2151,0x08,0x79,
11417,0.2588888888888889,0x54,YM2151,0xF2,0x01,
11424,0.259047619047619,0x54,YM2151,0xEA,0x01,
11432,0.2592290249433107,0x54,YM2151,0xFA,0x01,
11436,0.2593197278911565,0x54,YM2151,0x08,0x7A,
11500,0.26077097505668934,0x54,YM2151,0xF4,0x01,
11507,0.2609297052154195,0x54,YM2151,0xEC,0x01,
11515,0.2611111111111111,0x54,YM2151,0xFC,0x01,
11519,0.2612018140589569,0x54,YM2151,0x08,0x7C,
14382,0.32612244897959186,0x54,YM2151,0xE3,0xEF,
14384,0.32616780045351473,0x54,YM2151,0xEB,0x0F,
14385,0.3261904761904762,0x54,YM2151,0xF3,0x0F,
14387,0.32623582766439907,0x54,YM2151,0xFB,0x0F,
14487,0.32850340136054423,0x54,YM2151,0xE5,0xEF,
14489,0.3285487528344671,0x54,YM2151,0xED,0x0F,
14490,0.32857142857142857,0x54,YM2151,0xF5,0x0F,
14492,0.3286167800453515,0x54,YM2151,0xFD,0x0F,
14907,0.3380272108843537,0x54,YM2151,0x2B,0x4D,
14909,0.33807256235827665,0x54,YM2151,0x33,0xE0,
14911,0.3381179138321995,0x54,YM2151,0x23,0xF9,
14915,0.3382086167800454,0x54,YM2151,0x43,0x3A,
14918,0.3382766439909297,0x54,YM2151,0x63,0x00,
14919,0.3382993197278912,0x54,YM2151,0x83,0x1F,
14921,0.33834467120181405,0x54,YM2151,0xA3,0x01,
14922,0.3383673469387755,0x54,YM2151,0xC3,0x40,
14926,0.3384580498866213,0x54,YM2151,0x4B,0x2F,
14929,0.33852607709750565,0x54,YM2151,0x6B,0x27,
14931,0.3385714285714286,0x54,YM2151,0x8B,0x9F,
14932,0.33859410430839004,0x54,YM2151,0xAB,0x1A,
14934,0.3386394557823129,0x54,YM2151,0xCB,0x95,
14935,0.3386621315192744,0x54,YM2151,0xEB,0x01,
14938,0.3387301587301587,0x54,YM2151,0x53,0x11,
14942,0.3388208616780045,0x54,YM2151,0x73,0x2F,
14943,0.338843537414966,0x54,YM2151,0x93,0xD8,
14945,0.3388888888888889,0x54,YM2151,0xB3,0x01,
14946,0.3389115646258503,0x54,YM2151,0xD3,0x5F,
14948,0.33895691609977324,0x54,YM2151,0xF3,0x01,
14951,0.3390249433106576,0x54,YM2151,0x5B,0x73,
14954,0.33909297052154197,0x54,YM2151,0x7B,0x16,
14956,0.33913832199546484,0x54,YM2151,0x9B,0xDF,
14957,0.3391609977324263,0x54,YM2151,0xBB,0x05,
14959,0.33920634920634923,0x54,YM2151,0xDB,0x49,
14960,0.33922902494331064,0x54,YM2151,0xFB,0x01,
14965,0.3393424036281179,0x54,YM2151,0x08,0x7B,
14992,0.3399546485260771,0x54,YM2151,0x2D,0x49,
14994,0.34,0x54,YM2151,0x35,0xE0,
14996,0.3400453514739229,0x54,YM2151,0x25,0xF9,
14999,0.34011337868480723,0x54,YM2151,0x45,0x3A,
15002,0.3401814058956916,0x54,YM2151,0x65,0x00,
15004,0.3402267573696145,0x54,YM2151,0x85,0x1F,
15005,0.34024943310657596,0x54,YM2151,0xA5,0x01,
15007,0.3402947845804989,0x54,YM2151,0xC5,0x40,
15010,0.3403628117913832,0x54,YM2151,0x4D,0x2F,
15014,0.340453514739229,0x54,YM2151,0x6D,0x27,
15015,0.3404761904761905,0x54,YM2151,0x8D,0x9F,
15017,0.34052154195011336,0x54,YM2151,0xAD,0x1A,
15018,0.3405442176870748,0x54,YM2151,0xCD,0x95,
15020,0.34058956916099775,0x54,YM2151,0xED,0x01,
15023,0.3406575963718821,0x54,YM2151,0x55,0x11,
15026,0.3407256235827664,0x54,YM2151,0x75,0x2F,
15028,0.34077097505668935,0x54,YM2151,0x95,0xD8,
15029,0.3407936507936508,0x54,YM2151,0xB5,0x01,
15031,0.3408390022675737,0x54,YM2151,0xD5,0x5F,
15032,0.34086167800453515,0x54,YM2151,0xF5,0x01,
15035,0.3409297052154195,0x54,YM2151,0x5D,0x73,
15038,0.3409977324263039,0x54,YM2151,0x7D,0x17,
15040,0.34104308390022675,0x54,YM2151,0x9D,0xDF,
15041,0.3410657596371882,0x54,YM2151,0xBD,0x05,
15043,0.3411111111111111,0x54,YM2151,0xDD,0x49,
15044,0.34113378684807255,0x54,YM2151,0xFD,0x01,
15049,0.3412471655328798,0x54,YM2151,0x08,0x7D,
15589,0.35349206349206347,0x54,YM2151,0x08,0x00,
15652,0.3549206349206349,0x54,YM2151,0x08,0x04,
16325,0.3701814058956916,0x54,YM2151,0x08,0x01,
16342,0.37056689342403626,0x54,YM2151,0x08,0x02,
17902,0.4059410430839002,0x54,YM2151,0xE8,0x0F,
17903,0.4059637188208617,0x54,YM2151,0xF0,0x0F,
17905,0.40600907029478456,0x54,YM2151,0xF8,0x0F,
17951,0.40705215419501134,0x54,YM2151,0xE9,0x0F,
17952,0.4070748299319728,0x54,YM2151,0xF1,0x0F,
17954,0.4071201814058957,0x54,YM2151,0xF9,0x0F,
18000,0.40816326530612246,0x54,YM2151,0xEA,0x0F,
18001,0.4081859410430839,0x54,YM2151,0xF2,0x0F,
18003,0.4082312925170068,0x54,YM2151,0xFA,0x0F,
18058,0.40947845804988664,0x54,YM2151,0xEC,0x0F,
18059,0.40950113378684805,0x54,YM2151,0xF4,0x0F,
18061,0.409546485260771,0x54,YM2151,0xFC,0x0F,
18509,0.4197052154195011,0x54,YM2151,0xF0,0x01,
18516,0.4198639455782313,0x54,YM2151,0xE8,0x01,
18524,0.4200453514739229,0x54,YM2151,0xF8,0x01,
18528,0.4201360544217687,0x54,YM2151,0x08,0x78,
18576,0.42122448979591837,0x54,YM2151,0xF1,0x01,
18583,0.4213832199546485,0x54,YM2151,0xE9,0x01,
18591,0.42156462585034016,0x54,YM2151,0xF9,0x01,
18595,0.42165532879818596,0x54,YM2151,0x08,0x79,
18643,0.4227437641723356,0x54,YM2151,0xF2,0x01,
18650,0.42290249433106575,0x54,YM2151,0xEA,0x01,
18658,0.42308390022675735,0x54,YM2151,0xFA,0x01,
18662,0.42317460317460315,0x54,YM2151,0x08,0x7A,
18726,0.42462585034013606,0x54,YM2151,0xF4,0x01,
18733,0.4247845804988662,0x54,YM2151,0xEC,0x01,
18741,0.42496598639455785,0x54,YM2151,0xFC,0x01,
18745,0.42505668934240365,0x54,YM2151,0x08,0x7C,
20692,0.4692063492063492,0x54,YM2151,0x08,0x03,
20724,0.46993197278911564,0x54,YM2151,0x08,0x05,
21569,0.48909297052154194,0x54,YM2151,0xEB,0x0F,
21570,0.4891156462585034,0x54,YM2151,0xF3,0x0F,
21572,0.48916099773242633,0x54,YM2151,0xFB,0x0F,
21634,0.49056689342403625,0x54,YM2151,0xED,0x0F,
21635,0.4905895691609977,0x54,YM2151,0xF5,0x0F,
21637,0.49063492063492065,0x54,YM2151,0xFD,0x0F,
22170,0.5027210884353741,0x54,YM2151,0xF3,0x01,
22177,0.5028798185941044,0x54,YM2151,0xEB,0x01,
22185,0.503061224489796,0x54,YM2151,0xFB,0x01,
22189,0.5031519274376417,0x54,YM2151,0x08,0x7B,
22253,0.5046031746031746,0x54,YM2151,0xF5,0x01,
22260,0.5047619047619047,0x54,YM2151,0xED,0x01,
22268,0.5049433106575963,0x54,YM2151,0xFD,0x01,
22272,0.5050340136054422,0x54,YM2151,0x08,0x7D,
22812,0.5172789115646258,0x54,YM2151,0x08,0x00,
22875,0.5187074829931972,0x54,YM2151,0x08,0x04,
23552,0.5340589569160997,0x54,YM2151,0x08,0x01,
23569,0.5344444444444445,0x54,YM2151,0x08,0x02,
25129,0.5698185941043084,0x54,YM2151,0xE8,0x0F,
25130,0.5698412698412698,0x54,YM2151,0xF0,0x0F,
25132,0.5698866213151927,0x54,YM2151,0xF8,0x0F,
25178,0.5709297052154195,0x54,YM2151,0xE9,0x0F,
25179,0.570952380952381,0x54,YM2151,0xF1,0x0F,
25181,0.5709977324263038,0x54,YM2151,0xF9,0x0F,
25227,0.5720408163265306,0x54,YM2151,0xEA,0x0F,
25228,0.572063492063492,0x54,YM2151,0xF2,0x0F,
25230,0.572108843537415,0x54,YM2151,0xFA,0x0F,
25285,0.5733560090702948,0x54,YM2151,0xEC,0x0F,
25286,0.5733786848072563,0x54,YM2151,0xF4,0x0F,
25288,0.5734240362811791,0x54,YM2151,0xFC,0x0F,
25698,0.5827210884353742,0x54,YM2151,0x28,0x4C,
25735,0.5835600907029479,0x54,YM2151,0xF0,0x01,
25742,0.583718820861678,0x54,YM2151,0xE8,0x01,
25750,0.5839002267573696,0x54,YM2151,0xF8,0x01,
25754,0.5839909297052154,0x54,YM2151,0x08,0x78,
25765,0.5842403628117914,0x54,YM2151,0x29,0x4E,
25802,0.5850793650793651,0x54,YM2151,0xF1,0x01,
25809,0.5852380952380952,0x54,YM2151,0xE9,0x01,
25817,0.5854195011337868,0x54,YM2151,0xF9,0x01,
25821,0.5855102040816327,0x54,YM2151,0x08,0x79,
25832,0.5857596371882087,0x54,YM2151,0x2A,0x4A,
25869,0.5865986394557823,0x54,YM2151,0xF2,0x01,
25876,0.5867573696145125,0x54,YM2151,0xEA,0x01,
25884,0.5869387755102041,0x54,YM2151,0xFA,0x01,
25888,0.5870294784580499,0x54,YM2151,0x08,0x7A,
25915,0.5876417233560091,0x54,YM2151,0x2C,0x50,
25952,0.5884807256235828,0x54,YM2151,0xF4,0x01,
25959,0.5886394557823129,0x54,YM2151,0xEC,0x01,
25967,0.5888208616780045,0x54,YM2151,0xFC,0x01,
25971,0.5889115646258504,0x54,YM2151,0x08,0x7C,
27918,0.633061224489796,0x54,YM2151,0x08,0x03,
27950,0.6337868480725624,0x54,YM2151,0x08,0x05,
28794,0.6529251700680272,0x54,YM2151,0xEB,0x0F,
28795,0.6529478458049887,0x54,YM2151,0xF3,0x0F,
28797,0.6529931972789116,0x54,YM2151,0xFB,0x0F,
28859,0.6543990929705216,0x54,YM2151,0xED,0x0F,
28860,0.654421768707483,0x54,YM2151,0xF5,0x0F,
28862,0.6544671201814058,0x54,YM2151,0xFD,0x0F,
29396,0.6665759637188209,0x54,YM2151,0xF3,0x01,
29403,0.666734693877551,0x54,YM2151,0xEB,0x01,
29411,0.6669160997732426,0x54,YM2151,0xFB,0x01,
29415,0.6670068027210885,0x54,YM2151,0x08,0x7B,
29479,0.6684580498866213,0x54,YM2151,0xF5,0x01,
29486,0.6686167800453515,0x54,YM2151,0xED,0x01,
29494,0.6687981859410431,0x54,YM2151,0xFD,0x01,
29498,0.6688888888888889,0x54,YM2151,0x08,0x7D,
30037,0.6811111111111111,0x54,YM2151,0x08,0x00,
30100,0.6825396825396826,0x54,YM2151,0x08,0x04,
30777,0.697891156462585,0x54,YM2151,0x08,0x01,
30794,0.6982766439909297,0x54,YM2151,0x08,0x02,
32355,0.7336734693877551,0x54,YM2151,0xE8,0x0F,
32356,0.7336961451247166,0x54,YM2151,0xF0,0x0F,
32358,0.7337414965986394,0x54,YM2151,0xF8,0x0F,
32404,0.7347845804988662,0x54,YM2151,0xE9,0x0F,
32405,0.7348072562358277,0x54,YM2151,0xF1,0x0F,
32407,0.7348526077097506,0x54,YM2151,0xF9,0x0F,
32453,0.7358956916099774,0x54,YM2151,0xEA,0x0F,
32454,0.7359183673469388,0x54,YM2151,0xF2,0x0F,
32456,0.7359637188208616,0x54,YM2151,0xFA,0x0F,
32511,0.7372108843537415,0x54,YM2151,0xEC,0x0F,
32512,0.737233560090703,0x54,YM2151,0xF4,0x0F,
32514,0.7372789115646259,0x54,YM2151,0xFC,0x0F,
32961,0.7474149659863946,0x54,YM2151,0xF0,0x01,
32968,0.7475736961451247,0x54,YM2151,0xE8,0x01,
32976,0.7477551020408163,0x54,YM2151,0xF8,0x01,
32980,0.7478458049886622,0x54,YM2151,0x08,0x78,
33028,0.7489342403628118,0x54,YM2151,0xF1,0x01,
33035,0.749092970521542,0x54,YM2151,0xE9,0x01,
33043,0.7492743764172336,0x54,YM2151,0xF9,0x01,
33047,0.7493650793650793,0x54,YM2151,0x08,0x79,
33095,0.750453514739229,0x54,YM2151,0xF2,0x01,
33102,0.7506122448979592,0x54,YM2151,0xEA,0x01,
33110,0.7507936507936508,0x54,YM2151,0xFA,0x01,
33114,0.7508843537414966,0x54,YM2151,0x08,0x7A,
33178,0.7523356009070294,0x54,YM2151,0xF4,0x01,
33185,0.7524943310657597,0x54,YM2151,0xEC,0x01,
33193,0.7526757369614513,0x54,YM2151,0xFC,0x01,
33197,0.752766439909297,0x54,YM2151,0x08,0x7C,
35141,0.7968480725623582,0x54,YM2151,0x08,0x03,
35173,0.7975736961451247,0x54,YM2151,0x08,0x05,
36020,0.816780045351474,0x54,YM2151,0xEB,0x0F,
36021,0.8168027210884353,0x54,YM2151,0xF3,0x0F,
36023,0.8168480725623583,0x54,YM2151,0xFB,0x0F,
36085,0.8182539682539682,0x54,YM2151,0xED,0x0F,
36086,0.8182766439909297,0x54,YM2151,0xF5,0x0F,
36088,0.8183219954648526,0x54,YM2151,0xFD,0x0F,
36581,0.8295011337868481,0x54,YM2151,0x2B,0x4E,
36618,0.8303401360544218,0x54,YM2151,0xF3,0x01,
36625,0.8304988662131519,0x54,YM2151,0xEB,0x01,
36633,0.8306802721088435,0x54,YM2151,0xFB,0x01,
