sample,seconds,register,value
415,0.009410430839002268,0x08,0x03
443,0.010045351473922902,0x9C,0x00
444,0.010068027210884354,0xBC,0x00
446,0.010113378684807257,0xDC,0x00
447,0.010136054421768707,0xFC,0x00
450,0.01020408163265306,0x3C,0x00
451,0.010226757369614512,0x08,0x04
479,0.010861678004535148,0x9D,0x00
480,0.010884353741496598,0xBD,0x00
482,0.010929705215419501,0xDD,0x00
483,0.010952380952380953,0xFD,0x00
486,0.011020408163265306,0x3D,0x00
487,0.011043083900226758,0x08,0x05
515,0.011678004535147392,0x9E,0x00
516,0.011700680272108844,0xBE,0x00
518,0.011746031746031746,0xDE,0x00
519,0.011768707482993197,0xFE,0x00
522,0.01183673469387755,0x3E,0x00
523,0.011859410430839002,0x08,0x06
551,0.012494331065759636,0x9F,0x00
552,0.012517006802721088,0xBF,0x00
554,0.012562358276643992,0xDF,0x00
555,0.012585034013605442,0xFF,0x00
558,0.012653061224489797,0x3F,0x00
559,0.012675736961451247,0x08,0x07
616,0.013968253968253968,0x1B,0x00
625,0.01417233560090703,0x1B,0x40
3551,0.08052154195011338,0xE1,0x7F
3552,0.08054421768707483,0xE9,0x2F
3554,0.08058956916099773,0xF1,0x7F
3555,0.08061224489795918,0xF9,0x1F
3648,0.08272108843537415,0xE2,0x7F
3649,0.0827437641723356,0xEA,0x2F
3651,0.0827891156462585,0xF2,0x7F
3652,0.08281179138321995,0xFA,0x1F
3745,0.08492063492063492,0xE3,0x7F
3746,0.08494331065759637,0xEB,0x2F
3748,0.08498866213151927,0xF3,0x7F
3749,0.08501133786848072,0xFB,0x1F
3848,0.0872562358276644,0xE4,0x0F
3850,0.0873015873015873,0xEC,0x7F
3851,0.08732426303854875,0xF4,0xDF
3853,0.08736961451247166,0xFC,0xDF
3936,0.0892517006802721,0xE5,0x0F
3937,0.08927437641723356,0xED,0x2F
3939,0.08931972789115646,0xF5,0x2F
3940,0.08934240362811792,0xFD,0x2F
4065,0.09217687074829932,0x29,0x48
4067,0.09222222222222222,0x31,0x1C
4069,0.09226757369614512,0x21,0xCC
4072,0.09233560090702948,0x41,0x39
4075,0.09240362811791383,0x61,0x1C
4077,0.09244897959183673,0x81,0x50
4078,0.09247165532879818,0xA1,0x01
4080,0.09251700680272108,0xC1,0x01
4083,0.09258503401360545,0x49,0x13
4087,0.09267573696145125,0x69,0x17
4088,0.0926984126984127,0x89,0x52
4090,0.0927437641723356,0xA9,0x01
4091,0.09276643990929705,0xC9,0x01
4093,0.09281179138321996,0xE9,0x7A
4096,0.09287981859410431,0x51,0x16
4099,0.09294784580498866,0x71,0x19
4101,0.09299319727891156,0x91,0x50
4103,0.09303854875283447,0xB1,0x01
4104,0.09306122448979592,0xD1,0x00
4106,0.09310657596371882,0xF1,0x2F
4108,0.09315192743764172,0x59,0x23
4112,0.09324263038548752,0x79,0x14
4113,0.09326530612244897,0x99,0x55
4115,0.09331065759637189,0xB9,0x01
4118,0.09337868480725624,0xF9,0x1C
4122,0.09346938775510204,0x08,0x79
4134,0.09374149659863945,0x2A,0x42
4136,0.09378684807256236,0x32,0x1C
4138,0.09383219954648526,0x22,0xCC
4142,0.09392290249433106,0x42,0x39
4145,0.09399092970521541,0x62,0x1C
4146,0.09401360544217686,0x82,0x50
4148,0.09405895691609978,0xA2,0x01
4149,0.09408163265306123,0xC2,0x01
4153,0.09417233560090703,0x4A,0x13
4156,0.09424036281179138,0x6A,0x17
4158,0.09428571428571429,0x8A,0x52
4159,0.09430839002267574,0xAA,0x01
4161,0.09435374149659864,0xCA,0x01
4162,0.09437641723356009,0xEA,0x7A
4165,0.09444444444444444,0x52,0x16
4169,0.09453514739229026,0x72,0x1A
4171,0.09458049886621316,0x92,0x50
4172,0.0946031746031746,0xB2,0x01
4174,0.0946485260770975,0xD2,0x00
4175,0.09467120181405896,0xF2,0x2F
4178,0.0947392290249433,0x5A,0x23
4181,0.09480725623582767,0x7A,0x15
4183,0.09485260770975057,0x9A,0x55
4184,0.09487528344671202,0xBA,0x01
4187,0.09494331065759637,0xFA,0x1C
4192,0.09505668934240363,0x08,0x7A
4203,0.0953061224489796,0x2B,0x3E
4205,0.0953514739229025,0x33,0x1C
4207,0.0953968253968254,0x23,0xCC
4211,0.0954875283446712,0x43,0x39
4214,0.09555555555555556,0x63,0x1C
4215,0.09557823129251701,0x83,0x50
4217,0.09562358276643991,0xA3,0x01
4218,0.09564625850340136,0xC3,0x01
4222,0.09573696145124716,0x4B,0x13
4225,0.09580498866213152,0x6B,0x17
4227,0.09585034013605442,0x8B,0x52
4228,0.09587301587301587,0xAB,0x01
4230,0.09591836734693877,0xCB,0x01
4231,0.09594104308390022,0xEB,0x7A
4234,0.09600907029478457,0x53,0x16
4238,0.09609977324263039,0x73,0x24
4240,0.09614512471655329,0x93,0x50
4241,0.09616780045351474,0xB3,0x01
4243,0.09621315192743764,0xD3,0x00
4244,0.09623582766439909,0xF3,0x2F
4247,0.09630385487528345,0x5B,0x23
4250,0.0963718820861678,0x7B,0x1F
4252,0.0964172335600907,0x9B,0x55
4253,0.09643990929705215,0xBB,0x01
4256,0.09650793650793651,0xFB,0x1C
4261,0.09662131519274376,0x08,0x7B
4272,0.09687074829931973,0x2C,0x1E
4274,0.09691609977324263,0x34,0x1C
4276,0.09696145124716553,0x24,0xE2
4280,0.09705215419501134,0x44,0x01
4283,0.09712018140589569,0x64,0x05
4284,0.09714285714285714,0x84,0x9F
4286,0.09718820861678004,0xA4,0x01
4287,0.09721088435374149,0xC4,0x02
4289,0.0972562358276644,0xE4,0x08
4291,0.0973015873015873,0x4C,0x22
4294,0.09736961451247166,0x6C,0x13
4296,0.09741496598639456,0x8C,0x1F
4297,0.097437641723356,0xAC,0x01
4299,0.0974829931972789,0xCC,0x03
4300,0.09750566893424037,0xEC,0xD6
4303,0.09757369614512472,0x54,0x13
4307,0.09766439909297052,0x74,0x27
4308,0.09768707482993197,0x94,0x5F
4310,0.09773242630385487,0xB4,0x00
4311,0.09775510204081633,0xD4,0x03
4313,0.09780045351473923,0xF4,0x75
4316,0.09786848072562358,0x5C,0x01
4319,0.09793650793650793,0x7C,0x0D
4321,0.09798185941043083,0x9C,0x1F
4322,0.0980045351473923,0xBC,0x02
4325,0.09807256235827665,0xFC,0xD7
4330,0.0981859410430839,0x08,0x7C
4341,0.09843537414965986,0x2D,0x0E
4343,0.09848072562358276,0x35,0x1C
4345,0.09852607709750567,0x25,0xFD
4349,0.09861678004535147,0x45,0x01
4352,0.09868480725623582,0x65,0x22
4353,0.09870748299319727,0x85,0x1F
4355,0.09875283446712019,0xA5,0x0A
4356,0.09877551020408164,0xC5,0x02
4358,0.09882086167800454,0xE5,0x07
4360,0.09886621315192744,0x4D,0x02
4364,0.09895691609977324,0x6D,0x0F
4365,0.09897959183673469,0x8D,0x9F
4367,0.0990249433106576,0xAD,0x02
4368,0.09904761904761905,0xCD,0x01
4370,0.09909297052154195,0xED,0x25
4373,0.0991609977324263,0x55,0x02
4376,0.09922902494331065,0x75,0x0F
4378,0.09927437641723356,0x95,0x90
4380,0.09931972789115646,0xB5,0x02
4381,0.09934240362811791,0xD5,0x01
4383,0.09938775510204081,0xF5,0x25
4385,0.09943310657596371,0x5D,0x02
4389,0.09952380952380953,0x7D,0x12
4390,0.09954648526077098,0x9D,0x9F
4392,0.09959183673469388,0xBD,0x02
4393,0.09961451247165533,0xDD,0x01
4395,0.09965986394557823,0xFD,0x25
4399,0.09975056689342404,0x08,0x7D
5536,0.1255328798185941,0x08,0x04
7853,0.17807256235827665,0xE4,0x0F
7854,0.17809523809523808,0xEC,0x7F
7856,0.17814058956916098,0xF4,0xDF
7857,0.17816326530612245,0xFC,0xDF
8440,0.19138321995464852,0x7C,0x12
8451,0.19163265306122448,0xE4,0x08
8458,0.19179138321995465,0xF4,0x75
8465,0.1919501133786848,0xEC,0xD6
8473,0.1921315192743764,0xFC,0xD7
8477,0.1922222222222222,0x08,0x7C
9868,0.22376417233560092,0x08,0x04
12183,0.27625850340136054,0xE4,0x0F
12185,0.27630385487528347,0xEC,0x7F
12186,0.2763265306122449,0xF4,0xDF
12188,0.2763718820861678,0xFC,0xDF
12786,0.28993197278911564,0xE4,0x08
12793,0.2900907029478458,0xF4,0x75
12800,0.29024943310657597,0xEC,0xD6
12808,0.29043083900226757,0xFC,0xD7
12812,0.29052154195011337,0x08,0x7C
14204,0.3220861678004535,0x08,0x04
16519,0.37458049886621314,0xE4,0x0F
16521,0.37462585034013607,0xEC,0x7F
16522,0.37464852607709753,0xF4,0xDF
16524,0.3746938775510204,0xFC,0xDF
17119,0.3881859410430839,0xE4,0x08
17126,0.38834467120181404,0xF4,0x75
17133,0.38850340136054423,0xEC,0xD6
17141,0.38868480725623583,0xFC,0xD7
17145,0.38877551020408163,0x08,0x7C
18539,0.42038548752834465,0x08,0x04
20840,0.472562358276644,0xE0,0x0F
20841,0.47258503401360547,0xE8,0x1F
20843,0.47263038548752834,0xF0,0x0F
20844,0.4726530612244898,0xF8,0x1F
20952,0.4751020408163265,0xE4,0x0F
20953,0.475124716553288,0xEC,0x7F
20955,0.4751700680272109,0xF4,0xDF
20956,0.4751927437641723,0xFC,0xDF
21361,0.48437641723356006,0x28,0x5E
21363,0.484421768707483,0x30,0x1C
21365,0.4844671201814059,0x20,0xFC
21368,0.48453514739229026,0x40,0x15
21371,0.4846031746031746,0x60,0x20
21373,0.4846485260770975,0x80,0x9F
21374,0.484671201814059,0xA0,0x18
21376,0.48471655328798186,0xC0,0x00
21377,0.4847392290249433,0xE0,0x02
21379,0.4847845804988662,0x48,0x15
21383,0.484875283446712,0x68,0x20
21384,0.48489795918367345,0x88,0x9F
21386,0.4849433106575964,0xA8,0x18
21387,0.48496598639455785,0xC8,0x00
21389,0.4850113378684807,0xE8,0x02
21392,0.48507936507936505,0x50,0x16
21395,0.48514739229024945,0x70,0x1A
21397,0.4851927437641723,0x90,0x5F
21399,0.48523809523809525,0xB0,0x1C
21400,0.4852607709750567,0xD0,0x00
21402,0.4853061224489796,0xF0,0x13
21404,0.4853514739229025,0x58,0x16
21409,0.4854648526077098,0x98,0x5F
21411,0.48551020408163265,0xB8,0x1C
21414,0.485578231292517,0xF8,0x13
21418,0.48566893424036284,0x08,0x78
21492,0.4873469387755102,0x6C,0x00
21496,0.487437641723356,0x7C,0x0D
21507,0.48768707482993195,0xE4,0x08
21514,0.48784580498866215,0xF4,0x75
21521,0.4880045351473923,0xEC,0xD6
21529,0.4881859410430839,0xFC,0xD7
21533,0.4882766439909297,0x08,0x7C
22086,0.5008163265306123,0x30,0x20
22807,0.5171655328798186,0x30,0x28
23531,0.5335827664399093,0x30,0x2C
23599,0.535124716553288,0x08,0x04
24252,0.5499319727891157,0x30,0x28
24977,0.5663718820861678,0x30,0x24
25697,0.5826984126984127,0x30,0x1C
26421,0.5991156462585034,0x30,0x18
27142,0.6154648526077098,0x30,0x10
27867,0.6319047619047619,0x30,0x0C
28588,0.6482539682539683,0x30,0x08
29313,0.6646938775510204,0x30,0x0C
29462,0.6680725623582766,0xE0,0x0F
29464,0.6681179138321995,0xE8,0x1F
29465,0.668140589569161,0xF0,0x0F
29467,0.6681859410430839,0xF8,0x1F
29468,0.6682086167800454,0x08,0x00
29576,0.670657596371882,0xE4,0x0F
29577,0.6706802721088435,0xEC,0x7F
29579,0.6707256235827664,0xF4,0xDF
29580,0.6707482993197279,0xFC,0xDF
30034,0.6810430839002267,0x28,0x58
30064,0.6817233560090703,0xE0,0x02
30072,0.6819047619047619,0xF0,0x13
30079,0.682063492063492,0xE8,0x02
30086,0.6822222222222222,0xF8,0x13
30090,0.682312925170068,0x08,0x78
30163,0.683968253968254,0x6C,0x13
30167,0.6840589569160997,0x7C,0x11
30178,0.6843083900226757,0xE4,0x08
30185,0.6844671201814059,0xF4,0x75
30192,0.684625850340136,0xEC,0xD6
30200,0.6848072562358276,0xFC,0xD7
30204,0.6848979591836735,0x08,0x7C
30757,0.697437641723356,0x30,0x20
31478,0.7137868480725623,0x30,0x28
31546,0.7153287981859411,0x08,0x04
32200,0.7301587301587301,0x30,0x2C
32924,0.7465759637188208,0x30,0x28
33645,0.7629251700680272,0x30,0x24
33869,0.7680045351473923,0xE4,0x0F
33871,0.7680498866213152,0xEC,0x7F
33872,0.7680725623582766,0xF4,0xDF
33874,0.7681179138321995,0xFC,0xDF
34368,0.7793197278911564,0x30,0x1C
34461,0.7814285714285715,0xE4,0x08
34468,0.7815873015873016,0xF4,0x75
34475,0.7817460317460317,0xEC,0xD6
34483,0.7819274376417233,0xFC,0xD7
34487,0.7820181405895692,0x08,0x7C
35090,0.7956916099773242,0x30,0x18
35815,0.8121315192743764,0x30,0x10
35883,0.8136734693877551,0x08,0x04
36537,0.8285034013605442,0x30,0x0C
37258,0.8448526077097506,0x30,0x08
37983,0.8612925170068028,0x30,0x0C
38207,0.8663718820861678,0xE4,0x0F
38209,0.8664172335600907,0xEC,0x7F
38210,0.8664399092970522,0xF4,0xDF
38212,0.8664852607709751,0xFC,0xDF
38703,0.8776190476190476,0x30,0x14
38796,0.8797278911564625,0xE4,0x08
38803,0.8798866213151928,0xF4,0x75
38810,0.8800453514739229,0xEC,0xD6
38818,0.8802267573696145,0xFC,0xD7
38822,0.8803174603174603,0x08,0x7C
39427,0.8940362811791384,0x30,0x18
40148,0.9103854875283447,0x30,0x20
40871,0.926780045351474,0x30,0x24
41593,0.9431519274376418,0x30,0x2C
42384,0.9610884353741497,0x08,0x04
43038,0.9759183673469388,0x30,0x24
43762,0.9923356009070294,0x30,0x20
44483,1.0086848072562358,0x30,0x18
45208,1.025124716553288,0x30,0x10
45929,1.0414739229024943,0x30,0x0C
46654,1.0579138321995465,0x30,0x08
46803,1.0612925170068028,0xE0,0x0F
46805,1.0613378684807255,0xE8,0x1F
46806,1.061360544217687,0xF0,0x0F
46808,1.06140589569161,0xF8,0x1F
46809,1.0614285714285714,0x08,0x00
46917,1.0638775510204082,0xE4,0x0F
46918,1.0639002267573696,0xEC,0x7F
46920,1.0639455782312925,0xF4,0xDF
46921,1.063968253968254,0xFC,0xDF
47375,1.0742630385487528,0x28,0x5E
47405,1.0749433106575963,0xE0,0x02
47413,1.075124716553288,0xF0,0x13
47420,1.075283446712018,0xE8,0x02
47427,1.0754421768707483,0xF8,0x13
47431,1.0755328798185941,0x08,0x78
47504,1.07718820861678,0x6C,0x00
47508,1.0772789115646257,0x7C,0x0D
47519,1.0775283446712018,0xE4,0x08
47526,1.0776870748299319,0xF4,0x75
47533,1.0778458049886621,0xEC,0xD6
47541,1.0780272108843538,0xFC,0xD7
47545,1.0781179138321995,0x08,0x7C
48098,1.090657596371882,0x30,0x20
48818,1.106984126984127,0x30,0x28
49543,1.1234240362811792,0x30,0x2C
49611,1.1249659863945578,0x08,0x04
50265,1.139795918367347,0x30,0x28
50989,1.1562131519274377,0x30,0x24
51709,1.1725396825396825,0x30,0x1C
52434,1.1889795918367347,0x30,0x18
53155,1.205328798185941,0x30,0x10
53876,1.2216780045351474,0x30,0x0C
54600,1.2380952380952381,0x30,0x08
55321,1.2544444444444445,0x30,0x0C
55562,1.2599092970521542,0xE4,0x0F
55563,1.2599319727891156,0xEC,0x7F
55565,1.2599773242630385,0xF4,0xDF
55566,1.26,0xFC,0xDF
56044,1.2708390022675737,0x30,0x14
56122,1.2726077097505668,0x6C,0x13
56126,1.2726984126984127,0x7C,0x12
56137,1.2729478458049888,0xE4,0x08
56144,1.2731065759637188,0xF4,0x75
56151,1.273265306122449,0xEC,0xD6
56159,1.2734467120181405,0xFC,0xD7
56163,1.2735374149659864,0x08,0x7C
56768,1.2872562358276645,0x30,0x18
57489,1.3036054421768708,0x30,0x20
57557,1.3051473922902495,0x08,0x04
58214,1.320045351473923,0x30,0x24
58934,1.3363718820861679,0x30,0x2C
59880,1.3578231292517007,0xE4,0x0F
59882,1.3578684807256236,0xEC,0x7F
59883,1.357891156462585,0xF4,0xDF
59885,1.357936507936508,0xFC,0xDF
60379,1.369138321995465,0x30,0x24
60472,1.3712471655328797,0xE4,0x08
60479,1.37140589569161,0xF4,0x75
60486,1.3715646258503402,0xEC,0xD6
60494,1.3717460317460317,0xFC,0xD7
60498,1.3718367346938776,0x08,0x7C
61103,1.3855555555555557,0x30,0x20
61825,1.4019274376417235,0x30,0x18
61893,1.403469387755102,0x08,0x04
62547,1.4182993197278913,0x30,0x10
63269,1.434671201814059,0x30,0x0C
63993,1.4510884353741496,0x30,0x08
64234,1.4565532879818595,0xE4,0x0F
64235,1.456575963718821,0xEC,0x7F
64237,1.4566213151927438,0xF4,0xDF
64238,1.4566439909297053,0xFC,0xDF
64716,1.4674829931972788,0x30,0x0C
64794,1.469251700680272,0x6C,0x00
64798,1.469342403628118,0x7C,0x0F
64809,1.4695918367346938,0xE4,0x08
64816,1.469750566893424,0xF4,0x75
64823,1.4699092970521541,0xEC,0xD6
64831,1.4700907029478458,0xFC,0xD7
64835,1.4701814058956917,0x08,0x7C
65437,1.4838321995464852,0x30,0x14
66162,1.5002721088435373,0x30,0x18
66882,1.5165986394557822,0x30,0x20
66950,1.518140589569161,0x08,0x04
67607,1.5330385487528344,0x30,0x24
68327,1.5493650793650793,0x30,0x2C
69775,1.5821995464852607,0x30,0x24
70495,1.5985260770975056,0x30,0x20
71220,1.6149659863945578,0x30,0x18
71940,1.6312925170068027,0x30,0x14
72662,1.6476643990929705,0x30,0x0C
72940,1.6539682539682539,0xE4,0x0F
72941,1.6539909297052153,0xEC,0x7F
72943,1.6540362811791383,0xF4,0xDF
72944,1.6540589569160997,0xFC,0xDF
73386,1.6640816326530612,0x30,0x08
73392,1.66421768707483,0x08,0x00
73465,1.665873015873016,0x6C,0x13
73469,1.6659637188208616,0x7C,0x0D
73480,1.6662131519274377,0xE4,0x08
73487,1.6663718820861677,0xF4,0x75
73494,1.666530612244898,0xEC,0xD6
73502,1.6667120181405897,0xFC,0xD7
73506,1.6668027210884353,0x08,0x7C
74108,1.680453514739229,0x30,0x0C
74830,1.6968253968253968,0x30,0x10
74898,1.6983673469387754,0x08,0x04
75552,1.7131972789115646,0x30,0x18
76275,1.7295918367346939,0x30,0x20
76999,1.7460090702947846,0x30,0x24
77227,1.7511791383219955,0xE4,0x0F
77229,1.7512244897959184,0xEC,0x7F
77230,1.7512471655328798,0xF4,0xDF
77232,1.7512925170068028,0xFC,0xDF
77722,1.7624036281179138,0x30,0x2C
77804,1.7642630385487528,0x7C,0x12
77815,1.7645124716553289,0xE4,0x08
77822,1.764671201814059,0xF4,0x75
77829,1.7648299319727891,0xEC,0xD6
77837,1.7650113378684806,0xFC,0xD7
77841,1.7651020408163265,0x08,0x7C
79165,1.795124716553288,0x30,0x24
79233,1.7966666666666666,0x08,0x04
79887,1.8114965986394558,0x30,0x20
80611,1.8279138321995465,0x30,0x18
81332,1.8442630385487528,0x30,0x14
81556,1.8493424036281179,0xE4,0x0F
81558,1.8493877551020408,0xEC,0x7F
81559,1.8494104308390023,0xF4,0xDF
81561,1.8494557823129252,0xFC,0xDF
82055,1.860657596371882,0x30,0x0C
82148,1.8627664399092971,0xE4,0x08
82155,1.8629251700680272,0xF4,0x75
82162,1.8630839002267574,0xEC,0xD6
82170,1.863265306122449,0xFC,0xD7
82174,1.8633560090702947,0x08,0x7C
82780,1.8770975056689343,0x30,0x08
83501,1.8934467120181406,0x30,0x0C
83569,1.8949886621315193,0x08,0x04
84223,1.9098185941043084,0x30,0x10
84948,1.9262585034013606,0x30,0x18
85668,1.9425850340136055,0x30,0x1C
85892,1.9476643990929705,0xE4,0x0F
85894,1.9477097505668934,0xEC,0x7F
85895,1.947732426303855,0xF4,0xDF
85897,1.9477777777777778,0xFC,0xDF
86391,1.9589795918367348,0x30,0x24
86484,1.9610884353741496,0xE4,0x08
86491,1.9612471655328798,0xF4,0x75
86498,1.96140589569161,0xEC,0xD6
86506,1.9615873015873015,0xFC,0xD7
86510,1.9616780045351474,0x08,0x7C
87115,1.9753968253968255,0x30,0x28
87836,1.9917460317460318,0x30,0x2C
87904,1.9932879818594105,0x08,0x04
88558,2.0081179138321996,0x30,0x28
89283,2.0245578231292516,0x30,0x20
90003,2.0408843537414967,0x30,0x1C
90205,2.0454648526077097,0xE0,0x0F
90206,2.045487528344671,0xE8,0x1F
90208,2.045532879818594,0xF0,0x0F
90209,2.0455555555555556,0xF8,0x1F
90317,2.0480045351473923,0xE4,0x0F
90318,2.048027210884354,0xEC,0x7F
90320,2.0480725623582767,0xF4,0xDF
90321,2.048095238095238,0xFC,0xDF
90742,2.057641723356009,0xE0,0x02
90753,2.0578911564625852,0xE8,0x02
90766,2.058185941043084,0xF0,0x13
90778,2.0584580498866214,0xF8,0x13
90783,2.0585714285714287,0x08,0x78
90857,2.060249433106576,0x6C,0x00
90861,2.0603401360544216,0x7C,0x0D
90872,2.0605895691609977,0xE4,0x08
90879,2.060748299319728,0xF4,0x75
90886,2.060907029478458,0xEC,0xD6
90894,2.06108843537415,0xFC,0xD7
90898,2.0611791383219953,0x08,0x7C
91448,2.0736507936507937,0x30,0x20
92171,2.090045351473923,0x30,0x28
92893,2.106417233560091,0x30,0x2C
92961,2.1079591836734695,0x08,0x04
93618,2.1228571428571428,0x30,0x28
94339,2.1392063492063493,0x30,0x24
95063,2.15562358276644,0x30,0x1C
95784,2.1719727891156464,0x30,0x18
96506,2.188344671201814,0x30,0x10
97230,2.204761904761905,0x30,0x0C
97951,2.221111111111111,0x30,0x08
98676,2.2375510204081634,0x30,0x0C
98825,2.2409297052154193,0xE0,0x0F
98827,2.2409750566893423,0xE8,0x1F
98828,2.2409977324263037,0xF0,0x0F
98830,2.2410430839002267,0xF8,0x1F
98831,2.241065759637188,0x08,0x00
98939,2.243514739229025,0xE4,0x0F
98940,2.2435374149659864,0xEC,0x7F
98942,2.2435827664399093,0xF4,0xDF
98943,2.2436054421768707,0xFC,0xDF
99397,2.2539002267573696,0x28,0x58
99427,2.254580498866213,0xE0,0x02
99435,2.2547619047619047,0xF0,0x13
99442,2.254920634920635,0xE8,0x02
99449,2.2550793650793652,0xF8,0x13
99453,2.255170068027211,0x08,0x78
99526,2.2568253968253966,0x6C,0x13
99530,2.2569160997732425,0x7C,0x12
99541,2.2571655328798186,0xE4,0x08
99548,2.257324263038549,0xF4,0x75
99555,2.257482993197279,0xEC,0xD6
99563,2.2576643990929703,0xFC,0xD7
99567,2.257755102040816,0x08,0x7C
100120,2.270294784580499,0x30,0x20
100841,2.286643990929705,0x30,0x28
100909,2.288185941043084,0x08,0x04
101563,2.303015873015873,0x30,0x2C
102287,2.3194331065759637,0x30,0x28
103008,2.3357823129251702,0x30,0x24
103232,2.340861678004535,0xE4,0x0F
103234,2.340907029478458,0xEC,0x7F
103235,2.3409297052154194,0xF4,0xDF
103237,2.3409750566893424,0xFC,0xDF
103731,2.3521768707482993,0x30,0x1C
103824,2.354285714285714,0xE4,0x08
103831,2.3544444444444443,0xF4,0x75
103838,2.3546031746031746,0xEC,0xD6
103846,2.3547845804988663,0xFC,0xD7
103850,2.354875283446712,0x08,0x7C
104455,2.3685941043083902,0x30,0x18
105177,2.384965986394558,0x30,0x10
105245,2.3865079365079365,0x08,0x04
105899,2.401337868480726,0x30,0x0C
106624,2.417777777777778,0x30,0x08
107344,2.434104308390023,0x30,0x0C
107568,2.4391836734693877,0xE4,0x0F
107570,2.4392290249433106,0xEC,0x7F
107571,2.439251700680272,0xF4,0xDF
107573,2.439297052154195,0xFC,0xDF
108067,2.450498866213152,0x30,0x14
108160,2.4526077097505667,0xE4,0x08
108167,2.452766439909297,0xF4,0x75
108174,2.4529251700680272,0xEC,0xD6
108182,2.453106575963719,0xFC,0xD7
108186,2.453197278911565,0x08,0x7C
108789,2.4668707482993195,0x30,0x18
109512,2.483265306122449,0x30,0x20
110236,2.4996825396825395,0x30,0x24
110957,2.516031746031746,0x30,0x2C
111746,2.5339229024943313,0x08,0x04
112403,2.5488208616780046,0x30,0x24
113124,2.5651700680272107,0x30,0x20
113849,2.581609977324263,0x30,0x18
114569,2.5979365079365078,0x30,0x10
115294,2.61437641723356,0x30,0x0C
116014,2.630702947845805,0x30,0x08
116164,2.6341043083900226,0xE0,0x0F
116165,2.634126984126984,0xE8,0x1F
116167,2.634172335600907,0xF0,0x0F
116168,2.6341950113378685,0xF8,0x1F
116169,2.63421768707483,0x08,0x00
116277,2.6366666666666667,0xE4,0x0F
116278,2.636689342403628,0xEC,0x7F
116280,2.636734693877551,0xF4,0xDF
116281,2.6367573696145126,0xFC,0xDF
116739,2.6471428571428572,0x28,0x5E
116769,2.6478231292517007,0xE0,0x02
116777,2.6480045351473924,0xF0,0x13
116784,2.6481632653061222,0xE8,0x02
116791,2.6483219954648525,0xF8,0x13
116795,2.6484126984126983,0x08,0x78
116868,2.6500680272108843,0x6C,0x00
116872,2.65015873015873,0x7C,0x0D
116883,2.6504081632653063,0xE4,0x08
116890,2.650566893424036,0xF4,0x75
116897,2.6507256235827663,0xEC,0xD6
116905,2.650907029478458,0xFC,0xD7
116909,2.650997732426304,0x08,0x7C
117459,2.663469387755102,0x30,0x20
118182,2.6798639455782314,0x30,0x28
118904,2.696235827664399,0x30,0x2C
118972,2.6977777777777776,0x08,0x04
