usage_id,context_id,tile_code_hex,pattern_id,physical_sha256,palette_bank_hex,palette_id,flip,priority_bits,map_cell_count
usage:pa:a7f2d02e7eec:b0x003:f0,context:gameplay.r01.p01,0x00D1,pattern:pc080sn:a7f2d02e7eec9a0d,a7f2d02e7eec9a0d08101b5a0903023847d5857414be21c41ae1b157e6c1b1df,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:e8f51a57f5d4:b0x003:f0,context:gameplay.r01.p01,0x00D2,pattern:pc080sn:e8f51a57f5d4b8a8,e8f51a57f5d4b8a8c76c34c5e880382012b254dab62c579963c1af33fe4d678d,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,841
usage:pa:2624d592a895:b0x003:f0,context:gameplay.r01.p01,0x00D3,pattern:pc080sn:2624d592a895edac,2624d592a895edac46c893e2ce539ad399e1a06fa4a31d3776be283882f49328,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:8cf76841650e:b0x003:f0,context:gameplay.r01.p01,0x00D4,pattern:pc080sn:8cf76841650e7a2c,8cf76841650e7a2c2cfacbf20406cec68e48c7e988979d5bf7882fc15054d6a5,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,817
usage:pa:687eb406b4ff:b0x003:f0,context:gameplay.r01.p01,0x00D5,pattern:pc080sn:687eb406b4ff68f7,687eb406b4ff68f7731fec84dc7818b14fe8a2d8fb714a99d6062297944e1f90,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,839
usage:pa:fe332d7abe0a:b0x003:f0,context:gameplay.r01.p01,0x00D6,pattern:pc080sn:fe332d7abe0a31ff,fe332d7abe0a31ffc0cf56066f610f696e4e177e451f422f9ca09d911e5bfb90,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,839
usage:pa:974833f21b18:b0x003:f0,context:gameplay.r01.p01,0x00D7,pattern:pc080sn:974833f21b1820d9,974833f21b1820d9584a06b639adcf37546ae1392fd024dc4dac19f15a80f768,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:f8870ddf1ff6:b0x003:f0,context:gameplay.r01.p01,0x00D8,pattern:pc080sn:f8870ddf1ff65c16,f8870ddf1ff65c1604e11ba9cc0d73fd4f8abc0eac98d5794afd08df5e6f864f,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,786
usage:pa:3bed8031e600:b0x003:f0,context:gameplay.r01.p01,0x00D9,pattern:pc080sn:3bed8031e6003b47,3bed8031e6003b47e1ced9f79e19dd25c763420572537192a4a60bd44454773d,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,807
usage:pa:45a327a136a1:b0x003:f0,context:gameplay.r01.p01,0x00DA,pattern:pc080sn:45a327a136a17eb7,45a327a136a17eb75fb3f176e1b14a08f7255d38f1c9ca70e72508ac1813d58c,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,809
usage:pa:5c0d7095b4a7:b0x003:f0,context:gameplay.r01.p01,0x00DB,pattern:pc080sn:5c0d7095b4a79eca,5c0d7095b4a79ecaa3add4fdac09d6d5601dcb064b99ab06db768564212cfc2c,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:70162c929963:b0x003:f0,context:gameplay.r01.p01,0x00DC,pattern:pc080sn:70162c929963020c,70162c929963020ccd1df632f2c3667541272992bee27ba0b3a979ea2a53fffb,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,783
usage:pa:e906e879c6da:b0x003:f0,context:gameplay.r01.p01,0x00DD,pattern:pc080sn:e906e879c6da76b3,e906e879c6da76b3b0e7fd941fd709310ac6de063f31316897a492a2907a9633,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,809
usage:pa:efd7681725ef:b0x003:f0,context:gameplay.r01.p01,0x00DE,pattern:pc080sn:efd7681725ef0e47,efd7681725ef0e4775f1175fa36d6df627661112fb7d0492d16196fb050a16a1,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,807
usage:pa:08510c86a4fb:b0x003:f0,context:gameplay.r01.p01,0x00DF,pattern:pc080sn:08510c86a4fb6e11,08510c86a4fb6e11e1ad41e779b77fee9251e9ea37a7ba258c57b8e0caaac94b,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:a141a61186ae:b0x003:f0,context:gameplay.r01.p01,0x00E0,pattern:pc080sn:a141a61186ae0818,a141a61186ae081865987b419e6b24aea66e50733a899f12e7ebefd33d66fa98,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:17edcce0e65a:b0x003:f0,context:gameplay.r01.p01,0x00E1,pattern:pc080sn:17edcce0e65ab64e,17edcce0e65ab64ef894c0745f1ebc36ea0a3abf65f4bcc3bba37fc96b998ea6,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:a0288c726cff:b0x003:f0,context:gameplay.r01.p01,0x00E2,pattern:pc080sn:a0288c726cff07f1,a0288c726cff07f1957182c67ee32bae9196839146ec994e795c57a6d01f6260,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:8b9547498a1e:b0x003:f0,context:gameplay.r01.p01,0x00E3,pattern:pc080sn:8b9547498a1eb92a,8b9547498a1eb92a7f405179ec46797001d52a5a8631fc7f1d8b425d7e761942,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:90636f1feb94:b0x003:f0,context:gameplay.r01.p01,0x00E4,pattern:pc080sn:90636f1feb944381,90636f1feb944381b26826751fa9ec54f89206571f474349a03fc745226959b8,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:a0eb15d9fa1c:b0x003:f0,context:gameplay.r01.p01,0x00E5,pattern:pc080sn:a0eb15d9fa1c97c7,a0eb15d9fa1c97c71033ef58e25b7b250dc582b354808febd1f64a181e9b7dc3,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:0b197d063250:b0x003:f0,context:gameplay.r01.p01,0x00E6,pattern:pc080sn:0b197d06325086b9,0b197d06325086b9773c9dd89982e3b2bc20bc556a0732446fc9867add24870e,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:72bb8c95bd29:b0x003:f0,context:gameplay.r01.p01,0x00E7,pattern:pc080sn:72bb8c95bd29e2e7,72bb8c95bd29e2e7680f8028fb1fde328c8c0ec37bb20ab0c89ac401239a654e,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:9b5b25799ce7:b0x003:f0,context:gameplay.r01.p01,0x00E8,pattern:pc080sn:9b5b25799ce77cc3,9b5b25799ce77cc3553fcd1e0bed7ed439402036d2ebe51756bf609c6b2b3179,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:a7fca105f047:b0x003:f0,context:gameplay.r01.p01,0x00E9,pattern:pc080sn:a7fca105f0470390,a7fca105f0470390aac1809aad3eff819a80b03552f56a934d2ed9fe8cfe246a,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:9dbf80cb948a:b0x003:f0,context:gameplay.r01.p01,0x00EA,pattern:pc080sn:9dbf80cb948a53dc,9dbf80cb948a53dc2496b47026873cd0ed250a124ae66ba0897589143ee3f36c,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:35c43f564d65:b0x003:f0,context:gameplay.r01.p01,0x00EB,pattern:pc080sn:35c43f564d653cf2,35c43f564d653cf2242371fb2d83a7f69ba012f3f009247223a1756e1d10687d,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:b2d8686ea043:b0x003:f0,context:gameplay.r01.p01,0x00EC,pattern:pc080sn:b2d8686ea0438f7e,b2d8686ea0438f7ee2419a7c84ddbc8820a022c6c861872a4a97c04460cc52f8,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:df89f3d0e1a4:b0x003:f0,context:gameplay.r01.p01,0x00ED,pattern:pc080sn:df89f3d0e1a41a96,df89f3d0e1a41a96c46c5079312ec9bfb15d430f550bce26b32eb2f2dbc1f01d,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:8c79bff06e60:b0x003:f0,context:gameplay.r01.p01,0x00EE,pattern:pc080sn:8c79bff06e605770,8c79bff06e605770ed7fd8d25517b44584757968f9001482fb31fac158971875,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:940db7954976:b0x003:f0,context:gameplay.r01.p01,0x00EF,pattern:pc080sn:940db79549766419,940db79549766419cb64a7b42fb666a284e15d81b24bf22e85d09f3a865658e8,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:54c451e52aa0:b0x003:f0,context:gameplay.r01.p01,0x00F0,pattern:pc080sn:54c451e52aa0ca06,54c451e52aa0ca0644921bb4451f296b48dcd129a3021a4d0891c973e204bb48,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:19aa65d000ab:b0x003:f0,context:gameplay.r01.p01,0x00F1,pattern:pc080sn:19aa65d000abdc3d,19aa65d000abdc3d57848e9bfe03aed1a5d164584e4eb36da93ca7df9bd6277c,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:44c2af1d4c2a:b0x003:f0,context:gameplay.r01.p01,0x00F2,pattern:pc080sn:44c2af1d4c2a2b02,44c2af1d4c2a2b026c5c187b0786033abb6df47bd6f4f592c1d109808475ae9e,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:9be93f4a10a0:b0x003:f0,context:gameplay.r01.p01,0x00F3,pattern:pc080sn:9be93f4a10a0125c,9be93f4a10a0125c271b63305ce9631c536acbd9712a2ce81666f53a8ac01978,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,8
usage:pa:c41b42ed7443:b0x003:f0,context:gameplay.r01.p01,0x00F4,pattern:pc080sn:c41b42ed74438cc3,c41b42ed74438cc3ea11c839270dcba8bd1e0519c9aadc6927576f890ee47180,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,8
usage:pa:6635d3380425:b0x003:f0,context:gameplay.r01.p01,0x00F5,pattern:pc080sn:6635d3380425de00,6635d3380425de003931a30d414afa5bb75a083b6011d5bab9dce4c639ce0fb2,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,8
usage:pa:340a3ae83299:b0x003:f0,context:gameplay.r01.p01,0x00F6,pattern:pc080sn:340a3ae832990b70,340a3ae832990b709b7b1fb6db5472edc3f43007876eb887cea84815814db29d,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,8
usage:pa:a79e4ccb3040:b0x003:f0,context:gameplay.r01.p01,0x00F7,pattern:pc080sn:a79e4ccb30400ce4,a79e4ccb30400ce492df93e58829657dbc5bc19f75f8cc3aab5756b6a6eac1c8,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,8
usage:pa:2c337513d484:b0x003:f0,context:gameplay.r01.p01,0x00F8,pattern:pc080sn:2c337513d4848d03,2c337513d4848d0311669320f3e3e70ad47f715a82ecd06c952be76eefb2a6bf,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,8
usage:pa:4e8634ac03ad:b0x003:f0,context:gameplay.r01.p01,0x00F9,pattern:pc080sn:4e8634ac03add9e4,4e8634ac03add9e4ad43fe5c437a5f7ac120758aefb2312eafcfa78559c62c1f,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,8
usage:pa:a8cf7abbd4b5:b0x003:f0,context:gameplay.r01.p01,0x00FA,pattern:pc080sn:a8cf7abbd4b5ffd0,a8cf7abbd4b5ffd09deb9c74aca44a0682f8524d72a523dc2aa373c03b076e93,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,8
usage:pa:cd318e2a197c:b0x003:f0,context:gameplay.r01.p01,0x00FB,pattern:pc080sn:cd318e2a197cb966,cd318e2a197cb966e9fadf643fd460648ae3715c30b6d61df85b55fd539721c1,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:ff18d34472c9:b0x003:f0,context:gameplay.r01.p01,0x00FC,pattern:pc080sn:ff18d34472c909bd,ff18d34472c909bd6b1cb73810a772dc8e4cb5c73dc1a756022764faae6859bf,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:db54ced43496:b0x003:f0,context:gameplay.r01.p01,0x00FD,pattern:pc080sn:db54ced434960944,db54ced43496094461ba0264f30530597a6db15c7108ec4e7f21d328af3b5d65,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:a8c86cd0318c:b0x003:f0,context:gameplay.r01.p01,0x00FE,pattern:pc080sn:a8c86cd0318c765c,a8c86cd0318c765c13a3888232db30211888f44ada91f35ace4d6547494be380,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:49c4a50345a6:b0x003:f0,context:gameplay.r01.p01,0x00FF,pattern:pc080sn:49c4a50345a6919b,49c4a50345a6919bacb11b61cc1783ba37706da44752139b242d820146eec4b2,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:612985019197:b0x003:f0,context:gameplay.r01.p01,0x0100,pattern:pc080sn:6129850191970b05,6129850191970b0571f44d3902c827c7598770ac496e678543368dedb75cfa7a,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:f4e0db97bfee:b0x003:f0,context:gameplay.r01.p01,0x0101,pattern:pc080sn:f4e0db97bfeeaadb,f4e0db97bfeeaadb23b0456288d032cbb21b364e476a89a70709f32a4b03b9ae,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:e9d4ffb07833:b0x003:f0,context:gameplay.r01.p01,0x0102,pattern:pc080sn:e9d4ffb07833eeb1,e9d4ffb07833eeb10d7ae9e1e86bd5fe4afca45c43b326ee3ec1c3283ca8771b,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,1
usage:pa:e971036a7328:b0x003:f0,context:gameplay.r01.p01,0x0103,pattern:pc080sn:e971036a7328fa3d,e971036a7328fa3d158794f60d41e7c8679694bd1f62a9779035e1150ec4f135,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,20
usage:pa:a0f72142b668:b0x003:f0,context:gameplay.r01.p01,0x0104,pattern:pc080sn:a0f72142b668145e,a0f72142b668145e63f20b4b2b74355cb0170609055f7ec0cd92bb560e835947,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,296
usage:pa:62e376926327:b0x003:f0,context:gameplay.r01.p01,0x0105,pattern:pc080sn:62e376926327b7c0,62e376926327b7c079f3a3f891ccb8e7b75602951e6b6109f99fee51f14bdd59,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,20
usage:pa:82042b32abdf:b0x003:f0,context:gameplay.r01.p01,0x0106,pattern:pc080sn:82042b32abdfc46a,82042b32abdfc46a770de85a4de9b90d8663b75dd4dd446cb4601e7c0030eaf1,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,313
usage:pa:912a67335c58:b0x003:f0,context:gameplay.r01.p01,0x0107,pattern:pc080sn:912a67335c584771,912a67335c58477180ee1675ccb70ed28f19c793284ed81b5cebca3de591ef0b,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,296
usage:pa:ceae0d0ca75e:b0x003:f0,context:gameplay.r01.p01,0x0108,pattern:pc080sn:ceae0d0ca75e1f66,ceae0d0ca75e1f6644c52c8cae753f514a562f0b87601cd8e5e65a617f9bdbe6,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,2
usage:pa:68d93789afc0:b0x003:f0,context:gameplay.r01.p01,0x0109,pattern:pc080sn:68d93789afc0b5af,68d93789afc0b5af5ed63ca1e32ff7c7cda7574d2c6b6f63c73b1b919d2e2946,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,2
usage:pa:763dc6bcbd48:b0x003:f0,context:gameplay.r01.p01,0x010A,pattern:pc080sn:763dc6bcbd4870a0,763dc6bcbd4870a09cc38856698b7930f3f9a0aa58f45f3c5823dde36e117293,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,2
usage:pa:ec1bf4c82f90:b0x003:f0,context:gameplay.r01.p01,0x010B,pattern:pc080sn:ec1bf4c82f907545,ec1bf4c82f907545d8c8a2051dcd2e5ff481b0d1be4d1d7517b0b22cb693e47c,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,225
usage:pa:490893aa89c9:b0x003:f0,context:gameplay.r01.p01,0x010C,pattern:pc080sn:490893aa89c9472f,490893aa89c9472f6d877e18998d2318d51d688f47c99b2d4d0030d4b3756464,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,2
usage:pa:039605cbd604:b0x003:f0,context:gameplay.r01.p01,0x010D,pattern:pc080sn:039605cbd604a3fb,039605cbd604a3fbe8b853d8183c907d90badd6f49d6b5113962d3b87907470a,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,205
usage:pa:ccaea53db5bb:b0x003:f0,context:gameplay.r01.p01,0x010E,pattern:pc080sn:ccaea53db5bb3f72,ccaea53db5bb3f729a1c95874498c33e824fd9d771a01a9ec4476f737764e71c,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,205
usage:pa:b894d5552ab2:b0x003:f0,context:gameplay.r01.p01,0x010F,pattern:pc080sn:b894d5552ab27f44,b894d5552ab27f44fa4ec2f88757d232d23c39f892932ab59b2e75f34fecb7cf,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,205
usage:pa:557acb4b06d5:b0x003:f0,context:gameplay.r01.p01,0x0110,pattern:pc080sn:557acb4b06d515f9,557acb4b06d515f9ef97bfc7b71facc31ba8ad019818d4aebd05f5385a9a96c8,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,294
usage:pa:b2c7bdd3ea0d:b0x003:f0,context:gameplay.r01.p01,0x0111,pattern:pc080sn:b2c7bdd3ea0dab58,b2c7bdd3ea0dab58d8758388d278293fdf359658a07567e92205e67ab717bda1,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,2
usage:pa:9a0faef65d6f:b0x003:f0,context:gameplay.r01.p01,0x0112,pattern:pc080sn:9a0faef65d6f8cbc,9a0faef65d6f8cbcc4ef69ebc420d0d10d0957ee003a190ad15dd3761788b5b6,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,837
usage:pa:1d5f00852bfd:b0x003:f0,context:gameplay.r01.p01,0x0113,pattern:pc080sn:1d5f00852bfdbb05,1d5f00852bfdbb0532c09f72256e42e14a7d651c807ac93e14ec7c875bff0188,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,297
usage:pa:2fc680af5b59:b0x003:f0,context:gameplay.r01.p01,0x0114,pattern:pc080sn:2fc680af5b594350,2fc680af5b59435078a3a91e6336ada1867a6cead9a958f1f583c899e709e036,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,288
usage:pa:452712970e11:b0x003:f0,context:gameplay.r01.p01,0x0115,pattern:pc080sn:452712970e11b236,452712970e11b23661187d805ac9b6e07e848674e6696565a74bd02f51ccca24,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,2
usage:pa:a8ff9c1b5da5:b0x003:f0,context:gameplay.r01.p01,0x0116,pattern:pc080sn:a8ff9c1b5da5fc32,a8ff9c1b5da5fc3272186a32231e0fb56b4141dd4ae6e14342b008634f8ea0c3,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,839
usage:pa:87de5f48973d:b0x003:f0,context:gameplay.r01.p01,0x0117,pattern:pc080sn:87de5f48973d611d,87de5f48973d611de5fae662f633e55ea327bdcbf37719d577b5d19ca55d2ea3,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,304
usage:pa:15a7055d12b3:b0x003:f0,context:gameplay.r01.p01,0x0118,pattern:pc080sn:15a7055d12b3486e,15a7055d12b3486e768d1782d3b411a28b256aaa9c8f936376fb930b7a03b10e,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,292
usage:pa:cda7d564c273:b0x003:f0,context:gameplay.r01.p01,0x0119,pattern:pc080sn:cda7d564c273492d,cda7d564c273492d5c42ccf86b4b74bf2d67d29fe09a100ca72aeeb57809aa0b,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,2
usage:pa:41e4efd84785:b0x003:f0,context:gameplay.r01.p01,0x011A,pattern:pc080sn:41e4efd84785e289,41e4efd84785e289bc5474081c027ea00736d4de715bfe91320bc6797ace96f3,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,2
usage:pa:7ebdbe4ca9f1:b0x003:f0,context:gameplay.r01.p01,0x011B,pattern:pc080sn:7ebdbe4ca9f14054,7ebdbe4ca9f14054f8d8e1717935f2cbe6b2311bc24c6b080bf7bb15550d794e,0x003,palette:arcade.r01p01.plane.bank_0x003.epoch_00,0,,305
