frame,section,round,block,index,actor_addr,active,class,state,mode3e,flags38,752,attr27,base_code
583,01,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0037
584,01,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0039
585,01,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,003B
586,01,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,003D
587,01,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,003F
588,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0041
589,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0043
590,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0045
591,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0047
592,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0049
593,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,004B
594,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,004D
595,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,004F
596,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0051
597,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0053
598,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0055
599,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0057
600,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0059
601,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,005B
602,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,005D
603,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,005F
604,01,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,0061
605,01,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,0063
606,01,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,0065
607,01,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,0067
608,01,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,0069
609,01,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,006B
610,01,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,006D
611,01,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,006F
612,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0071
613,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0073
614,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0075
615,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0077
616,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0079
617,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,007B
618,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,007D
619,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,007F
620,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0081
621,01,01,actor_2c8,8,10C4C8,01,19,0F,00,00,00,46,004B
621,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0083
622,01,01,actor_2c8,8,10C4C8,01,0D,0F,00,02,00,06,0A73
622,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0085
623,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0087
624,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0089
625,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,008B
626,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,008D
627,01,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,008D
634,01,01,actor_2c8,6,10C448,01,17,02,00,00,00,46,004B
634,01,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,008E
635,01,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,008F
636,01,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0090
641,01,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0090
647,01,01,actor_2c8,7,10C488,01,19,0F,00,00,00,46,004B
648,01,01,actor_2c8,7,10C488,01,0D,0F,00,02,00,06,0A73
649,01,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0090
678,01,01,actor_2c8,7,10C488,01,13,0F,0C,02,00,06,0A5A
691,01,01,actor_2c8,6,10C448,01,18,0F,00,00,00,46,004B
692,01,01,actor_2c8,6,10C448,01,0D,0F,00,02,00,06,0A73
699,01,01,actor_2c8,5,10C408,01,17,02,00,00,00,46,004B
699,01,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0090
707,01,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0090
715,01,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,0090
744,01,01,actor_2c8,5,10C408,01,1C,1F,00,00,00,46,004B
751,01,01,actor_2c8,5,10C408,01,1E,0F,00,00,00,46,004B
752,01,01,actor_2c8,5,10C408,01,0D,0F,00,02,00,06,0A73
764,01,01,actor_2c8,4,10C3C8,01,17,01,00,00,00,46,004B
782,01,01,actor_2c8,5,10C408,01,13,0F,0C,02,00,06,0A5A
900,01,01,actor_2c8,0,10C2C8,01,70,1E,00,00,00,00,0179
921,01,01,actor_2c8,8,10C4C8,01,17,01,00,00,00,46,004B
1013,01,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0090
1049,01,01,player_11b2,1,10D1F2,40,03,C2,00,00,51,00,0000
1083,01,01,actor_2c8,0,10C2C8,01,70,0F,00,00,00,00,0179
1095,01,01,actor_2c8,7,10C488,01,1C,1F,00,00,00,46,004B
1108,01,01,actor_2c8,0,10C2C8,01,00,00,00,00,00,00,00F4
1148,02,01,actor_2c8,0,10C2C8,01,00,00,00,00,00,00,00F4
1148,02,01,actor_2c8,4,10C3C8,01,17,01,00,00,00,46,004B
1148,02,01,actor_2c8,5,10C408,01,17,00,00,00,00,46,004B
1148,02,01,actor_2c8,6,10C448,01,17,02,00,00,00,46,004B
1148,02,01,actor_2c8,7,10C488,01,17,02,00,00,00,46,004B
1148,02,01,actor_2c8,8,10C4C8,01,17,00,00,00,00,46,004B
1148,02,01,actor_5c8,4,10C6C8,01,B6,03,00,00,00,80,03F6
1148,02,01,actor_5c8,5,10C708,01,BF,03,00,00,00,00,050B
1148,02,01,actor_748,10,10C9C8,01,B9,03,00,00,00,80,0268
1148,02,01,actor_8c8,4,10C9C8,01,B9,03,00,00,00,80,0268
1148,02,01,player_11b2,0,10D1B2,40,03,9E,00,00,00,98,0000
1148,02,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0090
1149,02,01,actor_5c8,4,10C6C8,01,B6,04,00,00,00,80,03F6
1149,02,01,actor_5c8,5,10C708,01,BF,04,00,00,00,00,050B
1149,02,01,actor_748,10,10C9C8,01,B9,04,00,00,00,80,0268
1149,02,01,actor_8c8,4,10C9C8,01,B9,04,00,00,00,80,0268
1150,02,01,actor_5c8,4,10C6C8,01,B6,05,00,00,00,80,03F6
1150,02,01,actor_5c8,5,10C708,01,C0,09,00,00,00,00,050B
1150,02,01,actor_748,10,10C9C8,01,BA,09,00,00,00,80,0268
1150,02,01,actor_8c8,4,10C9C8,01,BA,09,00,00,00,80,0268
1152,02,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0090
1160,02,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0090
1168,02,01,actor_2c8,5,10C408,01,18,02,00,00,00,46,004B
1168,02,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0090
1171,02,01,actor_2c8,7,10C488,01,1A,04,00,00,00,46,004B
1176,02,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,0090
1184,02,01,actor_2c8,4,10C3C8,01,17,00,00,00,00,46,004B
1195,02,01,actor_2c8,6,10C448,01,1A,04,00,00,00,46,004B
1200,02,01,actor_5c8,5,10C708,01,C1,05,00,00,00,00,050B
1200,02,01,player_11b2,0,10D1B2,40,03,A1,00,00,00,98,0000
1201,02,01,player_11b2,0,10D1B2,40,03,A3,00,00,00,98,0000
1202,02,01,player_11b2,0,10D1B2,40,03,A4,00,00,00,98,0000
1203,02,01,player_11b2,0,10D1B2,40,03,A5,00,00,00,98,0000
1204,02,01,actor_2c8,5,10C408,01,1C,1F,00,00,00,46,004B
1205,02,01,actor_2c8,5,10C408,01,1C,0F,00,00,00,46,004B
1205,02,01,player_11b2,0,10D1B2,40,03,A6,00,00,00,98,0000
1206,02,01,actor_2c8,5,10C408,01,0D,0F,00,02,00,06,0A73
1212,02,01,actor_2c8,7,10C488,01,17,00,00,00,00,46,004B
1217,02,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0090
1228,02,01,actor_2c8,6,10C448,01,17,00,00,00,00,46,004B
1236,02,01,actor_2c8,5,10C408,01,13,0F,0C,02,00,06,0A5A
1240,02,01,actor_5c8,4,10C6C8,01,B6,0F,00,00,00,80,03F6
1241,02,01,actor_5c8,4,10C6C8,01,A8,0F,00,00,00,80,0275
1243,02,01,player_11b2,1,10D1F2,40,03,C2,00,00,51,00,0000
1248,02,01,actor_748,10,10C9C8,01,BB,05,00,00,00,80,0268
1248,02,01,actor_8c8,4,10C9C8,01,BB,05,00,00,00,80,0268
1248,02,01,player_11b2,1,10D1F2,40,03,BE,00,00,51,00,0000
1250,02,01,player_11b2,1,10D1F2,40,03,BA,00,00,51,00,0000
1252,02,01,player_11b2,1,10D1F2,40,03,B6,00,00,51,00,0000
1254,02,01,player_11b2,1,10D1F2,40,03,B2,00,00,51,00,0000
1256,02,01,player_11b2,1,10D1F2,40,03,AE,00,00,51,00,0000
1323,02,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0090
1333,02,01,player_11b2,0,10D1B2,40,03,9F,00,00,00,98,0000
1333,02,01,player_11b2,1,10D1F2,40,03,AB,00,00,51,00,0090
1335,02,01,actor_748,10,10C9C8,01,B9,07,00,00,00,80,0268
1335,02,01,actor_8c8,4,10C9C8,01,B9,07,00,00,00,80,0268
1336,02,01,player_11b2,1,10D1F2,40,03,B2,00,00,51,00,0090
1338,02,01,actor_748,10,10C9C8,01,B9,06,00,00,00,80,0268
1338,02,01,actor_8c8,4,10C9C8,01,B9,06,00,00,00,80,0268
1341,02,01,player_11b2,4,10D2B2,01,01,8D,00,00,00,00,0000
1342,02,01,actor_748,10,10C9C8,01,BA,08,00,00,00,80,0268
1342,02,01,actor_8c8,4,10C9C8,01,BA,08,00,00,00,80,0268
1342,02,01,player_11b2,4,10D2B2,01,01,8A,00,00,00,00,0000
1343,02,01,player_11b2,4,10D2B2,01,01,8B,00,00,00,00,0000
1344,02,01,player_11b2,4,10D2B2,01,01,8C,00,00,00,00,0000
1345,02,01,player_11b2,4,10D2B2,01,01,89,00,00,00,00,0000
1346,02,01,player_11b2,4,10D2B2,01,01,86,00,00,00,00,0000
1347,02,01,player_11b2,4,10D2B2,01,01,87,00,00,00,00,0000
1348,02,01,player_11b2,4,10D2B2,01,01,88,00,00,00,00,0000
1375,02,01,actor_2c8,8,10C4C8,01,18,02,00,00,00,46,004B
1400,02,01,actor_5c8,5,10C708,01,BF,0F,00,00,00,00,050B
1401,02,01,actor_5c8,5,10C708,01,A8,0F,00,00,00,00,0275
1401,02,01,player_11b2,0,10D1B2,40,03,85,00,00,00,98,0000
1427,02,01,player_11b2,0,10D1B2,40,03,86,00,00,00,98,0000
1430,02,01,player_11b2,1,10D1F2,40,03,C4,00,00,51,00,0000
1450,02,01,player_11b2,0,10D1B2,40,03,89,00,00,00,A0,0000
1451,02,01,player_11b2,0,10D1B2,40,03,8C,00,00,00,A0,0000
1452,02,01,actor_748,10,10C9C8,01,BA,0F,00,00,00,80,0268
1452,02,01,actor_8c8,4,10C9C8,01,BA,0F,00,00,00,80,0268
1452,02,01,player_11b2,0,10D1B2,40,03,8D,00,00,00,A0,0000
1453,02,01,actor_748,10,10C9C8,01,A8,0F,00,00,00,80,0275
1453,02,01,actor_8c8,4,10C9C8,01,A8,0F,00,00,00,80,0275
1453,02,01,player_11b2,0,10D1B2,40,03,8E,00,00,00,A0,0000
1455,02,01,player_11b2,0,10D1B2,40,03,8F,00,00,00,A8,0000
1483,02,01,actor_2c8,8,10C4C8,01,1C,1F,00,00,00,46,004B
1490,02,01,actor_2c8,8,10C4C8,01,1E,0F,00,00,00,46,004B
1491,02,01,actor_2c8,8,10C4C8,01,0D,0F,00,02,00,06,0A73
1535,02,01,actor_2c8,7,10C488,01,1C,1F,00,00,00,46,004B
1536,02,01,actor_2c8,7,10C488,01,1C,0F,00,00,00,46,004B
1537,02,01,actor_2c8,7,10C488,01,0D,0F,00,02,00,06,0A73
1567,02,01,actor_2c8,7,10C488,01,13,0F,0C,02,00,06,0A5A
1583,02,01,actor_2c8,6,10C448,01,1C,0F,00,00,00,46,004B
1584,02,01,actor_2c8,6,10C448,01,0D,0F,00,02,00,06,0A73
1656,03,01,actor_2c8,0,10C2C8,01,00,00,00,00,00,00,00F4
1656,03,01,actor_2c8,4,10C3C8,01,17,00,00,00,00,46,004B
1656,03,01,actor_2c8,5,10C408,01,17,00,00,00,00,46,004B
1656,03,01,actor_2c8,6,10C448,01,17,00,00,00,00,46,004B
1656,03,01,actor_2c8,7,10C488,01,17,00,00,00,00,46,004B
1656,03,01,actor_2c8,8,10C4C8,01,17,00,00,00,00,46,004B
1656,03,01,player_11b2,0,10D1B2,40,03,85,00,00,00,98,0000
1656,03,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0090
1656,03,01,player_11b2,4,10D2B2,01,01,8B,00,00,00,00,0000
1674,03,01,player_11b2,1,10D1F2,40,03,13,00,00,51,00,0000
1675,03,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0097
1693,03,01,player_11b2,1,10D1F2,40,03,1A,00,00,51,00,008A
1713,03,01,player_11b2,1,10D1F2,40,03,1A,00,00,51,00,0083
1717,03,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0089
1718,03,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,008A
1719,03,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,008B
1720,03,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,008C
1721,03,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,008D
1722,03,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,008E
1723,03,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,008F
1759,03,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0090
1777,03,01,actor_2c8,8,10C4C8,01,18,02,00,00,00,46,004B
1807,03,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0090
1812,03,01,player_11b2,0,10D1B2,40,03,89,00,00,00,98,0000
1813,03,01,player_11b2,0,10D1B2,40,03,8C,00,00,00,98,0000
1814,03,01,player_11b2,0,10D1B2,40,03,8D,00,00,00,98,0000
1815,03,01,player_11b2,0,10D1B2,40,03,8E,00,00,00,98,0000
1815,03,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0090
1817,03,01,actor_2c8,8,10C4C8,01,17,0F,00,00,00,46,004B
1817,03,01,player_11b2,0,10D1B2,40,03,8F,00,00,00,98,0000
1818,03,01,actor_2c8,8,10C4C8,01,0D,0F,00,02,00,06,0A73
1831,03,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0090
1839,03,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0090
1842,03,01,actor_2c8,4,10C3C8,01,18,01,00,00,00,46,004B
1847,03,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,0090
1848,03,01,actor_2c8,8,10C4C8,01,5F,00,03,00,00,4A,02E8
1858,03,01,actor_2c8,7,10C488,01,18,02,00,00,00,46,004B
1894,03,01,actor_2c8,7,10C488,01,1C,1F,00,00,00,46,004B
1900,03,01,actor_2c8,7,10C488,01,1E,0F,00,00,00,46,004B
1901,03,01,actor_2c8,7,10C488,01,0D,0F,00,02,00,06,0A73
1931,03,01,actor_2c8,7,10C488,01,13,0F,0C,02,00,06,0A5A
1969,03,01,actor_2c8,5,10C408,01,1A,04,00,00,00,46,004B
1970,03,01,actor_2c8,6,10C448,01,1A,04,00,00,00,46,004B
2010,03,01,actor_2c8,5,10C408,01,1A,0F,00,00,00,46,004B
2011,03,01,actor_2c8,5,10C408,01,0D,0F,00,02,00,06,0A73
2011,03,01,actor_2c8,6,10C448,01,1A,0F,00,00,00,46,004B
2012,03,01,actor_2c8,6,10C448,01,0D,0F,00,02,00,06,0A73
2029,04,01,actor_2c8,0,10C2C8,01,00,00,00,00,00,00,00F4
2029,04,01,actor_2c8,4,10C3C8,01,17,00,00,00,00,46,004B
2029,04,01,actor_2c8,5,10C408,01,0F,0F,00,02,00,06,0A73
2029,04,01,actor_2c8,6,10C448,01,0E,0F,00,02,00,06,0A73
2029,04,01,actor_2c8,7,10C488,01,13,0F,0C,02,00,06,0A5A
2029,04,01,actor_2c8,8,10C4C8,01,5F,00,03,00,00,4A,02E8
2029,04,01,player_11b2,0,10D1B2,40,03,85,00,00,00,98,0000
2029,04,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0090
2029,04,01,player_11b2,4,10D2B2,01,01,8B,00,00,00,00,0000
2034,04,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0090
2041,04,01,actor_2c8,5,10C408,01,13,0F,0C,02,00,06,0A5A
2042,04,01,actor_2c8,6,10C448,01,5F,00,03,00,00,4A,02E8
2054,04,01,actor_2c8,7,10C488,01,17,00,00,00,00,46,004B
2062,04,01,actor_2c8,5,10C408,01,17,00,00,00,00,46,004B
2126,04,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0090
2134,04,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0090
2150,04,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0090
2158,04,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0090
2166,04,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,0090
2167,04,01,actor_2c8,4,10C3C8,01,17,02,00,00,00,46,004B
2168,04,01,actor_2c8,8,10C4C8,01,60,02,03,00,00,4A,02E8
2177,04,01,actor_2c8,8,10C4C8,01,63,1F,03,00,00,4A,02E8
2185,04,01,actor_748,0,10C748,01,B0,01,00,00,00,00,02E8
2212,04,01,actor_748,1,10C788,01,AB,01,00,00,00,00,02E8
2215,04,01,player_11b2,0,10D1B2,40,03,8C,00,00,00,98,0000
2219,04,01,actor_748,0,10C748,01,AF,0F,00,00,00,00,02E8
2219,04,01,player_11b2,0,10D1B2,C0,03,86,00,00,00,98,0000
2220,04,01,actor_748,0,10C748,01,2B,0F,00,00,00,00,019D
2221,04,01,actor_2c8,4,10C3C8,01,1C,1F,00,00,00,46,004B
2223,04,01,player_11b2,1,10D1F2,40,03,09,00,00,51,00,0000
2229,04,01,player_11b2,0,10D1B2,40,03,8D,00,00,00,A0,0000
2229,04,01,player_11b2,1,10D1F2,40,03,BA,00,00,51,00,0000
2231,04,01,player_11b2,1,10D1F2,40,03,B6,00,00,51,00,0000
2233,04,01,player_11b2,0,10D1B2,40,03,89,00,00,00,A0,0000
2233,04,01,player_11b2,1,10D1F2,40,03,B2,00,00,51,00,0000
2235,04,01,player_11b2,1,10D1F2,40,03,AE,00,00,51,00,0000
2246,04,01,player_11b2,0,10D1B2,40,03,8E,00,00,00,A0,0000
2246,04,01,player_11b2,1,10D1F2,40,03,BE,00,00,51,00,0000
2248,04,01,actor_2c8,4,10C3C8,01,1E,0F,00,00,00,46,004B
2248,04,01,actor_2c8,8,10C4C8,01,B4,0F,03,00,00,4A,02E8
2248,04,01,player_11b2,0,10D1B2,40,03,8F,00,00,00,A8,0000
2248,04,01,player_11b2,1,10D1F2,40,03,C2,00,00,51,00,0000
2248,04,01,player_11b2,4,10D2B2,01,01,8B,00,00,00,00,0001
2249,04,01,actor_2c8,4,10C3C8,01,0D,0F,00,02,00,06,0A73
2249,04,01,actor_2c8,8,10C4C8,01,0D,0F,03,02,00,0A,0A73
2372,04,01,actor_2c8,5,10C408,01,18,01,00,00,00,46,004B
2373,04,01,player_11b2,1,10D1F2,40,03,13,00,00,51,00,0000
2377,04,01,player_11b2,1,10D1F2,40,03,1A,00,00,51,00,0091
2381,04,01,player_11b2,1,10D1F2,40,03,22,00,00,51,00,0000
2383,04,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0097
2384,04,01,actor_2c8,6,10C448,01,61,02,03,00,00,4A,02E8
2384,04,01,actor_2c8,7,10C488,01,18,02,00,00,00,46,004B
2401,04,01,player_11b2,1,10D1F2,40,03,1A,00,00,51,00,008A
2420,04,01,actor_2c8,6,10C448,01,63,1F,03,00,00,4A,02E8
2447,04,01,actor_2c8,7,10C488,01,1C,1F,00,00,00,46,004B
2451,04,01,actor_2c8,6,10C448,01,66,0F,03,00,00,4A,02E8
2451,04,01,actor_2c8,7,10C488,01,1D,0F,00,00,00,46,004B
2452,04,01,actor_2c8,6,10C448,01,0D,0F,03,02,00,0A,0A73
2452,04,01,actor_2c8,7,10C488,01,0D,0F,00,02,00,06,0A73
2519,05,01,actor_2c8,0,10C2C8,01,00,00,00,00,00,00,00F4
2519,05,01,actor_2c8,4,10C3C8,01,17,00,00,00,00,46,004B
2519,05,01,actor_2c8,5,10C408,01,17,01,00,00,00,46,004B
2519,05,01,actor_2c8,6,10C448,01,5F,00,03,00,00,4A,02E8
2519,05,01,actor_2c8,7,10C488,01,14,0F,0C,02,00,06,0A5A
2519,05,01,actor_2c8,8,10C4C8,01,5F,00,03,00,00,4A,02E8
2519,05,01,actor_748,0,10C748,01,B1,01,00,00,00,00,02E8
2519,05,01,player_11b2,0,10D1B2,40,03,85,00,00,00,98,0000
2519,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0090
2519,05,01,player_11b2,4,10D2B2,01,01,8B,00,00,00,00,0000
2520,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0090
2521,05,01,actor_2c8,7,10C488,01,23,00,01,00,00,44,00D0
2528,05,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0090
2536,05,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,0090
2544,05,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,0090
2561,05,01,actor_2c8,5,10C408,01,18,02,00,00,00,46,004B
2562,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0090
2568,05,01,actor_2c8,5,10C408,01,5F,00,03,00,00,4A,02E8
2587,05,01,actor_2c8,4,10C3C8,01,1A,0B,00,00,00,46,004B
2600,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0090
2615,05,01,actor_2c8,8,10C4C8,01,60,02,03,00,00,4A,02E8
2631,05,01,actor_2c8,0,10C2C8,01,00,20,00,00,00,00,00F4
2645,05,01,player_11b2,0,10D1B2,40,03,89,00,00,00,98,0000
2646,05,01,player_11b2,0,10D1B2,40,03,8C,00,00,00,98,0000
2647,05,01,player_11b2,0,10D1B2,40,03,8D,00,00,00,A0,0000
2647,05,01,player_11b2,1,10D1F2,40,03,BA,00,00,51,00,0000
2648,05,01,actor_2c8,4,10C3C8,01,17,02,00,00,00,46,004B
2648,05,01,player_11b2,0,10D1B2,40,03,8E,00,00,00,A0,0000
2648,05,01,player_11b2,1,10D1F2,40,03,BE,00,00,51,00,0000
2650,05,01,actor_2c8,4,10C3C8,01,17,0F,00,00,00,46,004B
2650,05,01,player_11b2,0,10D1B2,40,03,8F,00,00,00,A8,0000
2650,05,01,player_11b2,1,10D1F2,40,03,C2,00,00,51,00,0000
2651,05,01,actor_2c8,4,10C3C8,01,0D,0F,00,02,00,06,0A73
2651,05,01,actor_2c8,8,10C4C8,01,5F,0B,03,00,00,4A,02E8
2662,05,01,player_11b2,1,10D1F2,40,03,B6,00,00,51,00,0000
2664,05,01,player_11b2,1,10D1F2,40,03,B2,00,00,51,00,0000
2666,05,01,player_11b2,1,10D1F2,40,03,AE,00,00,51,00,0000
