sample,address_hex,value_hex
4205,0x33,0x1C
4207,0x23,0xCC
4211,0x43,0x39
4214,0x63,0x1C
4215,0x83,0x50
4217,0xA3,0x01
4218,0xC3,0x01
4222,0x4B,0x13
4225,0x6B,0x17
4227,0x8B,0x52
4228,0xAB,0x01
4230,0xCB,0x01
4231,0xEB,0x7A
4234,0x53,0x16
4238,0x73,0x24
4240,0x93,0x50
4241,0xB3,0x01
4243,0xD3,0x00
4244,0xF3,0x2F
4247,0x5B,0x23
4250,0x7B,0x1F
4252,0x9B,0x55
4253,0xBB,0x01
4256,0xFB,0x1C
4261,0x08,0x7B
4272,0x2C,0x1E
4274,0x34,0x1C
4276,0x24,0xE2
4280,0x44,0x01
4283,0x64,0x05
4284,0x84,0x9F
4286,0xA4,0x01
4287,0xC4,0x02
4289,0xE4,0x08
4291,0x4C,0x22
4294,0x6C,0x13
4296,0x8C,0x1F
4297,0xAC,0x01
4299,0xCC,0x03
4300,0xEC,0xD6
4303,0x54,0x13
4307,0x74,0x27
4308,0x94,0x5F
4310,0xB4,0x00
4311,0xD4,0x03
4313,0xF4,0x75
4316,0x5C,0x01
4319,0x7C,0x0D
4321,0x9C,0x1F
4322,0xBC,0x02
4325,0xFC,0xD7
4330,0x08,0x7C
4341,0x2D,0x0E
4343,0x35,0x1C
4345,0x25,0xFD
4349,0x45,0x01
4352,0x65,0x22
4353,0x85,0x1F
4355,0xA5,0x0A
4356,0xC5,0x02
4358,0xE5,0x07
4360,0x4D,0x02
4364,0x6D,0x0F
4365,0x8D,0x9F
4367,0xAD,0x02
4368,0xCD,0x01
4370,0xED,0x25
4373,0x55,0x02
4376,0x75,0x0F
4378,0x95,0x90
4380,0xB5,0x02
4381,0xD5,0x01
4383,0xF5,0x25
4385,0x5D,0x02
4389,0x7D,0x12
4390,0x9D,0x9F
4392,0xBD,0x02
4393,0xDD,0x01
4395,0xFD,0x25
4399,0x08,0x7D
5536,0x08,0x04
7853,0xE4,0x0F
7854,0xEC,0x7F
7856,0xF4,0xDF
7857,0xFC,0xDF
8440,0x7C,0x12
8451,0xE4,0x08
8458,0xF4,0x75
8465,0xEC,0xD6
8473,0xFC,0xD7
8477,0x08,0x7C
9868,0x08,0x04
12183,0xE4,0x0F
12185,0xEC,0x7F
12186,0xF4,0xDF
12188,0xFC,0xDF
12786,0xE4,0x08
12793,0xF4,0x75
12800,0xEC,0xD6
12808,0xFC,0xD7
12812,0x08,0x7C
14204,0x08,0x04
16519,0xE4,0x0F
16521,0xEC,0x7F
16522,0xF4,0xDF
16524,0xFC,0xDF
17119,0xE4,0x08
17126,0xF4,0x75
17133,0xEC,0xD6
17141,0xFC,0xD7
17145,0x08,0x7C
18539,0x08,0x04
20840,0xE0,0x0F
20841,0xE8,0x1F
20843,0xF0,0x0F
20844,0xF8,0x1F
20952,0xE4,0x0F
20953,0xEC,0x7F
20955,0xF4,0xDF
20956,0xFC,0xDF
21361,0x28,0x5E
21363,0x30,0x1C
21365,0x20,0xFC
21368,0x40,0x15
21371,0x60,0x20
21373,0x80,0x9F
21374,0xA0,0x18
21376,0xC0,0x00
21377,0xE0,0x02
21379,0x48,0x15
21383,0x68,0x20
21384,0x88,0x9F
21386,0xA8,0x18
21387,0xC8,0x00
21389,0xE8,0x02
21392,0x50,0x16
21395,0x70,0x1A
21397,0x90,0x5F
21399,0xB0,0x1C
21400,0xD0,0x00
21402,0xF0,0x13
21404,0x58,0x16
21409,0x98,0x5F
21411,0xB8,0x1C
21414,0xF8,0x13
21418,0x08,0x78
21492,0x6C,0x00
21496,0x7C,0x0D
21507,0xE4,0x08
21514,0xF4,0x75
21521,0xEC,0xD6
21529,0xFC,0xD7
21533,0x08,0x7C
22086,0x30,0x20
22807,0x30,0x28
23531,0x30,0x2C
23599,0x08,0x04
24252,0x30,0x28
24977,0x30,0x24
25697,0x30,0x1C
26421,0x30,0x18
27142,0x30,0x10
27867,0x30,0x0C
28588,0x30,0x08
29313,0x30,0x0C
29462,0xE0,0x0F
29464,0xE8,0x1F
29465,0xF0,0x0F
29467,0xF8,0x1F
29468,0x08,0x00
29576,0xE4,0x0F
29577,0xEC,0x7F
29579,0xF4,0xDF
29580,0xFC,0xDF
30034,0x28,0x58
30064,0xE0,0x02
30072,0xF0,0x13
30079,0xE8,0x02
30086,0xF8,0x13
30090,0x08,0x78
30163,0x6C,0x13
30167,0x7C,0x11
30178,0xE4,0x08
30185,0xF4,0x75
30192,0xEC,0xD6
30200,0xFC,0xD7
30204,0x08,0x7C
30757,0x30,0x20
31478,0x30,0x28
31546,0x08,0x04
32200,0x30,0x2C
32924,0x30,0x28
33645,0x30,0x24
33869,0xE4,0x0F
33871,0xEC,0x7F
33872,0xF4,0xDF
33874,0xFC,0xDF
34368,0x30,0x1C
34461,0xE4,0x08
34468,0xF4,0x75
34475,0xEC,0xD6
34483,0xFC,0xD7
34487,0x08,0x7C
35090,0x30,0x18
35815,0x30,0x10
35883,0x08,0x04
36537,0x30,0x0C
37258,0x30,0x08
37983,0x30,0x0C
38207,0xE4,0x0F
38209,0xEC,0x7F
38210,0xF4,0xDF
38212,0xFC,0xDF
38703,0x30,0x14
38796,0xE4,0x08
38803,0xF4,0x75
38810,0xEC,0xD6
38818,0xFC,0xD7
38822,0x08,0x7C
39427,0x30,0x18
40148,0x30,0x20
40871,0x30,0x24
41593,0x30,0x2C
42384,0x08,0x04
43038,0x30,0x24
43762,0x30,0x20
44483,0x30,0x18
45208,0x30,0x10
45929,0x30,0x0C
46654,0x30,0x08
46803,0xE0,0x0F
46805,0xE8,0x1F
46806,0xF0,0x0F
46808,0xF8,0x1F
46809,0x08,0x00
46917,0xE4,0x0F
46918,0xEC,0x7F
46920,0xF4,0xDF
46921,0xFC,0xDF
47375,0x28,0x5E
47405,0xE0,0x02
47413,0xF0,0x13
47420,0xE8,0x02
47427,0xF8,0x13
47431,0x08,0x78
47504,0x6C,0x00
47508,0x7C,0x0D
47519,0xE4,0x08
47526,0xF4,0x75
47533,0xEC,0xD6
47541,0xFC,0xD7
47545,0x08,0x7C
48098,0x30,0x20
48818,0x30,0x28
49543,0x30,0x2C
49611,0x08,0x04
50265,0x30,0x28
50989,0x30,0x24
51709,0x30,0x1C
52434,0x30,0x18
53155,0x30,0x10
53876,0x30,0x0C
54600,0x30,0x08
55321,0x30,0x0C
55562,0xE4,0x0F
55563,0xEC,0x7F
55565,0xF4,0xDF
55566,0xFC,0xDF
56044,0x30,0x14
56122,0x6C,0x13
56126,0x7C,0x12
56137,0xE4,0x08
56144,0xF4,0x75
56151,0xEC,0xD6
56159,0xFC,0xD7
56163,0x08,0x7C
56768,0x30,0x18
57489,0x30,0x20
57557,0x08,0x04
58214,0x30,0x24
58934,0x30,0x2C
59880,0xE4,0x0F
59882,0xEC,0x7F
59883,0xF4,0xDF
59885,0xFC,0xDF
60379,0x30,0x24
60472,0xE4,0x08
60479,0xF4,0x75
60486,0xEC,0xD6
60494,0xFC,0xD7
60498,0x08,0x7C
61103,0x30,0x20
61825,0x30,0x18
61893,0x08,0x04
62547,0x30,0x10
63269,0x30,0x0C
63993,0x30,0x08
64234,0xE4,0x0F
64235,0xEC,0x7F
64237,0xF4,0xDF
64238,0xFC,0xDF
64716,0x30,0x0C
64794,0x6C,0x00
64798,0x7C,0x0F
64809,0xE4,0x08
64816,0xF4,0x75
64823,0xEC,0xD6
64831,0xFC,0xD7
64835,0x08,0x7C
65437,0x30,0x14
66162,0x30,0x18
66882,0x30,0x20
66950,0x08,0x04
67607,0x30,0x24
68327,0x30,0x2C
69775,0x30,0x24
70495,0x30,0x20
71220,0x30,0x18
71940,0x30,0x14
72662,0x30,0x0C
72940,0xE4,0x0F
72941,0xEC,0x7F
72943,0xF4,0xDF
72944,0xFC,0xDF
73386,0x30,0x08
73392,0x08,0x00
73465,0x6C,0x13
73469,0x7C,0x0D
73480,0xE4,0x08
73487,0xF4,0x75
73494,0xEC,0xD6
73502,0xFC,0xD7
73506,0x08,0x7C
74108,0x30,0x0C
74830,0x30,0x10
74898,0x08,0x04
75552,0x30,0x18
76275,0x30,0x20
76999,0x30,0x24
77227,0xE4,0x0F
77229,0xEC,0x7F
77230,0xF4,0xDF
77232,0xFC,0xDF
77722,0x30,0x2C
77804,0x7C,0x12
77815,0xE4,0x08
77822,0xF4,0x75
77829,0xEC,0xD6
77837,0xFC,0xD7
77841,0x08,0x7C
79165,0x30,0x24
79233,0x08,0x04
79887,0x30,0x20
80611,0x30,0x18
81332,0x30,0x14
81556,0xE4,0x0F
81558,0xEC,0x7F
81559,0xF4,0xDF
81561,0xFC,0xDF
82055,0x30,0x0C
82148,0xE4,0x08
82155,0xF4,0x75
82162,0xEC,0xD6
82170,0xFC,0xD7
82174,0x08,0x7C
82780,0x30,0x08
83501,0x30,0x0C
83569,0x08,0x04
84223,0x30,0x10
84948,0x30,0x18
85668,0x30,0x1C
85892,0xE4,0x0F
85894,0xEC,0x7F
85895,0xF4,0xDF
85897,0xFC,0xDF
86391,0x30,0x24
86484,0xE4,0x08
86491,0xF4,0x75
86498,0xEC,0xD6
86506,0xFC,0xD7
86510,0x08,0x7C
87115,0x30,0x28
87836,0x30,0x2C
87904,0x08,0x04
88558,0x30,0x28
89283,0x30,0x20
90003,0x30,0x1C
90205,0xE0,0x0F
90206,0xE8,0x1F
90208,0xF0,0x0F
90209,0xF8,0x1F
90317,0xE4,0x0F
90318,0xEC,0x7F
90320,0xF4,0xDF
90321,0xFC,0xDF
90742,0xE0,0x02
90753,0xE8,0x02
90766,0xF0,0x13
90778,0xF8,0x13
90783,0x08,0x78
90857,0x6C,0x00
90861,0x7C,0x0D
90872,0xE4,0x08
90879,0xF4,0x75
90886,0xEC,0xD6
90894,0xFC,0xD7
90898,0x08,0x7C
91448,0x30,0x20
92171,0x30,0x28
92893,0x30,0x2C
92961,0x08,0x04
93618,0x30,0x28
94339,0x30,0x24
95063,0x30,0x1C
95784,0x30,0x18
96506,0x30,0x10
97230,0x30,0x0C
97951,0x30,0x08
98676,0x30,0x0C
98825,0xE0,0x0F
98827,0xE8,0x1F
98828,0xF0,0x0F
98830,0xF8,0x1F
98831,0x08,0x00
98939,0xE4,0x0F
98940,0xEC,0x7F
98942,0xF4,0xDF
98943,0xFC,0xDF
99397,0x28,0x58
99427,0xE0,0x02
99435,0xF0,0x13
99442,0xE8,0x02
99449,0xF8,0x13
99453,0x08,0x78
99526,0x6C,0x13
99530,0x7C,0x12
99541,0xE4,0x08
99548,0xF4,0x75
99555,0xEC,0xD6
99563,0xFC,0xD7
99567,0x08,0x7C
100120,0x30,0x20
100841,0x30,0x28
100909,0x08,0x04
101563,0x30,0x2C
102287,0x30,0x28
103008,0x30,0x24
103232,0xE4,0x0F
103234,0xEC,0x7F
103235,0xF4,0xDF
103237,0xFC,0xDF
103731,0x30,0x1C
103824,0xE4,0x08
103831,0xF4,0x75
103838,0xEC,0xD6
103846,0xFC,0xD7
103850,0x08,0x7C
104455,0x30,0x18
105177,0x30,0x10
105245,0x08,0x04
105899,0x30,0x0C
106624,0x30,0x08
107344,0x30,0x0C
107568,0xE4,0x0F
107570,0xEC,0x7F
107571,0xF4,0xDF
107573,0xFC,0xDF
108067,0x30,0x14
108160,0xE4,0x08
108167,0xF4,0x75
108174,0xEC,0xD6
108182,0xFC,0xD7
108186,0x08,0x7C
108789,0x30,0x18
109512,0x30,0x20
110236,0x30,0x24
110957,0x30,0x2C
111746,0x08,0x04
112403,0x30,0x24
113124,0x30,0x20
113849,0x30,0x18
114569,0x30,0x10
115294,0x30,0x0C
116014,0x30,0x08
116164,0xE0,0x0F
116165,0xE8,0x1F
116167,0xF0,0x0F
116168,0xF8,0x1F
116169,0x08,0x00
116277,0xE4,0x0F
116278,0xEC,0x7F
116280,0xF4,0xDF
116281,0xFC,0xDF
116739,0x28,0x5E
116769,0xE0,0x02
116777,0xF0,0x13
116784,0xE8,0x02
116791,0xF8,0x13
116795,0x08,0x78
116868,0x6C,0x00
116872,0x7C,0x0D
116883,0xE4,0x08
116890,0xF4,0x75
116897,0xEC,0xD6
116905,0xFC,0xD7
116909,0x08,0x7C
117459,0x30,0x20
118182,0x30,0x28
118904,0x30,0x2C
118972,0x08,0x04
119629,0x30,0x28
120349,0x30,0x24
121073,0x30,0x1C
121794,0x30,0x18
122519,0x30,0x10
123240,0x30,0x0C
123965,0x30,0x08
124685,0x30,0x0C
124926,0xE4,0x0F
124927,0xEC,0x7F
124929,0xF4,0xDF
124930,0xFC,0xDF
125408,0x30,0x14
125486,0x6C,0x13
125490,0x7C,0x12
125501,0xE4,0x08
125508,0xF4,0x75
125515,0xEC,0xD6
125523,0xFC,0xD7
125527,0x08,0x7C
126130,0x30,0x18
126854,0x30,0x20
126922,0x08,0x04
127575,0x30,0x24
128300,0x30,0x2C
129242,0xE4,0x0F
129244,0xEC,0x7F
129245,0xF4,0xDF
129247,0xFC,0xDF
129742,0x30,0x24
129835,0xE4,0x08
129842,0xF4,0x75
129849,0xEC,0xD6
129857,0xFC,0xD7
129861,0x08,0x7C
130465,0x30,0x20
131187,0x30,0x18
131255,0x08,0x04
131913,0x30,0x10
132633,0x30,0x0C
133358,0x30,0x08
133599,0xE4,0x0F
133600,0xEC,0x7F
133602,0xF4,0xDF
133603,0xFC,0xDF
134077,0x30,0x0C
134155,0x6C,0x00
134159,0x7C,0x0E
134170,0xE4,0x08
134177,0xF4,0x75
134184,0xEC,0xD6
134192,0xFC,0xD7
134196,0x08,0x7C
134801,0x30,0x14
135523,0x30,0x18
136247,0x30,0x20
136315,0x08,0x04
136968,0x30,0x24
137692,0x30,0x2C
139135,0x30,0x24
139860,0x30,0x20
140581,0x30,0x18
141305,0x30,0x14
142025,0x30,0x0C
142226,0xE9,0x2F
142227,0xF1,0x7F
142229,0xF9,0x1F
142230,0x08,0x01
142275,0xEA,0x2F
142277,0xF2,0x7F
142278,0xFA,0x1F
142279,0x08,0x02
142385,0xE4,0x0F
142387,0xEC,0x7F
142388,0xF4,0xDF
142390,0xFC,0xDF
142748,0x30,0x08
142754,0x08,0x00
142766,0x29,0x45
142777,0x71,0x20
142785,0x79,0x1B
142804,0xF1,0x2F
142811,0xE9,0x7A
142818,0xF9,0x1C
142822,0x08,0x79
142834,0x2A,0x41
142845,0x72,0x22
142853,0x7A,0x1D
142872,0xF2,0x2F
142879,0xEA,0x7A
142886,0xFA,0x1C
142890,0x08,0x7A
142933,0xE4,0x08
142938,0x6C,0x13
142944,0xEC,0xD6
142957,0xF4,0x75
142963,0x7C,0x0D
142969,0xFC,0xD7
142974,0x08,0x7C
143473,0x30,0x0C
144194,0x30,0x10
144262,0x08,0x04
144916,0x30,0x18
145640,0x30,0x20
146361,0x30,0x24
146589,0xE4,0x0F
146590,0xEC,0x7F
146592,0xF4,0xDF
146593,0xFC,0xDF
147083,0x30,0x2C
147165,0x7C,0x12
147176,0xE4,0x08
147183,0xF4,0x75
147190,0xEC,0xD6
147198,0xFC,0xD7
147202,0x08,0x7C
148529,0x30,0x24
148597,0x08,0x04
149251,0x30,0x20
149976,0x30,0x18
150697,0x30,0x14
150921,0xE4,0x0F
150923,0xEC,0x7F
150924,0xF4,0xDF
150926,0xFC,0xDF
151420,0x30,0x0C
151513,0xE4,0x08
151520,0xF4,0x75
151527,0xEC,0xD6
151535,0xFC,0xD7
151539,0x08,0x7C
152141,0x30,0x08
152863,0x30,0x0C
152931,0x08,0x04
153589,0x30,0x10
154309,0x30,0x18
155033,0x30,0x1C
155257,0xE4,0x0F
155259,0xEC,0x7F
155260,0xF4,0xDF
155262,0xFC,0xDF
155756,0x30,0x24
155849,0xE4,0x08
155856,0xF4,0x75
155863,0xEC,0xD6
155871,0xFC,0xD7
155875,0x08,0x7C
156476,0x30,0x28
157201,0x30,0x2C
157269,0x08,0x04
157923,0x30,0x28
158644,0x30,0x20
159367,0x30,0x1C
159568,0xE0,0x0F
159569,0xE8,0x1F
159571,0xF0,0x0F
159572,0xF8,0x1F
159680,0xE4,0x0F
159681,0xEC,0x7F
159683,0xF4,0xDF
159684,0xFC,0xDF
160105,0xE0,0x02
160117,0xE8,0x02
160130,0xF0,0x13
160142,0xF8,0x13
160146,0x08,0x78
160220,0x6C,0x00
160224,0x7C,0x0D
160235,0xE4,0x08
160242,0xF4,0x75
160249,0xEC,0xD6
160257,0xFC,0xD7
160261,0x08,0x7C
160811,0x30,0x20
161534,0x30,0x28
162259,0x30,0x2C
162327,0x08,0x04
162981,0x30,0x28
163701,0x30,0x24
164425,0x30,0x1C
165146,0x30,0x18
165871,0x30,0x10
166592,0x30,0x0C
167317,0x30,0x08
168037,0x30,0x0C
168187,0xE0,0x0F
168188,0xE8,0x1F
168190,0xF0,0x0F
168191,0xF8,0x1F
168192,0x08,0x00
168300,0xE4,0x0F
168301,0xEC,0x7F
168303,0xF4,0xDF
168304,0xFC,0xDF
168759,0x28,0x58
168789,0xE0,0x02
168797,0xF0,0x13
168804,0xE8,0x02
168811,0xF8,0x13
168815,0x08,0x78
168888,0x6C,0x13
168892,0x7C,0x11
168903,0xE4,0x08
168910,0xF4,0x75
168917,0xEC,0xD6
168925,0xFC,0xD7
168929,0x08,0x7C
169482,0x30,0x20
170207,0x30,0x28
170275,0x08,0x04
170929,0x30,0x2C
171649,0x30,0x28
172373,0x30,0x24
172597,0xE4,0x0F
172599,0xEC,0x7F
172600,0xF4,0xDF
172602,0xFC,0xDF
173096,0x30,0x1C
173189,0xE4,0x08
173196,0xF4,0x75
173203,0xEC,0xD6
173211,0xFC,0xD7
173215,0x08,0x7C
173817,0x30,0x18
174539,0x30,0x10
174607,0x08,0x04
175265,0x30,0x0C
175986,0x30,0x08
176707,0x30,0x0C
176931,0xE4,0x0F
176933,0xEC,0x7F
176934,0xF4,0xDF
176936,0xFC,0xDF
177430,0x30,0x14
177523,0xE4,0x08
177530,0xF4,0x75
177537,0xEC,0xD6
177545,0xFC,0xD7
177549,0x08,0x7C
178152,0x30,0x18
178875,0x30,0x20
179599,0x30,0x24
180320,0x30,0x2C
181109,0x08,0x04
181766,0x30,0x24
182490,0x30,0x20
183211,0x30,0x18
183932,0x30,0x10
184656,0x30,0x0C
185377,0x30,0x08
185527,0xE0,0x0F
185528,0xE8,0x1F
185530,0xF0,0x0F
185531,0xF8,0x1F
185532,0x08,0x00
185640,0xE4,0x0F
185641,0xEC,0x7F
185643,0xF4,0xDF
185644,0xFC,0xDF
186101,0x28,0x5E
186131,0xE0,0x02
186139,0xF0,0x13
186146,0xE8,0x02
186153,0xF8,0x13
186157,0x08,0x78
186230,0x6C,0x00
186234,0x7C,0x0D
186245,0xE4,0x08
186252,0xF4,0x75
186259,0xEC,0xD6
186267,0xFC,0xD7
186271,0x08,0x7C
186824,0x30,0x20
187545,0x30,0x28
188269,0x30,0x2C
188337,0x08,0x04
188991,0x30,0x28
189715,0x30,0x24
190435,0x30,0x1C
191160,0x30,0x18
191880,0x30,0x10
192605,0x30,0x0C
193325,0x30,0x08
194050,0x30,0x0C
194291,0xE4,0x0F
194292,0xEC,0x7F
194294,0xF4,0xDF
194295,0xFC,0xDF
194773,0x30,0x14
194851,0x6C,0x13
194855,0x7C,0x12
194866,0xE4,0x08
194873,0xF4,0x75
194880,0xEC,0xD6
194888,0xFC,0xD7
194892,0x08,0x7C
195494,0x30,0x18
196215,0x30,0x20
196283,0x08,0x04
196940,0x30,0x24
197660,0x30,0x2C
198605,0xE4,0x0F
198607,0xEC,0x7F
198608,0xF4,0xDF
198610,0xFC,0xDF
199108,0x30,0x24
199201,0xE4,0x08
199208,0xF4,0x75
199215,0xEC,0xD6
199223,0xFC,0xD7
199227,0x08,0x7C
199828,0x30,0x20
200551,0x30,0x18
200619,0x08,0x04
201273,0x30,0x10
201998,0x30,0x0C
202718,0x30,0x08
202959,0xE4,0x0F
202960,0xEC,0x7F
202962,0xF4,0xDF
202963,0xFC,0xDF
203441,0x30,0x0C
203519,0x6C,0x00
203523,0x7C,0x0F
203534,0xE4,0x08
203541,0xF4,0x75
203548,0xEC,0xD6
203556,0xFC,0xD7
203560,0x08,0x7C
204165,0x30,0x14
204886,0x30,0x18
205611,0x30,0x20
205679,0x08,0x04
206332,0x30,0x24
207056,0x30,0x2C
208499,0x30,0x24
209224,0x30,0x20
209944,0x30,0x18
210669,0x30,0x14
211391,0x30,0x0C
211669,0xE4,0x0F
211670,0xEC,0x7F
211672,0xF4,0xDF
211673,0xFC,0xDF
212111,0x30,0x08
212117,0x08,0x00
212190,0x6C,0x13
212194,0x7C,0x0D
212205,0xE4,0x08
212212,0xF4,0x75
212219,0xEC,0xD6
212227,0xFC,0xD7
212231,0x08,0x7C
212834,0x30,0x0C
213559,0x30,0x10
213627,0x08,0x04
214281,0x30,0x18
215001,0x30,0x20
215724,0x30,0x24
215952,0xE4,0x0F
215954,0xEC,0x7F
215955,0xF4,0xDF
215957,0xFC,0xDF
216447,0x30,0x2C
216529,0x7C,0x12
216540,0xE4,0x08
216547,0xF4,0x75
216554,0xEC,0xD6
216562,0xFC,0xD7
216566,0x08,0x7C
217894,0x30,0x24
217962,0x08,0x04
218616,0x30,0x20
219337,0x30,0x18
220061,0x30,0x14
220285,0xE4,0x0F
220287,0xEC,0x7F
220288,0xF4,0xDF
220290,0xFC,0xDF
220784,0x30,0x0C
220877,0xE4,0x08
220884,0xF4,0x75
220891,0xEC,0xD6
220899,0xFC,0xD7
220903,0x08,0x7C
221505,0x30,0x08
222227,0x30,0x0C
222295,0x08,0x04
222949,0x30,0x10
223673,0x30,0x18
224394,0x30,0x1C
224618,0xE4,0x0F
224620,0xEC,0x7F
224621,0xF4,0xDF
224623,0xFC,0xDF
225117,0x30,0x24
225210,0xE4,0x08
225217,0xF4,0x75
225224,0xEC,0xD6
225232,0xFC,0xD7
225236,0x08,0x7C
225840,0x30,0x28
226562,0x30,0x2C
226630,0x08,0x04
227287,0x30,0x28
228008,0x30,0x20
228732,0x30,0x1C
228933,0xE0,0x0F
228934,0xE8,0x1F
228936,0xF0,0x0F
228937,0xF8,0x1F
229045,0xE4,0x0F
229046,0xEC,0x7F
229048,0xF4,0xDF
229049,0xFC,0xDF
229467,0xE0,0x02
229479,0xE8,0x02
229492,0xF0,0x13
229504,0xF8,0x13
229508,0x08,0x78
229582,0x6C,0x00
229586,0x7C,0x0D
229597,0xE4,0x08
229604,0xF4,0x75
229611,0xEC,0xD6
229619,0xFC,0xD7
229623,0x08,0x7C
230175,0x30,0x20
230899,0x30,0x28
231620,0x30,0x2C
231688,0x08,0x04
232342,0x30,0x28
233066,0x30,0x24
233787,0x30,0x1C
234511,0x30,0x18
235232,0x30,0x10
235957,0x30,0x0C
236678,0x30,0x08
237403,0x30,0x0C
237552,0xE0,0x0F
237554,0xE8,0x1F
237555,0xF0,0x0F
237557,0xF8,0x1F
237558,0x08,0x00
237666,0xE4,0x0F
237667,0xEC,0x7F
237669,0xF4,0xDF
237670,0xFC,0xDF
238124,0x28,0x58
238154,0xE0,0x02
238162,0xF0,0x13
238169,0xE8,0x02
238176,0xF8,0x13
238180,0x08,0x78
238253,0x6C,0x13
238257,0x7C,0x12
238268,0xE4,0x08
238275,0xF4,0x75
238282,0xEC,0xD6
238290,0xFC,0xD7
238294,0x08,0x7C
238847,0x30,0x20
239568,0x30,0x28
239636,0x08,0x04
240290,0x30,0x2C
241014,0x30,0x28
241735,0x30,0x24
241959,0xE4,0x0F
241961,0xEC,0x7F
241962,0xF4,0xDF
241964,0xFC,0xDF
242458,0x30,0x1C
242551,0xE4,0x08
242558,0xF4,0x75
242565,0xEC,0xD6
242573,0xFC,0xD7
242577,0x08,0x7C
243180,0x30,0x18
243905,0x30,0x10
243973,0x08,0x04
244627,0x30,0x0C
245348,0x30,0x08
246073,0x30,0x0C
246297,0xE4,0x0F
246299,0xEC,0x7F
246300,0xF4,0xDF
246302,0xFC,0xDF
246793,0x30,0x14
246886,0xE4,0x08
246893,0xF4,0x75
246900,0xEC,0xD6
246908,0xFC,0xD7
246912,0x08,0x7C
247517,0x30,0x18
248238,0x30,0x20
