sample,address_hex,value_hex
4165,0x42,0x3A
4168,0x62,0x00
4169,0x82,0x1F
4171,0xA2,0x01
4172,0xC2,0x40
4176,0x4A,0x2F
4179,0x6A,0x27
4181,0x8A,0x9F
4182,0xAA,0x1A
4184,0xCA,0x95
4185,0xEA,0x01
4188,0x52,0x11
4192,0x72,0x2F
4193,0x92,0xD8
4195,0xB2,0x01
4196,0xD2,0x5F
4198,0xF2,0x01
4201,0x5A,0x73
4204,0x7A,0x0E
4206,0x9A,0xDF
4207,0xBA,0x05
4209,0xDA,0x49
4210,0xFA,0x01
4215,0x08,0x7A
4270,0x2C,0x4E
4272,0x34,0x1C
4274,0x24,0xF9
4277,0x44,0x3A
4280,0x64,0x00
4282,0x84,0x1F
4283,0xA4,0x01
4285,0xC4,0x40
4288,0x4C,0x2F
4292,0x6C,0x27
4293,0x8C,0x9F
4295,0xAC,0x1A
4296,0xCC,0x95
4298,0xEC,0x01
4301,0x54,0x11
4304,0x74,0x2F
4306,0x94,0xD8
4307,0xB4,0x01
4309,0xD4,0x5F
4310,0xF4,0x01
4313,0x5C,0x73
4316,0x7C,0x09
4318,0x9C,0xDF
4319,0xBC,0x05
4321,0xDC,0x49
4322,0xFC,0x01
4327,0x08,0x7C
8363,0x08,0x00
8426,0x08,0x04
9099,0x08,0x01
9116,0x08,0x02
10678,0xE8,0x0F
10679,0xF0,0x0F
10681,0xF8,0x0F
10727,0xE9,0x0F
10728,0xF1,0x0F
10730,0xF9,0x0F
10776,0xEA,0x0F
10777,0xF2,0x0F
10779,0xFA,0x0F
10833,0xEC,0x0F
10834,0xF4,0x0F
10836,0xFC,0x0F
11283,0xF0,0x01
11290,0xE8,0x01
11298,0xF8,0x01
11302,0x08,0x78
11350,0xF1,0x01
11357,0xE9,0x01
11365,0xF9,0x01
11369,0x08,0x79
11417,0xF2,0x01
11424,0xEA,0x01
11432,0xFA,0x01
11436,0x08,0x7A
11500,0xF4,0x01
11507,0xEC,0x01
11515,0xFC,0x01
11519,0x08,0x7C
14382,0xE3,0xEF
14384,0xEB,0x0F
14385,0xF3,0x0F
14387,0xFB,0x0F
14487,0xE5,0xEF
14489,0xED,0x0F
14490,0xF5,0x0F
14492,0xFD,0x0F
14907,0x2B,0x4D
14909,0x33,0xE0
14911,0x23,0xF9
14915,0x43,0x3A
14918,0x63,0x00
14919,0x83,0x1F
14921,0xA3,0x01
14922,0xC3,0x40
14926,0x4B,0x2F
14929,0x6B,0x27
14931,0x8B,0x9F
14932,0xAB,0x1A
14934,0xCB,0x95
14935,0xEB,0x01
14938,0x53,0x11
14942,0x73,0x2F
14943,0x93,0xD8
14945,0xB3,0x01
14946,0xD3,0x5F
14948,0xF3,0x01
14951,0x5B,0x73
14954,0x7B,0x16
14956,0x9B,0xDF
14957,0xBB,0x05
14959,0xDB,0x49
14960,0xFB,0x01
14965,0x08,0x7B
14992,0x2D,0x49
14994,0x35,0xE0
14996,0x25,0xF9
14999,0x45,0x3A
15002,0x65,0x00
15004,0x85,0x1F
15005,0xA5,0x01
15007,0xC5,0x40
15010,0x4D,0x2F
15014,0x6D,0x27
15015,0x8D,0x9F
15017,0xAD,0x1A
15018,0xCD,0x95
15020,0xED,0x01
15023,0x55,0x11
15026,0x75,0x2F
15028,0x95,0xD8
15029,0xB5,0x01
15031,0xD5,0x5F
15032,0xF5,0x01
15035,0x5D,0x73
15038,0x7D,0x17
15040,0x9D,0xDF
15041,0xBD,0x05
15043,0xDD,0x49
15044,0xFD,0x01
15049,0x08,0x7D
15589,0x08,0x00
15652,0x08,0x04
16325,0x08,0x01
16342,0x08,0x02
17902,0xE8,0x0F
17903,0xF0,0x0F
17905,0xF8,0x0F
17951,0xE9,0x0F
17952,0xF1,0x0F
17954,0xF9,0x0F
18000,0xEA,0x0F
18001,0xF2,0x0F
18003,0xFA,0x0F
18058,0xEC,0x0F
18059,0xF4,0x0F
18061,0xFC,0x0F
18509,0xF0,0x01
18516,0xE8,0x01
18524,0xF8,0x01
18528,0x08,0x78
18576,0xF1,0x01
18583,0xE9,0x01
18591,0xF9,0x01
18595,0x08,0x79
18643,0xF2,0x01
18650,0xEA,0x01
18658,0xFA,0x01
18662,0x08,0x7A
18726,0xF4,0x01
18733,0xEC,0x01
18741,0xFC,0x01
18745,0x08,0x7C
20692,0x08,0x03
20724,0x08,0x05
21569,0xEB,0x0F
21570,0xF3,0x0F
21572,0xFB,0x0F
21634,0xED,0x0F
21635,0xF5,0x0F
21637,0xFD,0x0F
22170,0xF3,0x01
22177,0xEB,0x01
22185,0xFB,0x01
22189,0x08,0x7B
22253,0xF5,0x01
22260,0xED,0x01
22268,0xFD,0x01
22272,0x08,0x7D
22812,0x08,0x00
22875,0x08,0x04
23552,0x08,0x01
23569,0x08,0x02
25129,0xE8,0x0F
25130,0xF0,0x0F
25132,0xF8,0x0F
25178,0xE9,0x0F
25179,0xF1,0x0F
25181,0xF9,0x0F
25227,0xEA,0x0F
25228,0xF2,0x0F
25230,0xFA,0x0F
25285,0xEC,0x0F
25286,0xF4,0x0F
25288,0xFC,0x0F
25698,0x28,0x4C
25735,0xF0,0x01
25742,0xE8,0x01
25750,0xF8,0x01
25754,0x08,0x78
25765,0x29,0x4E
25802,0xF1,0x01
25809,0xE9,0x01
25817,0xF9,0x01
25821,0x08,0x79
25832,0x2A,0x4A
25869,0xF2,0x01
25876,0xEA,0x01
25884,0xFA,0x01
25888,0x08,0x7A
25915,0x2C,0x50
25952,0xF4,0x01
25959,0xEC,0x01
25967,0xFC,0x01
25971,0x08,0x7C
27918,0x08,0x03
27950,0x08,0x05
28794,0xEB,0x0F
28795,0xF3,0x0F
28797,0xFB,0x0F
28859,0xED,0x0F
28860,0xF5,0x0F
28862,0xFD,0x0F
29396,0xF3,0x01
29403,0xEB,0x01
29411,0xFB,0x01
29415,0x08,0x7B
29479,0xF5,0x01
29486,0xED,0x01
29494,0xFD,0x01
29498,0x08,0x7D
30037,0x08,0x00
30100,0x08,0x04
30777,0x08,0x01
30794,0x08,0x02
32355,0xE8,0x0F
32356,0xF0,0x0F
32358,0xF8,0x0F
32404,0xE9,0x0F
32405,0xF1,0x0F
32407,0xF9,0x0F
32453,0xEA,0x0F
32454,0xF2,0x0F
32456,0xFA,0x0F
32511,0xEC,0x0F
32512,0xF4,0x0F
32514,0xFC,0x0F
32961,0xF0,0x01
32968,0xE8,0x01
32976,0xF8,0x01
32980,0x08,0x78
33028,0xF1,0x01
33035,0xE9,0x01
33043,0xF9,0x01
33047,0x08,0x79
33095,0xF2,0x01
33102,0xEA,0x01
33110,0xFA,0x01
33114,0x08,0x7A
33178,0xF4,0x01
33185,0xEC,0x01
33193,0xFC,0x01
33197,0x08,0x7C
35141,0x08,0x03
35173,0x08,0x05
36020,0xEB,0x0F
36021,0xF3,0x0F
36023,0xFB,0x0F
36085,0xED,0x0F
36086,0xF5,0x0F
36088,0xFD,0x0F
36581,0x2B,0x4E
36618,0xF3,0x01
36625,0xEB,0x01
36633,0xFB,0x01
36637,0x08,0x7B
36664,0x2D,0x4A
36701,0xF5,0x01
36708,0xED,0x01
36716,0xFD,0x01
36720,0x08,0x7D
37263,0x08,0x00
37326,0x08,0x04
38003,0x08,0x01
38020,0x08,0x02
39580,0xE8,0x0F
39581,0xF0,0x0F
39583,0xF8,0x0F
39629,0xE9,0x0F
39630,0xF1,0x0F
39632,0xF9,0x0F
39678,0xEA,0x0F
39679,0xF2,0x0F
39681,0xFA,0x0F
39736,0xEC,0x0F
39737,0xF4,0x0F
39739,0xFC,0x0F
40149,0x28,0x48
40186,0xF0,0x01
40193,0xE8,0x01
40201,0xF8,0x01
40205,0x08,0x78
40216,0x29,0x4A
40253,0xF1,0x01
40260,0xE9,0x01
40268,0xF9,0x01
40272,0x08,0x79
40283,0x2A,0x46
40320,0xF2,0x01
40327,0xEA,0x01
40335,0xFA,0x01
40339,0x08,0x7A
40366,0x2C,0x4C
40403,0xF4,0x01
40410,0xEC,0x01
40418,0xFC,0x01
40422,0x08,0x7C
42369,0x08,0x03
42401,0x08,0x05
43245,0xEB,0x0F
43246,0xF3,0x0F
43248,0xFB,0x0F
43310,0xED,0x0F
43311,0xF5,0x0F
43313,0xFD,0x0F
43844,0xF3,0x01
43851,0xEB,0x01
43859,0xFB,0x01
43863,0x08,0x7B
43927,0xF5,0x01
43934,0xED,0x01
43942,0xFD,0x01
43946,0x08,0x7D
44488,0x08,0x00
44551,0x08,0x04
45228,0x08,0x01
45245,0x08,0x02
49592,0x08,0x03
49624,0x08,0x05
50471,0xEB,0x0F
50472,0xF3,0x0F
50474,0xFB,0x0F
50536,0xED,0x0F
50537,0xF5,0x0F
50539,0xFD,0x0F
51032,0x2B,0x4A
51069,0xF3,0x01
51076,0xEB,0x01
51084,0xFB,0x01
51088,0x08,0x7B
51115,0x2D,0x46
51152,0xF5,0x01
51159,0xED,0x01
51167,0xFD,0x01
51171,0x08,0x7D
56818,0x08,0x03
56850,0x08,0x05
77272,0xE5,0x0F
77274,0xED,0x7F
77275,0xF5,0xDF
77277,0xFD,0xDF
77796,0x2D,0x11
77798,0x35,0x1C
77800,0x25,0xE2
77804,0x45,0x01
77807,0x65,0x05
77808,0x85,0x9F
77811,0xC5,0x02
77813,0xE5,0x08
77815,0x4D,0x22
77818,0x6D,0x13
77820,0x8D,0x1F
77821,0xAD,0x01
77823,0xCD,0x03
77824,0xED,0xD6
77827,0x55,0x13
77831,0x75,0x27
77832,0x95,0x5F
77834,0xB5,0x00
77835,0xD5,0x03
77837,0xF5,0x75
77840,0x5D,0x01
77843,0x7D,0x2D
77845,0x9D,0x1F
77846,0xBD,0x02
77848,0xDD,0x00
77849,0xFD,0xD7
77854,0x08,0x7D
78527,0x08,0x05
81569,0xE5,0x0F
81570,0xED,0x7F
81572,0xF5,0xDF
81573,0xFD,0xDF
82152,0x7D,0x32
82163,0xE5,0x08
82170,0xF5,0x75
82177,0xED,0xD6
82185,0xFD,0xD7
82189,0x08,0x7D
82861,0x08,0x05
85898,0xE5,0x0F
85900,0xED,0x7F
85901,0xF5,0xDF
85903,0xFD,0xDF
86497,0xE5,0x08
86504,0xF5,0x75
86511,0xED,0xD6
86519,0xFD,0xD7
86523,0x08,0x7D
87195,0x08,0x05
90233,0xE5,0x0F
90235,0xED,0x7F
90236,0xF5,0xDF
90238,0xFD,0xDF
90835,0xE5,0x08
90842,0xF5,0x75
90849,0xED,0xD6
90857,0xFD,0xD7
90861,0x08,0x7D
91530,0x08,0x05
94575,0xE5,0x0F
94576,0xED,0x7F
94578,0xF5,0xDF
94579,0xFD,0xDF
95158,0x7D,0x2A
95169,0xE5,0x08
95176,0xF5,0x75
95183,0xED,0xD6
95191,0xFD,0xD7
95195,0x08,0x7D
95867,0x08,0x05
98909,0xE5,0x0F
98910,0xED,0x7F
98912,0xF5,0xDF
98913,0xFD,0xDF
99492,0x7D,0x2F
99503,0xE5,0x08
99510,0xF5,0x75
99517,0xED,0xD6
99525,0xFD,0xD7
99529,0x08,0x7D
100201,0x08,0x05
103238,0xE5,0x0F
103240,0xED,0x7F
103241,0xF5,0xDF
103243,0xFD,0xDF
103841,0xE5,0x08
103848,0xF5,0x75
103855,0xED,0xD6
103863,0xFD,0xD7
103867,0x08,0x7D
104536,0x08,0x05
107576,0xE5,0x0F
107578,0xED,0x7F
107579,0xF5,0xDF
107581,0xFD,0xDF
108175,0xE5,0x08
108182,0xF5,0x75
108189,0xED,0xD6
108197,0xFD,0xD7
108201,0x08,0x7D
108873,0x08,0x05
111914,0xE5,0x0F
111915,0xED,0x7F
111917,0xF5,0xDF
111918,0xFD,0xDF
112497,0x7D,0x27
112508,0xE5,0x08
112515,0xF5,0x75
112522,0xED,0xD6
112530,0xFD,0xD7
112534,0x08,0x7D
113206,0x08,0x05
116249,0xE5,0x0F
116251,0xED,0x7F
116252,0xF5,0xDF
116254,0xFD,0xDF
116833,0x7D,0x2C
116844,0xE5,0x08
116851,0xF5,0x75
116858,0xED,0xD6
116866,0xFD,0xD7
116870,0x08,0x7D
117542,0x08,0x05
120579,0xE5,0x0F
120581,0xED,0x7F
120582,0xF5,0xDF
120584,0xFD,0xDF
121182,0xE5,0x08
121189,0xF5,0x75
121196,0xED,0xD6
121204,0xFD,0xD7
121208,0x08,0x7D
121876,0x08,0x05
124914,0xE5,0x0F
124916,0xED,0x7F
124917,0xF5,0xDF
124919,0xFD,0xDF
125517,0xE5,0x08
125524,0xF5,0x75
125531,0xED,0xD6
125539,0xFD,0xD7
125543,0x08,0x7D
126214,0x08,0x05
129253,0xE5,0x0F
129255,0xED,0x7F
129256,0xF5,0xDF
129258,0xFD,0xDF
129841,0x7D,0x24
129852,0xE5,0x08
129859,0xF5,0x75
129866,0xED,0xD6
129874,0xFD,0xD7
129878,0x08,0x7D
130548,0x08,0x05
133589,0xE5,0x0F
133591,0xED,0x7F
133592,0xF5,0xDF
133594,0xFD,0xDF
134173,0x7D,0x29
134184,0xE5,0x08
134191,0xF5,0x75
134198,0xED,0xD6
134206,0xFD,0xD7
134210,0x08,0x7D
134883,0x08,0x05
137919,0xE5,0x0F
137921,0xED,0x7F
137922,0xF5,0xDF
137924,0xFD,0xDF
138522,0xE5,0x08
138529,0xF5,0x75
138536,0xED,0xD6
138544,0xFD,0xD7
138548,0x08,0x7D
139218,0x08,0x05
142345,0xE4,0x1F
142346,0xEC,0x2F
142348,0xF4,0x1F
142349,0xFC,0x0F
142386,0xE5,0x0F
142388,0xED,0x7F
142389,0xF5,0xDF
142391,0xFD,0xDF
142816,0x2C,0x21
142823,0x44,0x02
142826,0x64,0x75
142828,0x84,0x12
142829,0xA4,0x0A
142831,0xC4,0x0A
142832,0xE4,0x18
142834,0x4C,0x13
142838,0x6C,0x1F
142839,0x8C,0x12
142841,0xAC,0x08
142842,0xCC,0x06
142844,0xEC,0x17
142847,0x54,0x00
142850,0x74,0x0A
142852,0x94,0x12
142853,0xB4,0x09
142855,0xD4,0x07
142856,0xF4,0x27
142859,0x5C,0x01
142862,0x7C,0x23
142864,0x9C,0x5A
142865,0xBC,0x0A
142867,0xDC,0x05
142868,0xFC,0x06
142873,0x08,0x7C
142915,0xE5,0x08
142922,0xF5,0x75
142929,0xED,0xD6
142937,0xFD,0xD7
142941,0x08,0x7D
143553,0x08,0x05
144262,0x08,0x04
146579,0xE4,0x1F
146580,0xEC,0x2F
146582,0xF4,0x1F
146583,0xFC,0x0F
146625,0xE5,0x0F
146627,0xED,0x7F
146628,0xF5,0xDF
146630,0xFD,0xDF
147146,0x2C,0x1E
147165,0x7C,0x26
147176,0xE4,0x18
147183,0xF4,0x27
147190,0xEC,0x17
147198,0xFC,0x06
147202,0x08,0x7C
147213,0x2D,0x0E
147232,0x7D,0x21
147243,0xE5,0x08
147250,0xF5,0x75
147257,0xED,0xD6
147265,0xFD,0xD7
147269,0x08,0x7D
147889,0x08,0x05
148595,0x08,0x04
150910,0xE4,0x1F
150912,0xEC,0x2F
150913,0xF4,0x1F
150915,0xFC,0x0F
150952,0xE5,0x0F
150954,0xED,0x7F
150955,0xF5,0xDF
150957,0xFD,0xDF
151481,0x2C,0x21
151511,0xE4,0x18
151518,0xF4,0x27
151525,0xEC,0x17
151533,0xFC,0x06
151537,0x08,0x7C
151548,0x2D,0x11
151578,0xE5,0x08
151585,0xF5,0x75
151592,0xED,0xD6
151600,0xFD,0xD7
151604,0x08,0x7D
152224,0x08,0x05
152933,0x08,0x04
155245,0xE4,0x1F
155247,0xEC,0x2F
155248,0xF4,0x1F
155250,0xFC,0x0F
155287,0xE5,0x0F
155289,0xED,0x7F
155290,0xF5,0xDF
155292,0xFD,0xDF
155816,0x2C,0x1E
155846,0xE4,0x18
155853,0xF4,0x27
155860,0xEC,0x17
155868,0xFC,0x06
155872,0x08,0x7C
155883,0x2D,0x0E
155913,0xE5,0x08
155920,0xF5,0x75
155927,0xED,0xD6
155935,0xFD,0xD7
155939,0x08,0x7D
156559,0x08,0x05
157268,0x08,0x04
159585,0xE4,0x1F
159586,0xEC,0x2F
159588,0xF4,0x1F
159589,0xFC,0x0F
159631,0xE5,0x0F
159633,0xED,0x7F
159634,0xF5,0xDF
159636,0xFD,0xDF
160151,0x2C,0x21
160170,0x7C,0x1D
160181,0xE4,0x18
160188,0xF4,0x27
160195,0xEC,0x17
160203,0xFC,0x06
160207,0x08,0x7C
160218,0x2D,0x11
160237,0x7D,0x1E
160248,0xE5,0x08
160255,0xF5,0x75
160262,0xED,0xD6
160270,0xFD,0xD7
160274,0x08,0x7D
160894,0x08,0x05
161603,0x08,0x04
163920,0xE4,0x1F
163921,0xEC,0x2F
163923,0xF4,0x1F
163924,0xFC,0x0F
163966,0xE5,0x0F
163968,0xED,0x7F
163969,0xF5,0xDF
163971,0xFD,0xDF
164487,0x2C,0x1E
164506,0x7C,0x22
164517,0xE4,0x18
164524,0xF4,0x27
164531,0xEC,0x17
164539,0xFC,0x06
164543,0x08,0x7C
164554,0x2D,0x0E
164573,0x7D,0x23
164584,0xE5,0x08
164591,0xF5,0x75
164598,0xED,0xD6
164606,0xFD,0xD7
164610,0x08,0x7D
165230,0x08,0x05
165936,0x08,0x04
168250,0xE4,0x1F
168252,0xEC,0x2F
168253,0xF4,0x1F
168255,0xFC,0x0F
168292,0xE5,0x0F
168294,0xED,0x7F
168295,0xF5,0xDF
168297,0xFD,0xDF
168821,0x2C,0x21
168851,0xE4,0x18
168858,0xF4,0x27
168865,0xEC,0x17
168873,0xFC,0x06
168877,0x08,0x7C
168888,0x2D,0x11
168918,0xE5,0x08
168925,0xF5,0x75
168932,0xED,0xD6
168940,0xFD,0xD7
168944,0x08,0x7D
169564,0x08,0x05
170273,0x08,0x04
172586,0xE4,0x1F
172588,0xEC,0x2F
172589,0xF4,0x1F
172591,0xFC,0x0F
172628,0xE5,0x0F
172630,0xED,0x7F
172631,0xF5,0xDF
172633,0xFD,0xDF
173157,0x2C,0x1E
173187,0xE4,0x18
173194,0xF4,0x27
173201,0xEC,0x17
173209,0xFC,0x06
173213,0x08,0x7C
173224,0x2D,0x0E
173254,0xE5,0x08
173261,0xF5,0x75
173268,0xED,0xD6
173276,0xFD,0xD7
173280,0x08,0x7D
173900,0x08,0x05
174609,0x08,0x04
176926,0xE4,0x1F
176927,0xEC,0x2F
176929,0xF4,0x1F
176930,0xFC,0x0F
176972,0xE5,0x0F
176974,0xED,0x7F
176975,0xF5,0xDF
176977,0xFD,0xDF
177493,0x2C,0x21
177512,0x7C,0x1B
177523,0xE4,0x18
177530,0xF4,0x27
177537,0xEC,0x17
177545,0xFC,0x06
177549,0x08,0x7C
177560,0x2D,0x11
177579,0x7D,0x1B
177590,0xE5,0x08
177597,0xF5,0x75
177604,0xED,0xD6
177612,0xFD,0xD7
177616,0x08,0x7D
178236,0x08,0x05
178941,0x08,0x04
181261,0xE4,0x1F
181262,0xEC,0x2F
181264,0xF4,0x1F
181265,0xFC,0x0F
181307,0xE5,0x0F
181309,0xED,0x7F
181310,0xF5,0xDF
181312,0xFD,0xDF
181828,0x2C,0x1E
181847,0x7C,0x1E
181858,0xE4,0x18
181865,0xF4,0x27
181872,0xEC,0x17
181880,0xFC,0x06
181884,0x08,0x7C
181895,0x2D,0x0E
181914,0x7D,0x20
181925,0xE5,0x08
181932,0xF5,0x75
181939,0xED,0xD6
181947,0xFD,0xD7
181951,0x08,0x7D
182571,0x08,0x05
183278,0x08,0x04
185590,0xE4,0x1F
185592,0xEC,0x2F
185593,0xF4,0x1F
185595,0xFC,0x0F
185632,0xE5,0x0F
185634,0xED,0x7F
185635,0xF5,0xDF
185637,0xFD,0xDF
186162,0x2C,0x21
186192,0xE4,0x18
186199,0xF4,0x27
186206,0xEC,0x17
186214,0xFC,0x06
186218,0x08,0x7C
186229,0x2D,0x11
186259,0xE5,0x08
186266,0xF5,0x75
186273,0xED,0xD6
186281,0xFD,0xD7
186285,0x08,0x7D
186904,0x08,0x05
187612,0x08,0x04
189928,0xE4,0x1F
189930,0xEC,0x2F
189931,0xF4,0x1F
189933,0xFC,0x0F
189970,0xE5,0x0F
189972,0xED,0x7F
189973,0xF5,0xDF
189975,0xFD,0xDF
190499,0x2C,0x1E
190529,0xE4,0x18
190536,0xF4,0x27
190543,0xEC,0x17
190551,0xFC,0x06
190555,0x08,0x7C
190566,0x2D,0x0E
190596,0xE5,0x08
190603,0xF5,0x75
190610,0xED,0xD6
190618,0xFD,0xD7
190622,0x08,0x7D
191242,0x08,0x05
191949,0x08,0x04
194267,0xE4,0x1F
194268,0xEC,0x2F
194270,0xF4,0x1F
194271,0xFC,0x0F
194313,0xE5,0x0F
194315,0xED,0x7F
194316,0xF5,0xDF
194318,0xFD,0xDF
194834,0x2C,0x21
194853,0x7C,0x16
194864,0xE4,0x18
194871,0xF4,0x27
194878,0xEC,0x17
194886,0xFC,0x06
194890,0x08,0x7C
194901,0x2D,0x11
194920,0x7D,0x18
194931,0xE5,0x08
194938,0xF5,0x75
194945,0xED,0xD6
194953,0xFD,0xD7
194957,0x08,0x7D
195576,0x08,0x05
196283,0x08,0x04
198602,0xE4,0x1F
198603,0xEC,0x2F
198605,0xF4,0x1F
198606,0xFC,0x0F
198648,0xE5,0x0F
198650,0xED,0x7F
198651,0xF5,0xDF
198653,0xFD,0xDF
199169,0x2C,0x1E
199188,0x7C,0x23
199199,0xE4,0x18
199206,0xF4,0x27
199213,0xEC,0x17
199221,0xFC,0x06
199225,0x08,0x7C
199236,0x2D,0x0E
199255,0x7D,0x1D
199266,0xE5,0x08
199273,0xF5,0x75
199280,0xED,0xD6
199288,0xFD,0xD7
199292,0x08,0x7D
199910,0x08,0x05
200617,0x08,0x04
202937,0xE4,0x1F
202939,0xEC,0x2F
202940,0xF4,0x1F
202942,0xFC,0x0F
202984,0xE5,0x0F
202985,0xED,0x7F
202987,0xF5,0xDF
202988,0xFD,0xDF
203505,0x2C,0x22
203524,0x7C,0x13
203535,0xE4,0x18
203542,0xF4,0x27
203549,0xEC,0x17
203557,0xFC,0x06
203561,0x08,0x7C
203572,0x2D,0x12
203591,0x7D,0x13
203602,0xE5,0x08
203609,0xF5,0x75
203616,0xED,0xD6
203624,0xFD,0xD7
203628,0x08,0x7D
204246,0x08,0x05
204953,0x08,0x04
207265,0xE4,0x1F
207267,0xEC,0x2F
207268,0xF4,0x1F
207270,0xFC,0x0F
207307,0xE5,0x0F
207309,0xED,0x7F
207310,0xF5,0xDF
207312,0xFD,0xDF
207840,0x2C,0x1E
207870,0xE4,0x18
207877,0xF4,0x27
207884,0xEC,0x17
207892,0xFC,0x06
207896,0x08,0x7C
207907,0x2D,0x0E
207937,0xE5,0x08
207944,0xF5,0x75
207951,0xED,0xD6
207959,0xFD,0xD7
207963,0x08,0x7D
208581,0x08,0x05
209288,0x08,0x04
211668,0xE4,0x1F
211669,0xEC,0x2F
211671,0xF4,0x1F
211672,0xFC,0x0F
211714,0xE5,0x0F
211716,0xED,0x7F
211717,0xF5,0xDF
211719,0xFD,0xDF
212181,0x2C,0x21
212199,0x7C,0x11
212210,0xE4,0x18
212217,0xF4,0x27
212224,0xEC,0x17
212232,0xFC,0x06
212236,0x08,0x7C
212247,0x2D,0x11
212266,0x7D,0x15
212277,0xE5,0x08
212284,0xF5,0x75
212291,0xED,0xD6
212299,0xFD,0xD7
212303,0x08,0x7D
212916,0x08,0x05
213624,0x08,0x04
215943,0xE4,0x1F
215944,0xEC,0x2F
215946,0xF4,0x1F
215947,0xFC,0x0F
215989,0xE5,0x0F
215991,0xED,0x7F
215992,0xF5,0xDF
215994,0xFD,0xDF
216510,0x2C,0x1E
216529,0x7C,0x14
216540,0xE4,0x18
216547,0xF4,0x27
216554,0xEC,0x17
216562,0xFC,0x06
216566,0x08,0x7C
216577,0x2D,0x0E
216596,0x7D,0x1A
216607,0xE5,0x08
216614,0xF5,0x75
216621,0xED,0xD6
216629,0xFD,0xD7
216633,0x08,0x7D
217253,0x08,0x05
217958,0x08,0x04
220273,0xE4,0x1F
220275,0xEC,0x2F
220276,0xF4,0x1F
220278,0xFC,0x0F
