sample,address_hex,value_hex
4207,0x08,0x78
4262,0x2A,0x38
4264,0x32,0x1C
4266,0x22,0xF9
4269,0x42,0x12
4272,0x62,0x3F
4274,0x82,0x0D
4275,0xA2,0x01
4277,0xC2,0x02
4278,0xE2,0x73
4280,0x4A,0x28
4284,0x6A,0x22
4285,0x8A,0x10
4287,0xAA,0x01
4288,0xCA,0x02
4290,0xEA,0x84
4293,0x52,0x34
4296,0x72,0x1F
4298,0x92,0x11
4299,0xB2,0x01
4301,0xD2,0x02
4302,0xF2,0x63
4305,0x5A,0x16
4308,0x7A,0x20
4310,0x9A,0x13
4311,0xBA,0x01
4313,0xDA,0x02
4314,0xFA,0x08
4319,0x08,0x7A
4330,0x2B,0x1E
4332,0x33,0x1C
4334,0x23,0xF9
4338,0x43,0x12
4341,0x63,0x3F
4342,0x83,0x0D
4344,0xA3,0x01
4345,0xC3,0x02
4347,0xE3,0x73
4349,0x4B,0x28
4352,0x6B,0x22
4354,0x8B,0x10
4355,0xAB,0x01
4357,0xCB,0x02
4358,0xEB,0x84
4361,0x53,0x34
4365,0x73,0x1F
4366,0x93,0x11
4368,0xB3,0x01
4369,0xD3,0x02
4371,0xF3,0x63
4374,0x5B,0x16
4377,0x7B,0x20
4379,0x9B,0x13
4380,0xBB,0x01
4382,0xDB,0x02
4383,0xFB,0x08
4388,0x08,0x7B
4443,0x2D,0x36
4445,0x35,0xD4
4447,0x25,0xF9
4450,0x45,0x12
4453,0x65,0x3F
4455,0x85,0x0D
4456,0xA5,0x01
4458,0xC5,0x02
4459,0xE5,0x73
4461,0x4D,0x28
4465,0x6D,0x22
4466,0x8D,0x10
4468,0xAD,0x01
4469,0xCD,0x02
4471,0xED,0x84
4474,0x55,0x34
4477,0x75,0x1F
4479,0x95,0x11
4480,0xB5,0x01
4482,0xD5,0x02
4483,0xF5,0x63
4486,0x5D,0x16
4489,0x7D,0x22
4491,0x9D,0x13
4492,0xBD,0x01
4494,0xDD,0x02
4495,0xFD,0x08
4500,0x08,0x7D
4555,0x2F,0x3D
4557,0x37,0xD4
4559,0x27,0xF9
4562,0x47,0x12
4565,0x67,0x3F
4567,0x87,0x0D
4568,0xA7,0x01
4570,0xC7,0x02
4571,0xE7,0x73
4573,0x4F,0x28
4577,0x6F,0x22
4578,0x8F,0x10
4580,0xAF,0x01
4581,0xCF,0x02
4583,0xEF,0x84
4586,0x57,0x34
4589,0x77,0x1F
4591,0x97,0x11
4592,0xB7,0x01
4594,0xD7,0x02
4595,0xF7,0x63
4598,0x5F,0x16
4601,0x7F,0x23
4603,0x9F,0x13
4604,0xBF,0x01
4606,0xDF,0x02
4607,0xFF,0x08
4612,0x08,0x7F
4823,0x30,0x3C
4856,0x32,0x3C
4873,0x33,0x3C
4905,0x35,0xF4
4938,0x37,0xF4
5467,0x30,0x5C
5500,0x32,0x5C
5517,0x33,0x5C
5549,0x2D,0x38
5551,0x35,0x14
5583,0x2F,0x3E
5586,0x37,0x14
5640,0x1B,0x80
5647,0x1B,0x40
5673,0x1B,0x80
5707,0xE1,0x7F
5709,0xE9,0x6F
5710,0xF1,0x8F
5712,0xF9,0x0F
5715,0x1B,0x40
6191,0x30,0x80
6207,0x29,0x3D
6209,0x31,0xD4
6211,0x21,0xF9
6214,0x41,0x12
6217,0x61,0x3F
6219,0x81,0x0D
6220,0xA1,0x01
6222,0xC1,0x02
6223,0xE1,0x73
6225,0x49,0x28
6229,0x69,0x22
6230,0x89,0x10
6232,0xA9,0x01
6233,0xC9,0x02
6235,0xE9,0x84
6238,0x51,0x34
6241,0x71,0x1F
6243,0x91,0x11
6244,0xB1,0x01
6246,0xD1,0x02
6247,0xF1,0x63
6250,0x59,0x16
6253,0x79,0x22
6255,0x99,0x13
6256,0xB9,0x01
6258,0xD9,0x02
6259,0xF9,0x08
6264,0x08,0x79
6277,0x32,0x80
6294,0x33,0x80
6326,0x35,0x38
6359,0x37,0x38
6490,0x1B,0x80
6497,0x1B,0x40
6523,0x1B,0x80
6557,0xE4,0x7F
6559,0xEC,0x6F
6560,0xF4,0x8F
6562,0xFC,0x0F
6565,0x1B,0x40
6911,0x30,0x70
6928,0x31,0xF4
6945,0x32,0x70
6962,0x33,0x70
6978,0x2C,0x3D
6980,0x34,0xDC
6982,0x24,0xF9
6985,0x44,0x12
6988,0x64,0x3F
6990,0x84,0x0D
6991,0xA4,0x01
6993,0xC4,0x02
6994,0xE4,0x73
6996,0x4C,0x28
7000,0x6C,0x22
7001,0x8C,0x10
7003,0xAC,0x01
7004,0xCC,0x02
7006,0xEC,0x84
7009,0x54,0x34
7012,0x74,0x1F
7014,0x94,0x11
7015,0xB4,0x01
7017,0xD4,0x02
7018,0xF4,0x63
7021,0x5C,0x16
7024,0x7C,0x22
7026,0x9C,0x13
7027,0xBC,0x01
7029,0xDC,0x02
7030,0xFC,0x08
7035,0x08,0x7C
7048,0x35,0x28
7080,0x37,0x28
7637,0x30,0x50
7653,0x29,0x3E
7656,0x31,0x14
7673,0x32,0x50
7690,0x33,0x50
7707,0x34,0xFC
7724,0x35,0x08
7756,0x37,0x08
8356,0x30,0x2C
8373,0x31,0x38
8390,0x32,0x2C
8407,0x33,0x2C
8424,0x2C,0x3E
8426,0x34,0x1C
8443,0x2D,0x36
8445,0x35,0xE4
8477,0x2F,0x3D
8479,0x37,0xE4
9081,0x30,0x0C
9098,0x31,0x28
9115,0x32,0x0C
9132,0x33,0x0C
9149,0x34,0x40
9166,0x35,0xC4
9199,0x37,0xC4
9803,0x28,0x3D
9805,0x30,0xE8
9822,0x31,0x08
9839,0x2A,0x36
9841,0x32,0xE8
9858,0x2B,0x1D
9860,0x33,0xE8
9877,0x34,0x30
9894,0x35,0xA0
9926,0x37,0xA0
10526,0x30,0xC8
10543,0x29,0x3D
10545,0x31,0xE4
10562,0x32,0xC8
10579,0x33,0xC8
10596,0x34,0x10
10613,0x35,0x80
10646,0x37,0x80
11249,0x30,0xB0
11266,0x31,0xC4
11283,0x32,0xB0
11300,0x33,0xB0
11317,0x2C,0x3D
11319,0x34,0xEC
11336,0x35,0x68
11369,0x37,0x68
11969,0x30,0xD4
11986,0x31,0xA0
12003,0x32,0xD4
12020,0x33,0xD4
12037,0x34,0xCC
12054,0x35,0x8C
12087,0x37,0x8C
12692,0x30,0xF4
12709,0x31,0x80
12726,0x32,0xF4
12743,0x33,0xF4
12760,0x34,0xA8
12777,0x35,0xAC
12810,0x37,0xAC
13414,0x28,0x3E
13416,0x30,0x14
13433,0x31,0x68
13450,0x2A,0x38
13452,0x32,0x14
13469,0x2B,0x1E
13471,0x33,0x14
13488,0x34,0x88
13505,0x35,0xCC
13537,0x37,0xCC
14137,0x30,0x38
14154,0x31,0x8C
14171,0x32,0x38
14188,0x33,0x38
14205,0x34,0x70
14222,0x35,0xF0
14255,0x37,0xF0
14862,0x30,0x58
14879,0x31,0xAC
14896,0x32,0x58
14913,0x33,0x58
14930,0x34,0x94
14947,0x2D,0x38
14949,0x35,0x10
14981,0x2F,0x3E
14984,0x37,0x10
15584,0x30,0x7C
15601,0x31,0xCC
15618,0x32,0x7C
15635,0x33,0x7C
15652,0x34,0xB4
15669,0x35,0x34
15702,0x37,0x34
16306,0x30,0x74
16323,0x31,0xF0
16340,0x32,0x74
16357,0x33,0x74
16374,0x34,0xD4
16391,0x35,0x2C
16424,0x37,0x2C
17027,0x30,0x50
17044,0x29,0x3E
17046,0x31,0x10
17063,0x32,0x50
17080,0x33,0x50
17097,0x34,0xF8
17114,0x35,0x08
17147,0x37,0x08
17751,0x30,0x30
17768,0x31,0x34
17785,0x32,0x30
17802,0x33,0x30
17819,0x2C,0x3E
17821,0x34,0x18
17838,0x2D,0x36
17840,0x35,0xE8
17872,0x2F,0x3D
17874,0x37,0xE8
18472,0x30,0x10
18489,0x31,0x2C
18506,0x32,0x10
18523,0x33,0x10
18540,0x34,0x3C
18557,0x35,0xC8
18590,0x37,0xC8
19194,0x28,0x3D
19196,0x30,0xEC
19213,0x31,0x08
19230,0x2A,0x36
19232,0x32,0xEC
19249,0x2B,0x1D
19251,0x33,0xEC
19268,0x34,0x34
19285,0x35,0xA4
19317,0x37,0xA4
19917,0x30,0xCC
19934,0x29,0x3D
19936,0x31,0xE8
19953,0x32,0xCC
19970,0x33,0xCC
19987,0x34,0x10
20004,0x35,0x84
20037,0x37,0x84
20640,0x30,0xAC
20657,0x31,0xC8
20674,0x32,0xAC
20691,0x33,0xAC
20708,0x2C,0x3D
20710,0x34,0xF0
20727,0x35,0x64
20760,0x37,0x64
21364,0x30,0xD0
21381,0x31,0xA4
21398,0x32,0xD0
21415,0x33,0xD0
21432,0x34,0xD0
21449,0x35,0x88
21482,0x37,0x88
22085,0x30,0xF0
22102,0x31,0x84
22119,0x32,0xF0
22136,0x33,0xF0
22153,0x34,0xAC
22170,0x35,0xA8
22202,0x37,0xA8
22807,0x28,0x3E
22809,0x30,0x14
22826,0x31,0x64
22843,0x2A,0x38
22845,0x32,0x14
22862,0x2B,0x1E
22864,0x33,0x14
22881,0x34,0x8C
22898,0x35,0xCC
22930,0x37,0xCC
23530,0x30,0x34
23547,0x31,0x88
23564,0x32,0x34
23581,0x33,0x34
23598,0x34,0x6C
23615,0x35,0xEC
23648,0x37,0xEC
24252,0x30,0x54
24269,0x31,0xA8
24286,0x32,0x54
24303,0x33,0x54
24320,0x34,0x90
24337,0x2D,0x38
24339,0x35,0x0C
24371,0x2F,0x3E
24374,0x37,0x0C
24976,0x30,0x78
24993,0x31,0xCC
25010,0x32,0x78
25027,0x33,0x78
25044,0x34,0xB0
25061,0x35,0x30
25094,0x37,0x30
25714,0x31,0xEC
25762,0x34,0xD4
26420,0x30,0x58
26437,0x29,0x3E
26439,0x31,0x0C
26456,0x32,0x58
26473,0x33,0x58
26490,0x34,0xF4
26507,0x35,0x10
26540,0x37,0x10
27144,0x30,0x34
27161,0x31,0x30
27178,0x32,0x34
27195,0x33,0x34
27212,0x2C,0x3E
27214,0x34,0x14
27231,0x2D,0x36
27233,0x35,0xEC
27265,0x2F,0x3D
27267,0x37,0xEC
27865,0x30,0x14
27898,0x32,0x14
27915,0x33,0x14
27932,0x34,0x38
27949,0x35,0xCC
27981,0x37,0xCC
28587,0x28,0x3D
28590,0x30,0xF0
28607,0x31,0x10
28623,0x2A,0x36
28626,0x32,0xF0
28642,0x2B,0x1D
28645,0x33,0xF0
28677,0x35,0xA8
28710,0x37,0xA8
29310,0x30,0xD0
29327,0x29,0x3D
29329,0x31,0xEC
29346,0x32,0xD0
29363,0x33,0xD0
29380,0x34,0x18
29397,0x35,0x88
29430,0x37,0x88
30033,0x30,0xAC
30050,0x31,0xCC
30067,0x32,0xAC
30084,0x33,0xAC
30101,0x2C,0x3D
30103,0x34,0xF4
30120,0x35,0x64
30153,0x37,0x64
30757,0x30,0xCC
30774,0x31,0xA8
30791,0x32,0xCC
30808,0x33,0xCC
30825,0x34,0xD4
30842,0x35,0x84
30875,0x37,0x84
31478,0x30,0xEC
31495,0x31,0x88
31512,0x32,0xEC
31529,0x33,0xEC
31546,0x34,0xB0
31563,0x35,0xA4
31596,0x37,0xA4
32200,0x28,0x3E
32202,0x30,0x10
32219,0x31,0x64
32236,0x2A,0x38
32238,0x32,0x10
32255,0x2B,0x1E
32257,0x33,0x10
32274,0x34,0x90
32291,0x35,0xC8
32323,0x37,0xC8
32923,0x30,0x30
32940,0x31,0x84
32957,0x32,0x30
32974,0x33,0x30
32991,0x34,0x6C
33008,0x35,0xE8
33041,0x37,0xE8
33645,0x30,0x50
33662,0x31,0xA4
33679,0x32,0x50
33696,0x33,0x50
33713,0x34,0x8C
33730,0x2D,0x38
33732,0x35,0x08
33764,0x2F,0x3E
33767,0x37,0x08
34370,0x30,0x74
34387,0x31,0xC8
34404,0x32,0x74
34421,0x33,0x74
34438,0x34,0xAC
34455,0x35,0x2C
34488,0x37,0x2C
35090,0x30,0x7C
35107,0x31,0xE8
35124,0x32,0x7C
35141,0x33,0x7C
35158,0x34,0xD0
35175,0x35,0x34
35208,0x37,0x34
35814,0x30,0x58
35831,0x29,0x3E
35833,0x31,0x08
35850,0x32,0x58
35867,0x33,0x58
35884,0x34,0xF0
35901,0x35,0x10
35934,0x37,0x10
36538,0x30,0x38
36555,0x31,0x2C
36572,0x32,0x38
36589,0x33,0x38
36606,0x2C,0x3E
36608,0x34,0x10
36625,0x2D,0x36
36627,0x35,0xF0
36659,0x2F,0x3D
36661,0x37,0xF0
37258,0x30,0x18
37275,0x31,0x34
37292,0x32,0x18
37309,0x33,0x18
37326,0x34,0x34
37343,0x35,0xD0
37376,0x37,0xD0
37980,0x28,0x3D
37982,0x30,0xF4
37999,0x31,0x10
38016,0x2A,0x36
38018,0x32,0xF4
38035,0x2B,0x1D
38037,0x33,0xF4
38054,0x34,0x3C
38071,0x35,0xAC
38103,0x37,0xAC
38703,0x30,0xD4
38720,0x29,0x3D
38722,0x31,0xF0
38739,0x32,0xD4
38756,0x33,0xD4
38773,0x34,0x18
38790,0x35,0x8C
38823,0x37,0x8C
39427,0x30,0xB0
39444,0x31,0xD0
39461,0x32,0xB0
39478,0x33,0xB0
39494,0x2C,0x3D
39497,0x34,0xF8
39514,0x35,0x68
39546,0x37,0x68
40148,0x30,0xC8
40165,0x31,0xAC
40182,0x32,0xC8
40199,0x33,0xC8
40216,0x34,0xD8
40233,0x35,0x80
40266,0x37,0x80
40873,0x30,0xE8
40890,0x31,0x8C
40907,0x32,0xE8
40924,0x33,0xE8
40941,0x34,0xB4
40958,0x35,0xA0
40991,0x37,0xA0
41595,0x28,0x3E
41597,0x30,0x0C
41614,0x31,0x68
41631,0x2A,0x38
41633,0x32,0x0C
41650,0x2B,0x1E
41652,0x33,0x0C
41669,0x34,0x94
41686,0x35,0xC4
41718,0x37,0xC4
42317,0x30,0x2C
42334,0x31,0x80
42351,0x32,0x2C
42368,0x33,0x2C
42385,0x34,0x70
42402,0x35,0xE4
42435,0x37,0xE4
43038,0x30,0x50
43055,0x31,0xA0
43072,0x32,0x50
43089,0x33,0x50
43106,0x34,0x88
43123,0x2D,0x38
43125,0x35,0x08
43157,0x2F,0x3E
43160,0x37,0x08
43763,0x30,0x70
43780,0x31,0xC4
43797,0x32,0x70
43814,0x33,0x70
43831,0x34,0xA8
43848,0x35,0x28
43880,0x37,0x28
43909,0x1B,0x80
43921,0x1B,0x40
43974,0x1B,0x80
43985,0x1B,0x40
44013,0x1B,0x80
44024,0x1B,0x40
44078,0x1B,0x80
44089,0x1B,0x40
44132,0x1B,0x80
44144,0x1B,0x40
44483,0x30,0x80
44489,0x78,0x1D
44506,0x31,0xE4
44523,0x32,0x80
44529,0x7A,0x1D
44546,0x33,0x80
44552,0x7B,0x1D
44569,0x34,0xCC
44586,0x35,0x38
44592,0x7D,0x1F
44625,0x37,0x38
44631,0x7F,0x20
45206,0x30,0x5C
45223,0x29,0x3E
45225,0x31,0x08
45242,0x32,0x5C
45259,0x33,0x5C
45276,0x34,0xEC
45293,0x35,0x14
45326,0x37,0x14
45930,0x30,0x3C
45947,0x31,0x28
45964,0x32,0x3C
45981,0x33,0x3C
45998,0x2C,0x3E
46000,0x34,0x10
46017,0x2D,0x36
46019,0x35,0xF4
46051,0x2F,0x3D
46053,0x37,0xF4
46107,0x1B,0x80
46119,0x1B,0x40
46653,0x30,0x1C
46670,0x31,0x38
46676,0x79,0x1F
46693,0x32,0x1C
46710,0x33,0x1C
46727,0x34,0x30
46744,0x35,0xD4
46777,0x37,0xD4
46912,0x1B,0x80
46923,0x1B,0x40
47374,0x28,0x3D
47376,0x30,0xF8
47393,0x31,0x14
47410,0x2A,0x36
47412,0x32,0xF8
47429,0x2B,0x1D
47431,0x33,0xF8
47448,0x34,0x40
47454,0x7C,0x1F
47470,0x35,0xB0
47503,0x37,0xB0
48098,0x30,0xD8
48114,0x29,0x3D
48117,0x31,0xF4
48134,0x32,0xD8
48151,0x33,0xD8
48168,0x34,0x1C
48185,0x35,0x90
48217,0x37,0x90
48821,0x30,0xB4
48838,0x31,0xD4
48855,0x32,0xB4
48872,0x33,0xB4
48889,0x2C,0x3D
48891,0x34,0xFC
48908,0x35,0x6C
48941,0x37,0x6C
49543,0x30,0xC4
49560,0x31,0xB0
49577,0x32,0xC4
49594,0x33,0xC4
49611,0x34,0xDC
49628,0x35,0x7C
49660,0x37,0x7C
50264,0x30,0xE8
50281,0x31,0x90
50298,0x32,0xE8
50315,0x33,0xE8
50332,0x34,0xB8
50349,0x35,0xA0
50382,0x37,0xA0
50986,0x28,0x3E
50988,0x30,0x08
51005,0x31,0x6C
51022,0x2A,0x38
51024,0x32,0x08
51041,0x2B,0x1E
51043,0x33,0x08
51060,0x34,0x98
51077,0x35,0xC0
51109,0x37,0xC0
51709,0x30,0x28
51726,0x31,0x7C
51743,0x32,0x28
51760,0x33,0x28
51777,0x34,0x74
51794,0x35,0xE0
51826,0x37,0xE0
52431,0x30,0x4C
52448,0x31,0xA0
52465,0x32,0x4C
52482,0x33,0x4C
52499,0x34,0x84
52516,0x2D,0x38
52518,0x35,0x04
52550,0x2F,0x3E
52553,0x37,0x04
53154,0x30,0x6C
53171,0x31,0xC0
53188,0x32,0x6C
53205,0x33,0x6C
53222,0x34,0xA8
53239,0x35,0x24
53272,0x37,0x24
53877,0x30,0x80
53894,0x31,0xE0
53911,0x32,0x80
53928,0x33,0x80
53945,0x34,0xC8
53962,0x35,0x38
53995,0x37,0x38
54024,0x1B,0x80
54035,0x1B,0x40
54088,0x1B,0x80
54100,0x1B,0x40
54127,0x1B,0x80
54139,0x1B,0x40
54192,0x1B,0x80
54203,0x1B,0x40
54246,0x1B,0x80
54258,0x1B,0x40
54601,0x30,0x60
54607,0x78,0x1B
54623,0x29,0x3E
54625,0x31,0x04
54642,0x32,0x60
54648,0x7A,0x1B
54665,0x33,0x60
54671,0x7B,0x1B
54688,0x34,0xE8
54705,0x35,0x18
54711,0x7D,0x1D
54744,0x37,0x18
54750,0x7F,0x1E
55321,0x30,0x40
55338,0x31,0x24
55355,0x32,0x40
55372,0x33,0x40
55389,0x2C,0x3E
55391,0x34,0x0C
55408,0x2D,0x36
55410,0x35,0xF8
55442,0x2F,0x3D
55444,0x37,0xF8
56044,0x30,0x1C
56061,0x31,0x38
56078,0x32,0x1C
56095,0x33,0x1C
56112,0x34,0x2C
56129,0x35,0xD4
56162,0x37,0xD4
56217,0x1B,0x80
56229,0x1B,0x40
56766,0x28,0x3D
56768,0x30,0xFC
56785,0x31,0x18
56791,0x79,0x1D
56808,0x2A,0x36
56810,0x32,0xFC
56826,0x2B,0x1D
56829,0x33,0xFC
56846,0x34,0x40
56863,0x35,0xB4
56895,0x37,0xB4
57029,0x1B,0x80
57040,0x1B,0x40
57491,0x30,0xDC
57507,0x29,0x3D
57510,0x31,0xF8
57527,0x32,0xDC
57544,0x33,0xDC
57561,0x34,0x20
57567,0x7C,0x1D
57583,0x35,0x94
57616,0x37,0x94
58211,0x30,0xB8
58228,0x31,0xD4
58245,0x32,0xB8
58262,0x33,0xB8
58279,0x34,0x00
58296,0x35,0x70
58329,0x37,0x70
58934,0x30,0xC0
58951,0x31,0xB4
58968,0x32,0xC0
58985,0x33,0xC0
59002,0x2C,0x3D
59004,0x34,0xDC
59021,0x35,0x78
59054,0x37,0x78
59657,0x30,0xE4
59674,0x31,0x94
59691,0x32,0xE4
59708,0x33,0xE4
59725,0x34,0xBC
59742,0x35,0x9C
59774,0x37,0x9C
60379,0x28,0x3E
60381,0x30,0x04
60398,0x31,0x70
60415,0x2A,0x38
60417,0x32,0x04
60434,0x2B,0x1E
60436,0x33,0x04
60453,0x34,0x9C
60470,0x35,0xBC
60502,0x37,0xBC
61102,0x30,0x24
61119,0x31,0x78
61136,0x32,0x24
61153,0x33,0x24
61170,0x34,0x78
61187,0x35,0xDC
61219,0x37,0xDC
61824,0x30,0x48
61841,0x31,0x9C
61858,0x32,0x48
61875,0x33,0x48
61892,0x34,0x80
61909,0x2D,0x38
61911,0x35,0x00
61943,0x2F,0x3E
61946,0x37,0x00
62549,0x30,0x68
62566,0x31,0xBC
62583,0x32,0x68
62600,0x33,0x68
62617,0x34,0xA4
62634,0x35,0x20
62667,0x37,0x20
63269,0x30,0x84
63286,0x31,0xDC
63303,0x32,0x84
63320,0x33,0x84
63337,0x34,0xC4
63354,0x35,0x3C
63387,0x37,0x3C
63992,0x30,0x64
64008,0x29,0x3E
64011,0x31,0x00
64028,0x32,0x64
64045,0x33,0x64
64062,0x34,0xE4
64079,0x35,0x1C
64111,0x37,0x1C
64140,0x1B,0x80
64152,0x1B,0x40
64205,0x1B,0x80
64216,0x1B,0x40
64244,0x1B,0x80
64255,0x1B,0x40
64308,0x1B,0x80
64320,0x1B,0x40
64363,0x1B,0x80
64375,0x1B,0x40
64714,0x30,0x44
64720,0x78,0x19
64737,0x31,0x20
64754,0x32,0x44
64760,0x7A,0x19
64777,0x33,0x44
64783,0x7B,0x19
64800,0x2C,0x3E
64802,0x34,0x08
64818,0x2D,0x36
64821,0x35,0xFC
64827,0x7D,0x1B
64858,0x2F,0x3D
64861,0x37,0xFC
64867,0x7F,0x1C
65437,0x30,0x20
65454,0x31,0x3C
65471,0x32,0x20
65488,0x33,0x20
65505,0x34,0x28
65522,0x35,0xD8
65555,0x37,0xD8
66159,0x30,0x00
66176,0x31,0x1C
66193,0x32,0x00
66210,0x33,0x00
66227,0x34,0x44
66244,0x35,0xB8
66277,0x37,0xB8
66332,0x1B,0x80
66343,0x1B,0x40
66882,0x28,0x3D
66884,0x30,0xDC
66900,0x29,0x3D
66903,0x31,0xFC
66909,0x79,0x1B
66925,0x2A,0x36
66927,0x32,0xDC
66944,0x2B,0x1D
66946,0x33,0xDC
66963,0x34,0x24
66980,0x35,0x94
67012,0x37,0x94
67147,0x1B,0x80
67158,0x1B,0x40
67604,0x30,0xBC
67621,0x31,0xD8
67638,0x32,0xBC
67655,0x33,0xBC
67672,0x34,0x04
67678,0x7C,0x1B
67695,0x35,0x74
67728,0x37,0x74
68344,0x31,0xB8
68392,0x2C,0x3D
68394,0x34,0xE0
69052,0x30,0xE0
69069,0x31,0x94
69086,0x32,0xE0
69103,0x33,0xE0
69120,0x34,0xC0
69137,0x35,0x98
69170,0x37,0x98
69774,0x28,0x3E
69776,0x30,0x00
69793,0x31,0x74
69810,0x2A,0x38
69812,0x32,0x00
69829,0x2B,0x1E
69831,0x33,0x00
69848,0x34,0x9C
69865,0x35,0xB8
69897,0x37,0xB8
70496,0x30,0x20
70529,0x32,0x20
70546,0x33,0x20
70563,0x34,0x7C
70580,0x35,0xD8
70612,0x37,0xD8
71219,0x30,0x44
71236,0x31,0x98
71253,0x32,0x44
71270,0x33,0x44
71303,0x35,0xFC
71335,0x37,0xFC
71940,0x30,0x64
71957,0x31,0xB8
71974,0x32,0x64
71991,0x33,0x64
72008,0x34,0xA0
72025,0x2D,0x38
72027,0x35,0x1C
72059,0x2F,0x3E
72062,0x37,0x1C
72662,0x30,0x88
72679,0x31,0xD8
72696,0x32,0x88
72713,0x33,0x88
72730,0x34,0xC0
72747,0x35,0x40
72780,0x37,0x40
73387,0x30,0x68
73404,0x31,0xFC
73421,0x32,0x68
73438,0x33,0x68
73455,0x34,0xE0
73472,0x35,0x20
73505,0x37,0x20
74107,0x30,0x44
74124,0x29,0x3E
74126,0x31,0x1C
74143,0x32,0x44
74160,0x33,0x44
74177,0x2C,0x3E
74179,0x34,0x04
74196,0x2D,0x36
74198,0x35,0xFC
74230,0x2F,0x3D
74232,0x37,0xFC
74261,0x1B,0x80
74272,0x1B,0x40
74325,0x1B,0x80
74336,0x1B,0x40
74363,0x1B,0x80
74375,0x1B,0x40
74428,0x1B,0x80
74440,0x1B,0x40
74482,0x1B,0x80
74494,0x1B,0x40
74832,0x30,0x24
74838,0x78,0x18
74855,0x31,0x40
74872,0x32,0x24
74878,0x7A,0x18
74895,0x33,0x24
74901,0x7B,0x18
74918,0x34,0x24
74935,0x35,0xDC
74941,0x7D,0x1A
74974,0x37,0xDC
