sample,address_hex,value_hex
4112,0x89,0x9F
4113,0xA9,0x1A
4115,0xC9,0x95
4116,0xE9,0x01
4119,0x51,0x11
4123,0x71,0x2F
4124,0x91,0xD8
4126,0xB1,0x01
4127,0xD1,0x5F
4129,0xF1,0x01
4132,0x59,0x73
4135,0x79,0x09
4137,0x99,0xDF
4138,0xB9,0x05
4140,0xD9,0x49
4141,0xF9,0x01
4146,0x08,0x79
4157,0x2A,0x24
4159,0x32,0x1C
4161,0x22,0xFB
4165,0x42,0x11
4168,0x62,0x20
4169,0x82,0x06
4171,0xA2,0x18
4172,0xC2,0x01
4174,0xE2,0xF4
4176,0x4A,0x34
4179,0x6A,0x1F
4181,0x8A,0x15
4182,0xAA,0x0D
4184,0xCA,0x03
4185,0xEA,0x24
4188,0x52,0x52
4192,0x72,0x20
4193,0x92,0x15
4195,0xB2,0x18
4196,0xD2,0x03
4198,0xF2,0x04
4201,0x5A,0x21
4204,0x7A,0x11
4206,0x9A,0x0C
4207,0xBA,0x0D
4209,0xDA,0x08
4210,0xFA,0x07
4215,0x08,0x7A
4313,0x2D,0x14
4315,0x35,0x1C
4317,0x25,0xF9
4320,0x45,0x02
4323,0x65,0x75
4325,0x85,0x12
4326,0xA5,0x0A
4328,0xC5,0x0A
4329,0xE5,0x18
4331,0x4D,0x13
4335,0x6D,0x1F
4336,0x8D,0x12
4338,0xAD,0x08
4339,0xCD,0x06
4341,0xED,0x17
4344,0x55,0x00
4347,0x75,0x0A
4349,0x95,0x12
4350,0xB5,0x09
4352,0xD5,0x07
4353,0xF5,0x27
4356,0x5D,0x01
4359,0x7D,0x00
4361,0x9D,0x5A
4362,0xBD,0x0A
4364,0xDD,0x05
4365,0xFD,0x06
4370,0x08,0x7D
4745,0x30,0x34
4829,0x08,0x05
5467,0x30,0x50
6191,0x30,0x6C
6912,0x30,0x84
7634,0x30,0xA0
8358,0x30,0x1C
8395,0x08,0x02
9080,0x30,0x00
9801,0x28,0x62
9804,0x30,0xE4
10525,0x30,0xC8
10704,0x1B,0x80
10724,0xE2,0xFF
10726,0xEA,0x0F
10727,0xF2,0x2F
10729,0xFA,0x0F
10732,0x1B,0x40
10752,0x1B,0x80
10759,0x1B,0x40
10784,0x1B,0x80
10805,0xE3,0xFF
10806,0xEB,0x0F
10808,0xF3,0x2F
10809,0xFB,0x0F
10813,0x1B,0x40
10832,0x1B,0x80
10839,0x1B,0x40
10865,0x1B,0x80
10880,0xE4,0xFF
10882,0xEC,0x0F
10883,0xF4,0x2F
10885,0xFC,0x0F
10888,0x1B,0x40
11247,0x30,0xB0
11279,0x2A,0x34
11298,0x7A,0x0D
11309,0xE2,0xF4
11316,0xF2,0x04
11323,0xEA,0x24
11331,0xFA,0x07
11335,0x08,0x7A
11345,0x2B,0x48
11347,0x33,0x1C
11349,0x23,0xFB
11353,0x43,0x11
11356,0x63,0x20
11357,0x83,0x06
11359,0xA3,0x18
11360,0xC3,0x01
11362,0xE3,0xF4
11364,0x4B,0x34
11367,0x6B,0x1F
11369,0x8B,0x15
11370,0xAB,0x0D
11372,0xCB,0x03
11373,0xEB,0x24
11376,0x53,0x52
11380,0x73,0x20
11381,0x93,0x15
11383,0xB3,0x18
11384,0xD3,0x03
11386,0xF3,0x04
11389,0x5B,0x21
11392,0x7B,0x0D
11394,0x9B,0x0C
11395,0xBB,0x0D
11397,0xDB,0x08
11398,0xFB,0x07
11403,0x08,0x7B
11414,0x2C,0x44
11416,0x34,0x1C
11418,0x24,0xFB
11422,0x44,0x11
11425,0x64,0x20
11426,0x84,0x06
11428,0xA4,0x18
11429,0xC4,0x01
11431,0xE4,0xF4
11433,0x4C,0x34
11436,0x6C,0x1F
11438,0x8C,0x15
11439,0xAC,0x0D
11441,0xCC,0x03
11442,0xEC,0x24
11445,0x54,0x52
11449,0x74,0x20
11450,0x94,0x15
11452,0xB4,0x18
11453,0xD4,0x03
11455,0xF4,0x04
11458,0x5C,0x21
11461,0x7C,0x10
11463,0x9C,0x0C
11464,0xBC,0x0D
11466,0xDC,0x08
11467,0xFC,0x07
11472,0x08,0x7C
11969,0x30,0x94
11991,0x08,0x01
12196,0x1B,0x80
12210,0x1B,0x40
12694,0x28,0x64
12696,0x30,0x1C
13414,0x30,0x38
14138,0x30,0x50
14301,0x1B,0x80
14317,0xE9,0x0F
14318,0xF1,0x0F
14320,0xF9,0x0F
14323,0x1B,0x40
14390,0x1B,0x80
14405,0xE5,0x1F
14407,0xED,0x2F
14408,0xF5,0x1F
14410,0xFD,0x0F
14413,0x1B,0x40
14860,0x30,0x6C
14914,0xF1,0x01
14921,0xE9,0x01
14929,0xF9,0x01
14933,0x08,0x79
15021,0xE5,0x18
15028,0xF5,0x27
15035,0xED,0x17
15043,0xFD,0x06
15047,0x08,0x7D
15582,0x30,0x88
15619,0x08,0x02
15667,0x08,0x05
16305,0x30,0xA4
16499,0x1B,0x80
16516,0x1B,0x40
16533,0x1B,0x80
16550,0x1B,0x40
17027,0x30,0x18
17080,0x7B,0x23
17086,0x08,0x03
17102,0x7C,0x25
17108,0x08,0x04
17750,0x28,0x62
17752,0x30,0xFC
17932,0x1B,0x80
17947,0xE2,0xFF
17949,0xEA,0x0F
17950,0xF2,0x2F
17952,0xFA,0x0F
17955,0x1B,0x40
17975,0x1B,0x80
17992,0xE3,0xFF
17994,0xEB,0x0F
17995,0xF3,0x2F
17997,0xFB,0x0F
18000,0x1B,0x40
18020,0x1B,0x80
18037,0xE4,0xFF
18039,0xEC,0x0F
18040,0xF4,0x2F
18042,0xFC,0x0F
18045,0x1B,0x40
18472,0x30,0xE0
18534,0xE2,0xF4
18541,0xF2,0x04
18548,0xEA,0x24
18556,0xFA,0x07
18560,0x08,0x7A
18590,0x7B,0x17
18601,0xE3,0xF4
18608,0xF3,0x04
18615,0xEB,0x24
18623,0xFB,0x07
18627,0x08,0x7B
18657,0x7C,0x1A
18668,0xE4,0xF4
18675,0xF4,0x04
18682,0xEC,0x24
18690,0xFC,0x07
18694,0x08,0x7C
19196,0x30,0xC8
19918,0x30,0xAC
20640,0x30,0x90
21362,0x28,0x64
21364,0x30,0x1C
22085,0x30,0x38
22809,0x30,0x54
22830,0x08,0x01
22847,0x08,0x02
23035,0x1B,0x80
23050,0x1B,0x40
23530,0x30,0x70
23725,0x1B,0x80
23742,0x1B,0x40
23759,0x1B,0x80
23776,0x1B,0x40
24252,0x30,0x88
24305,0x7B,0x23
24311,0x08,0x03
24327,0x7C,0x25
24333,0x08,0x04
24975,0x30,0xA4
25139,0x1B,0x80
25155,0xE9,0x0F
25156,0xF1,0x0F
25158,0xF9,0x0F
25161,0x1B,0x40
25181,0x1B,0x80
25200,0xE2,0xFF
25202,0xEA,0x0F
25203,0xF2,0x2F
25205,0xFA,0x0F
25208,0x1B,0x40
25259,0x1B,0x80
25274,0xE5,0x1F
25276,0xED,0x2F
25277,0xF5,0x1F
25279,0xFD,0x0F
25282,0x1B,0x40
25697,0x30,0x14
25751,0xF1,0x01
25758,0xE9,0x01
25766,0xF9,0x01
25770,0x08,0x79
25781,0x2A,0x24
25800,0x7A,0x0F
25811,0xE2,0xF4
25818,0xF2,0x04
25825,0xEA,0x24
25833,0xFA,0x07
25837,0x08,0x7A
25909,0xE5,0x18
25916,0xF5,0x27
25923,0xED,0x17
25931,0xFD,0x06
25935,0x08,0x7D
26420,0x28,0x62
26422,0x30,0xF8
26505,0x08,0x05
27143,0x30,0xE0
27865,0x30,0xC4
28587,0x30,0xA8
29313,0x30,0x90
30033,0x28,0x64
30035,0x30,0x20
30072,0x08,0x02
30756,0x30,0x3C
31480,0x30,0x58
32200,0x30,0x70
32379,0x1B,0x80
32398,0xE2,0xFF
32400,0xEA,0x0F
32401,0xF2,0x2F
32403,0xFA,0x0F
32406,0x1B,0x40
32426,0x1B,0x80
32443,0xE3,0xFF
32445,0xEB,0x0F
32446,0xF3,0x2F
32448,0xFB,0x0F
32451,0x1B,0x40
32471,0x1B,0x80
32488,0xE4,0xFF
32490,0xEC,0x0F
32491,0xF4,0x2F
32493,0xFC,0x0F
32496,0x1B,0x40
32923,0x30,0x8C
32955,0x2A,0x38
32974,0x7A,0x0C
32985,0xE2,0xF4
32992,0xF2,0x04
32999,0xEA,0x24
33007,0xFA,0x07
33011,0x08,0x7A
33022,0x2B,0x49
33041,0x7B,0x0B
33052,0xE3,0xF4
33059,0xF3,0x04
33066,0xEB,0x24
33074,0xFB,0x07
33078,0x08,0x7B
33089,0x2C,0x45
33108,0x7C,0x0E
33119,0xE4,0xF4
33126,0xF4,0x04
33133,0xEC,0x24
33141,0xFC,0x07
33145,0x08,0x7C
33646,0x30,0xA8
33668,0x08,0x01
33873,0x1B,0x80
33887,0x1B,0x40
34368,0x30,0x14
35091,0x28,0x62
35093,0x30,0xF8
35814,0x30,0xDC
35978,0x1B,0x80
35995,0xE9,0x0F
35996,0xF1,0x0F
35998,0xF9,0x0F
36001,0x1B,0x40
36068,0x1B,0x80
36083,0xE5,0x1F
36085,0xED,0x2F
36086,0xF5,0x1F
36088,0xFD,0x0F
36091,0x1B,0x40
36535,0x30,0xC4
36589,0xF1,0x01
36596,0xE9,0x01
36604,0xF9,0x01
36608,0x08,0x79
36696,0xE5,0x18
36703,0xF5,0x27
36710,0xED,0x17
36718,0xFD,0x06
36722,0x08,0x7D
37258,0x30,0xA8
37295,0x08,0x02
37343,0x08,0x05
37981,0x30,0x8C
38175,0x1B,0x80
38192,0x1B,0x40
38209,0x1B,0x80
38226,0x1B,0x40
38703,0x28,0x64
38705,0x30,0x24
38758,0x7B,0x23
38764,0x08,0x03
38780,0x7C,0x23
38786,0x08,0x04
39426,0x30,0x3C
39604,0x1B,0x80
39619,0xE2,0xFF
39621,0xEA,0x0F
39622,0xF2,0x2F
39624,0xFA,0x0F
39627,0x1B,0x40
39647,0x1B,0x80
39664,0xE3,0xFF
39666,0xEB,0x0F
39667,0xF3,0x2F
39669,0xFB,0x0F
39672,0x1B,0x40
39692,0x1B,0x80
39709,0xE4,0xFF
39711,0xEC,0x0F
39712,0xF4,0x2F
39714,0xFC,0x0F
39717,0x1B,0x40
40148,0x30,0x58
40210,0xE2,0xF4
40217,0xF2,0x04
40224,0xEA,0x24
40232,0xFA,0x07
40236,0x08,0x7A
40266,0x7B,0x14
40277,0xE3,0xF4
40284,0xF3,0x04
40291,0xEB,0x24
40299,0xFB,0x07
40303,0x08,0x7B
40333,0x7C,0x17
40344,0xE4,0xF4
40351,0xF4,0x04
40358,0xEC,0x24
40366,0xFC,0x07
40370,0x08,0x7C
40871,0x30,0x74
41593,0x30,0x90
42316,0x30,0xA8
43038,0x30,0x10
43761,0x28,0x62
43763,0x30,0xF4
43784,0x08,0x01
44485,0x30,0xDC
44522,0x08,0x02
44712,0x1B,0x80
44726,0x1B,0x40
45207,0x30,0xC0
45403,0x1B,0x80
45420,0x1B,0x40
45437,0x1B,0x80
45454,0x1B,0x40
45930,0x30,0xA4
45983,0x7B,0x23
45989,0x08,0x03
46005,0x7C,0x23
46011,0x08,0x04
46108,0x1B,0x80
46113,0x1B,0x40
46179,0x1B,0x80
46184,0x1B,0x40
46652,0x30,0x8C
46790,0x1B,0x80
46796,0x1B,0x40
46823,0x1B,0x80
46832,0x1B,0x40
46858,0x1B,0x80
46882,0xE9,0x0F
46883,0xF1,0x0F
46885,0xF9,0x0F
46888,0x1B,0x40
46908,0x1B,0x80
46927,0xE2,0xFF
46929,0xEA,0x0F
46930,0xF2,0x2F
46932,0xFA,0x0F
46935,0x1B,0x40
46955,0x1B,0x80
46967,0x1B,0x40
46984,0x1B,0x80
46996,0x1B,0x40
47013,0x1B,0x80
47022,0x1B,0x40
47048,0x1B,0x80
47070,0xE5,0x1F
47072,0xED,0x2F
47073,0xF5,0x1F
47075,0xFD,0x0F
47078,0x1B,0x40
47373,0x28,0x64
47376,0x30,0x24
47419,0xE9,0x01
47432,0xF1,0x01
47444,0xF9,0x01
47449,0x08,0x79
47461,0x2A,0x24
47480,0x7A,0x0D
47491,0xE2,0xF4
47498,0xF2,0x04
47505,0xEA,0x24
47513,0xFA,0x07
47517,0x08,0x7A
47577,0xE5,0x18
47589,0xED,0x17
47601,0xF5,0x27
47613,0xFD,0x06
47618,0x08,0x7D
48097,0x30,0x40
48181,0x08,0x05
48819,0x30,0x5C
49543,0x30,0x74
50264,0x30,0x90
50988,0x30,0xAC
51710,0x30,0x10
51747,0x08,0x02
52432,0x28,0x62
52435,0x30,0xF4
53156,0x30,0xD8
53878,0x30,0xBC
54057,0x1B,0x80
54077,0xE2,0xFF
54079,0xEA,0x0F
54080,0xF2,0x2F
54082,0xFA,0x0F
54085,0x1B,0x40
54105,0x1B,0x80
54122,0xE3,0xFF
54124,0xEB,0x0F
54125,0xF3,0x2F
54127,0xFB,0x0F
54130,0x1B,0x40
54150,0x1B,0x80
54167,0xE4,0xFF
54169,0xEC,0x0F
54170,0xF4,0x2F
54172,0xFC,0x0F
54175,0x1B,0x40
54599,0x30,0xA4
54631,0x2A,0x3D
54650,0x7A,0x0B
54661,0xE2,0xF4
54668,0xF2,0x04
54675,0xEA,0x24
54683,0xFA,0x07
54687,0x08,0x7A
54698,0x2B,0x54
54717,0x7B,0x09
54728,0xE3,0xF4
54735,0xF3,0x04
54742,0xEB,0x24
54750,0xFB,0x07
54754,0x08,0x7B
54765,0x2C,0x4D
54784,0x7C,0x0C
54795,0xE4,0xF4
54802,0xF4,0x04
54809,0xEC,0x24
54817,0xFC,0x07
54821,0x08,0x7C
55324,0x30,0x88
55345,0x08,0x01
55550,0x1B,0x80
55564,0x1B,0x40
56045,0x28,0x64
56047,0x30,0x28
56768,0x30,0x44
57489,0x30,0x5C
57652,0x1B,0x80
57669,0xE9,0x0F
57670,0xF1,0x0F
57672,0xF9,0x0F
57675,0x1B,0x40
57742,0x1B,0x80
57757,0xE5,0x1F
57759,0xED,0x2F
57760,0xF5,0x1F
57762,0xFD,0x0F
57765,0x1B,0x40
58212,0x30,0x78
58266,0xF1,0x01
58273,0xE9,0x01
58281,0xF9,0x01
58285,0x08,0x79
58373,0xE5,0x18
58380,0xF5,0x27
58387,0xED,0x17
58395,0xFD,0x06
58399,0x08,0x7D
58934,0x30,0x94
58971,0x08,0x02
59019,0x08,0x05
59657,0x30,0xAC
59851,0x1B,0x80
59868,0x1B,0x40
59885,0x1B,0x80
59902,0x1B,0x40
60379,0x30,0x0C
60432,0x7B,0x21
60438,0x08,0x03
60454,0x7C,0x23
60460,0x08,0x04
61102,0x28,0x62
61104,0x30,0xF0
61284,0x1B,0x80
61299,0xE2,0xFF
61300,0xEA,0x0F
61302,0xF2,0x2F
61303,0xFA,0x0F
61307,0x1B,0x40
61326,0x1B,0x80
61343,0xE3,0xFF
61345,0xEB,0x0F
61346,0xF3,0x2F
61348,0xFB,0x0F
61351,0x1B,0x40
61371,0x1B,0x80
61388,0xE4,0xFF
61390,0xEC,0x0F
61391,0xF4,0x2F
61393,0xFC,0x0F
61396,0x1B,0x40
61824,0x30,0xD8
61886,0xE2,0xF4
61893,0xF2,0x04
61900,0xEA,0x24
61908,0xFA,0x07
61912,0x08,0x7A
61942,0x7B,0x09
61953,0xE3,0xF4
61960,0xF3,0x04
61967,0xEB,0x24
61975,0xFB,0x07
61979,0x08,0x7B
62009,0x7C,0x0F
62020,0xE4,0xF4
62027,0xF4,0x04
62034,0xEC,0x24
62042,0xFC,0x07
62046,0x08,0x7C
62547,0x30,0xBC
63269,0x30,0xA0
63992,0x30,0x84
64715,0x28,0x64
64718,0x30,0x28
65438,0x30,0x44
66160,0x30,0x60
66182,0x08,0x01
66199,0x08,0x02
66388,0x1B,0x80
66402,0x1B,0x40
66883,0x30,0x7C
67078,0x1B,0x80
67095,0x1B,0x40
67112,0x1B,0x80
67129,0x1B,0x40
67605,0x30,0x94
67658,0x7B,0x23
67664,0x08,0x03
67680,0x7C,0x21
67686,0x08,0x04
68327,0x30,0xB0
68491,0x1B,0x80
68507,0xE9,0x0F
68508,0xF1,0x0F
68510,0xF9,0x0F
68513,0x1B,0x40
68533,0x1B,0x80
68552,0xE2,0xFF
68554,0xEA,0x0F
68555,0xF2,0x2F
68557,0xFA,0x0F
68560,0x1B,0x40
68611,0x1B,0x80
68626,0xE5,0x1F
68628,0xED,0x2F
68629,0xF5,0x1F
68631,0xFD,0x0F
68634,0x1B,0x40
69050,0x30,0x08
69103,0xF1,0x01
69110,0xE9,0x01
69118,0xF9,0x01
69122,0x08,0x79
69133,0x2A,0x24
69152,0x7A,0x0D
69163,0xE2,0xF4
69170,0xF2,0x04
69177,0xEA,0x24
69185,0xFA,0x07
69189,0x08,0x7A
69261,0xE5,0x18
69268,0xF5,0x27
69275,0xED,0x17
69283,0xFD,0x06
69287,0x08,0x7D
69772,0x28,0x62
69774,0x30,0xF0
69858,0x08,0x05
70496,0x30,0xD4
71218,0x30,0xB8
71940,0x30,0xA0
72662,0x30,0x84
73387,0x28,0x64
73389,0x30,0x2C
73426,0x08,0x02
74107,0x30,0x44
74831,0x30,0x60
75552,0x30,0x7C
75730,0x1B,0x80
75750,0xE2,0xFF
75752,0xEA,0x0F
75753,0xF2,0x2F
75755,0xFA,0x0F
75758,0x1B,0x40
75778,0x1B,0x80
75795,0xE3,0xFF
75797,0xEB,0x0F
75798,0xF3,0x2F
75800,0xFB,0x0F
75803,0x1B,0x40
75823,0x1B,0x80
75840,0xE4,0xFF
75842,0xEC,0x0F
75843,0xF4,0x2F
75845,0xFC,0x0F
75848,0x1B,0x40
76275,0x30,0x98
76307,0x2A,0x39
76326,0x7A,0x11
76337,0xE2,0xF4
76344,0xF2,0x04
76351,0xEA,0x24
76359,0xFA,0x07
76363,0x08,0x7A
76374,0x2B,0x4C
76393,0x7B,0x0B
76404,0xE3,0xF4
76411,0xF3,0x04
76418,0xEB,0x24
76426,0xFB,0x07
76430,0x08,0x7B
76441,0x2C,0x49
76460,0x7C,0x0E
76471,0xE4,0xF4
76478,0xF4,0x04
76485,0xEC,0x24
76493,0xFC,0x07
76497,0x08,0x7C
76998,0x30,0xB0
77020,0x08,0x01
77226,0x1B,0x80
77240,0x1B,0x40
77721,0x30,0x08
78444,0x28,0x62
78446,0x30,0xEC
79167,0x30,0xD0
79331,0x1B,0x80
79348,0xE9,0x0F
79349,0xF1,0x0F
79351,0xF9,0x0F
79354,0x1B,0x40
79421,0x1B,0x80
79436,0xE5,0x1F
79438,0xED,0x2F
79439,0xF5,0x1F
79441,0xFD,0x0F
79444,0x1B,0x40
79888,0x30,0xB8
79941,0xF1,0x01
79948,0xE9,0x01
79956,0xF9,0x01
79960,0x08,0x79
80048,0xE5,0x18
80055,0xF5,0x27
80062,0xED,0x17
80070,0xFD,0x06
80074,0x08,0x7D
80610,0x30,0x9C
80647,0x08,0x02
80695,0x08,0x05
81334,0x30,0x80
81528,0x1B,0x80
81545,0x1B,0x40
81562,0x1B,0x80
81579,0x1B,0x40
82055,0x28,0x64
82057,0x30,0x30
82110,0x7B,0x23
82116,0x08,0x03
82132,0x7C,0x23
82138,0x08,0x04
82780,0x30,0x48
82958,0x1B,0x80
82973,0xE2,0xFF
82975,0xEA,0x0F
82976,0xF2,0x2F
82978,0xFA,0x0F
82981,0x1B,0x40
83001,0x1B,0x80
83018,0xE3,0xFF
83020,0xEB,0x0F
83021,0xF3,0x2F
83023,0xFB,0x0F
83026,0x1B,0x40
83046,0x1B,0x80
83063,0xE4,0xFF
83065,0xEC,0x0F
83066,0xF4,0x2F
83068,0xFC,0x0F
83071,0x1B,0x40
83502,0x30,0x64
83564,0xE2,0xF4
83571,0xF2,0x04
83578,0xEA,0x24
83586,0xFA,0x07
83590,0x08,0x7A
83620,0x7B,0x17
83631,0xE3,0xF4
83638,0xF3,0x04
83645,0xEB,0x24
83653,0xFB,0x07
83657,0x08,0x7B
83687,0x7C,0x18
83698,0xE4,0xF4
83705,0xF4,0x04
83712,0xEC,0x24
83720,0xFC,0x07
83724,0x08,0x7C
84224,0x30,0x80
84945,0x30,0x98
85669,0x30,0xB4
86390,0x30,0x04
87113,0x28,0x62
87115,0x30,0xEC
87136,0x08,0x01
87153,0x08,0x02
87837,0x30,0xD0
88063,0x1B,0x80
88077,0x1B,0x40
88558,0x30,0xB4
88754,0x1B,0x80
88771,0x1B,0x40
88788,0x1B,0x80
88805,0x1B,0x40
89281,0x30,0x98
89334,0x7B,0x23
89340,0x08,0x03
89356,0x7C,0x23
89362,0x08,0x04
89433,0x1B,0x80
89437,0x1B,0x40
89469,0x1B,0x80
89473,0x1B,0x40
89494,0x1B,0x80
89498,0x1B,0x40
89519,0x1B,0x80
89523,0x1B,0x40
89544,0x1B,0x80
89548,0x1B,0x40
89569,0x1B,0x80
89573,0x1B,0x40
90006,0x30,0x80
90143,0x1B,0x80
90150,0x1B,0x40
90176,0x1B,0x80
90203,0xE0,0x7F
90205,0xE8,0x6F
90206,0xF0,0x8F
90208,0xF8,0x0F
90209,0x08,0x00
90211,0x1B,0x40
90238,0x1B,0x80
90248,0x1B,0x40
90273,0x1B,0x80
90297,0xE9,0x0F
90299,0xF1,0x0F
90300,0xF9,0x0F
90304,0x1B,0x40
90323,0x1B,0x80
90332,0x1B,0x40
90358,0x1B,0x80
90380,0xE2,0xFF
90382,0xEA,0x0F
90383,0xF2,0x2F
90385,0xFA,0x0F
90388,0x1B,0x40
90408,0x1B,0x80
90420,0x1B,0x40
90437,0x1B,0x80
90449,0x1B,0x40
90466,0x1B,0x80
90475,0x1B,0x40
90501,0x1B,0x80
90523,0xE5,0x1F
90525,0xED,0x2F
90526,0xF5,0x1F
90528,0xFD,0x0F
90531,0x1B,0x40
90725,0x28,0x64
90727,0x30,0x1C
90742,0xE0,0x73
90753,0xE8,0x84
90766,0xF0,0x63
90778,0xF8,0x08
90783,0x08,0x78
90822,0xE9,0x01
90835,0xF1,0x01
90847,0xF9,0x01
90852,0x08,0x79
90863,0x2A,0x24
90880,0xE2,0xF4
90891,0xEA,0x24
90904,0xF2,0x04
90916,0xFA,0x07
90921,0x08,0x7A
90982,0xE5,0x18
90994,0xED,0x17
91006,0xF5,0x27
91018,0xFD,0x06
91023,0x08,0x7D
91448,0x30,0x34
91532,0x08,0x05
92173,0x30,0x50
92893,0x30,0x6C
93618,0x30,0x84
94339,0x30,0xA0
95061,0x30,0x1C
95098,0x08,0x02
95783,0x30,0x00
96508,0x28,0x62
96510,0x30,0xE4
97228,0x30,0xC8
97408,0x1B,0x80
97427,0xE2,0xFF
97429,0xEA,0x0F
97430,0xF2,0x2F
97432,0xFA,0x0F
97435,0x1B,0x40
97455,0x1B,0x80
97462,0x1B,0x40
97487,0x1B,0x80
97508,0xE3,0xFF
97509,0xEB,0x0F
97511,0xF3,0x2F
97512,0xFB,0x0F
97516,0x1B,0x40
97535,0x1B,0x80
97542,0x1B,0x40
97568,0x1B,0x80
97583,0xE4,0xFF
97585,0xEC,0x0F
97586,0xF4,0x2F
97588,0xFC,0x0F
97591,0x1B,0x40
97953,0x30,0xB0
97985,0x2A,0x34
98004,0x7A,0x0D
98015,0xE2,0xF4
98022,0xF2,0x04
98029,0xEA,0x24
98037,0xFA,0x07
98041,0x08,0x7A
98051,0x2B,0x48
98068,0xE3,0xF4
98079,0xEB,0x24
98092,0xF3,0x04
98098,0x7B,0x0D
98104,0xFB,0x07
98109,0x08,0x7B
98120,0x2C,0x44
98137,0xE4,0xF4
98148,0xEC,0x24
98161,0xF4,0x04
98167,0x7C,0x10
