channel,midi_note,furnace_note,start_sample,end_sample,start_row,end_row
7,62,110,991176,1002187,1348,1363
6,61,109,998390,1009402,1358,1373
7,61,109,1002739,1013746,1364,1379
3,26,74,929075,1020941,1264,1389
5,62,110,755600,1021050,1028,1389
5,26,74,1021546,1029390,1389,1400
3,14,62,1021458,1031523,1389,1403
5,26,74,1056224,1060455,1437,1442
3,14,62,1056138,1061150,1436,1443
5,26,74,1114026,1121874,1515,1526
3,14,62,1113942,1124011,1515,1529
5,26,74,1148709,1152939,1562,1568
3,14,62,1148625,1153629,1562,1569
5,26,74,1206509,1214355,1641,1652
3,14,62,1206425,1216490,1641,1655
5,26,74,1241195,1245426,1688,1694
3,14,62,1241111,1246115,1688,1695
5,26,74,1298994,1306839,1767,1778
3,14,62,1298910,1308977,1767,1780
6,50,98,1009945,1321533,1374,1798
7,50,98,1014306,1325870,1380,1803
6,60,108,1322081,1333126,1798,1813
7,60,108,1326437,1337429,1804,1819
5,26,74,1333676,1337912,1814,1820
3,14,62,1333592,1338600,1814,1821
6,62,110,1333743,1344657,1814,1829
7,62,110,1337997,1348990,1820,1835
6,68,116,1345206,1356182,1830,1845
7,68,116,1349554,1360553,1836,1851
6,62,110,1356761,1367743,1845,1860
7,62,110,1361118,1372113,1851,1866
6,61,109,1368323,1379321,1861,1876
7,61,109,1372675,1383674,1867,1882
0,50,98,928924,1390735,1263,1892
2,38,86,929008,1390814,1263,1892
6,50,98,1379887,1390983,1877,1892
1,56,104,931108,1392927,1266,1895
4,50,98,931880,1393775,1267,1896
7,50,98,1384235,1395234,1883,1898
5,24,72,1391585,1399325,1893,1903
3,12,60,1391499,1401460,1893,1906
5,24,72,1426160,1430395,1940,1946
3,12,60,1426076,1431085,1940,1947
5,24,72,1483965,1491814,2019,2029
3,12,60,1483879,1493946,2018,2032
2,46,94,1391432,1506402,1893,2049
4,58,106,1394302,1513683,1897,2059
2,36,84,1506984,1515062,2050,2061
4,46,94,1514243,1522333,2060,2071
5,24,72,1518647,1522929,2066,2072
2,38,86,1515653,1523058,2062,2072
3,12,60,1518561,1523619,2066,2072
2,48,96,1523603,1530241,2072,2081
4,37,85,1522913,1530313,2071,2082
2,37,85,1530826,1536012,2082,2089
4,48,96,1530909,1537510,2082,2091
2,48,96,1536607,1541794,2090,2097
4,37,85,1538085,1543285,2092,2099
2,49,97,1542389,1547587,2098,2105
4,48,96,1543864,1549073,2100,2107
2,48,96,1548169,1550285,2106,2109
4,49,97,1549646,1554860,2108,2115
2,50,98,1553225,1555344,2113,2116
4,48,96,1555427,1557545,2116,2119
2,53,101,1558286,1560403,2120,2122
4,49,97,1560486,1562602,2123,2125
2,50,98,1563340,1565458,2126,2129
4,52,100,1565541,1567711,2129,2132
2,53,101,1567678,1569798,2132,2135
4,49,97,1570598,1572717,2136,2139
2,56,104,1572013,1574129,2138,2141
4,53,101,1574935,1577056,2142,2145
4,56,104,1579270,1581390,2148,2151
5,24,72,1576497,1584296,2144,2155
3,12,60,1576413,1586430,2144,2158
5,24,72,1611133,1615363,2192,2197
3,12,60,1611047,1616054,2191,2198
2,48,96,1576346,1656693,2144,2254
4,48,96,1583603,1663950,2154,2263
2,61,109,1657276,1668243,2254,2269
4,61,109,1664532,1675511,2264,2279
5,24,72,1668984,1676779,2270,2281
3,12,60,1668898,1678914,2270,2284
5,24,72,1703617,1707849,2317,2323
3,12,60,1703531,1708536,2317,2324
2,65,113,1668831,1714477,2270,2332
4,65,113,1676090,1721753,2280,2342
0,58,106,1391346,1760677,1892,2395
2,70,118,1715074,1760757,2333,2395
6,48,96,1391652,1760927,1893,2395
1,52,100,1393529,1762870,1895,2398
7,48,96,1395796,1765171,1899,2401
4,70,118,1722334,1768011,2343,2405
5,33,81,1761518,1769269,2396,2407
3,21,69,1761434,1771398,2396,2410
6,57,105,1761585,1795552,2396,2442
7,56,104,1765735,1799852,2402,2448
5,33,81,1796098,1800332,2443,2449
3,21,69,1796014,1801025,2443,2450
6,58,106,1796165,1807080,2443,2458
7,58,106,1800417,1811414,2449,2464
5,33,81,1853900,1861747,2522,2532
3,21,69,1853816,1863884,2522,2535
6,50,98,1807626,1876441,2459,2552
7,50,98,1811974,1880777,2465,2558
5,33,81,1888582,1892818,2569,2575
3,21,69,1888498,1893506,2569,2576
6,62,110,1876992,1899564,2553,2584
7,62,110,1881339,1903895,2559,2590
6,61,109,1900110,1911092,2585,2600
7,61,109,1904460,1915460,2591,2606
6,50,98,1911671,1934230,2600,2631
7,50,98,1916023,1938578,2606,2637
0,57,105,1761283,1945635,2396,2647
2,68,116,1761367,1945708,2396,2647
6,50,98,1934790,1945877,2632,2647
1,50,98,1763468,1947828,2399,2650
7,50,98,1939142,1950137,2638,2653
4,68,116,1768574,1952963,2406,2657
5,32,80,1946487,1954234,2648,2658
3,20,68,1946403,1956367,2648,2661
5,32,80,1981066,1985301,2695,2701
3,20,68,1980982,1985991,2695,2702
5,32,80,2038871,2046717,2773,2784
3,20,68,2038787,2048853,2773,2787
2,68,116,1946336,2061297,2648,2804
4,68,116,1953543,2068573,2657,2814
5,32,80,2073553,2077786,2821,2826
3,20,68,2073467,2078478,2821,2827
2,61,109,2061891,2084422,2805,2835
4,61,109,2069150,2091693,2815,2845
2,66,114,2085012,2107543,2836,2867
4,68,116,2092268,2114815,2846,2877
0,56,104,1946252,2130610,2647,2898
2,70,118,2108132,2130684,2868,2898
6,56,104,1946554,2130854,2648,2899
1,49,97,1948437,2132803,2650,2901
7,56,104,1950702,2135110,2654,2904
4,60,108,2115391,2137930,2878,2908
5,33,81,2131456,2139203,2899,2910
3,21,69,2131372,2141336,2899,2913
6,57,105,2131523,2165492,2900,2946
7,56,104,2135670,2169789,2905,2952
5,33,81,2166035,2170269,2946,2952
3,21,69,2165951,2170961,2946,2953
6,58,106,2166102,2177016,2947,2961
7,58,106,2170354,2181353,2952,2967
5,33,81,2223838,2231688,3025,3036
3,21,69,2223754,2233821,3025,3039
6,50,98,2177566,2246376,2962,3056
7,50,98,2181914,2250714,2968,3062
5,33,81,2258521,2262755,3072,3078
3,21,69,2258437,2263447,3072,3079
6,62,110,2246931,2269503,3057,3087
7,62,110,2251276,2273834,3062,3093
6,61,109,2270049,2281028,3088,3103
7,61,109,2274399,2285396,3094,3109
6,50,98,2281610,2304167,3104,3134
7,50,98,2285959,2308518,3110,3140
0,57,105,2131221,2315580,2899,3150
2,68,116,2131305,2315659,2899,3150
6,50,98,2304728,2315828,3135,3150
1,50,98,2133403,2317772,2902,3153
7,50,98,2309079,2320077,3141,3156
4,69,117,2138510,2322906,2909,3160
5,25,73,2316422,2324171,3151,3162
3,13,61,2316338,2326304,3151,3165
5,25,73,2351006,2355238,3198,3204
3,13,61,2350922,2355930,3198,3205
6,49,97,2316489,2396650,3151,3260
7,49,97,2320638,2401001,3157,3266
6,50,98,2397212,2408284,3261,3276
7,49,97,2401564,2412559,3267,3282
5,25,73,2408818,2416654,3277,3287
3,13,61,2408734,2418792,3277,3290
5,25,73,2443501,2447723,3324,3330
3,13,61,2443417,2448415,3324,3331
6,61,109,2408885,2454501,3277,3339
7,61,109,2413128,2458807,3283,3345
5,26,74,2501302,2509142,3403,3413
3,14,62,2501218,2511273,3403,3416
0,49,97,2316187,2520618,3151,3429
2,73,121,2316271,2520659,3151,3429
1,56,104,2318373,2522801,3154,3432
6,66,114,2455029,2523940,3340,3433
4,73,121,2323481,2526514,3161,3437
7,66,114,2459365,2528238,3346,3439
0,61,109,2524279,2533624,3434,3447
6,50,98,2524480,2533726,3434,3447
2,26,74,2524363,2535302,3434,3449
1,61,109,2526464,2535855,3437,3450
7,50,98,2528782,2538122,3440,3453
4,25,73,2528681,2539667,3440,3455
5,26,74,2536073,2540255,3450,3456
3,14,62,2535989,2540897,3450,3457
0,65,113,2535837,2545183,3450,3462
6,61,109,2536140,2545285,3450,3462
2,37,85,2535922,2546861,3450,3465
1,65,113,2538022,2547418,3453,3465
7,61,109,2540340,2549684,3456,3468
4,37,85,2540239,2551226,3456,3471
0,68,116,2547400,2556744,3465,3478
6,62,110,2547602,2556846,3466,3478
2,38,86,2547485,2558423,3465,3480
1,68,116,2549584,2558977,3468,3481
7,62,110,2551901,2561245,3471,3484
4,38,86,2551801,2562787,3471,3486
0,60,108,2558959,2568306,3481,3494
6,68,116,2559159,2568408,3481,3494
2,44,92,2559044,2569983,3481,3496
1,60,108,2561145,2570540,3484,3497
7,68,116,2563461,2572806,3487,3500
4,44,92,2563360,2574347,3487,3502
0,70,118,2570522,2579866,3497,3510
6,65,113,2570722,2579968,3497,3510
2,41,89,2570607,2581554,3497,3512
1,70,118,2572706,2582100,3500,3513
7,65,113,2575021,2584365,3503,3516
4,41,89,2574921,2585906,3503,3518
0,61,109,2582082,2593074,3513,3527
2,24,72,2582167,2593195,3513,3528
6,48,96,2582282,2593496,3513,3528
1,61,109,2584265,2595275,3516,3530
4,24,72,2586481,2597506,3519,3534
7,48,96,2586581,2597649,3519,3534
3,14,62,2593798,2600145,3528,3537
5,26,74,2593884,2600179,3529,3537
3,14,62,2628375,2631216,3576,3579
5,26,74,2628459,2631250,3576,3579
3,14,62,2686176,2692628,3654,3663
5,26,74,2686260,2692663,3654,3663
3,14,62,2720858,2723697,3701,3705
5,26,74,2720944,2723731,3701,3705
2,38,86,2593729,2778066,3528,3779
4,26,74,2598044,2782424,3534,3785
3,14,62,2778713,2785112,3780,3789
5,26,74,2778797,2785146,3780,3789
3,14,62,2813344,2816181,3827,3831
5,26,74,2813428,2816215,3827,3831
3,14,62,2871146,2877598,3906,3915
5,26,74,2871230,2877634,3906,3915
3,14,62,2905829,2908667,3953,3957
5,26,74,2905915,2908701,3953,3957
6,50,98,2593953,2954431,3529,4019
6,50,98,2955009,2958766,4020,4025
7,49,97,2598145,2958826,3534,4025
6,62,110,2959348,2963181,4026,4031
7,50,98,2959415,2963237,4026,4031
1,61,109,2595827,2965202,3531,4034
6,68,116,2963782,2967431,4032,4037
7,62,110,2963849,2967487,4032,4037
3,14,62,2963631,2970081,4032,4040
5,26,74,2963715,2970115,4032,4040
7,68,116,2968080,2971793,4038,4043
1,14,62,2965763,2972219,4035,4043
3,14,62,2998309,3001150,4079,4083
5,26,74,2998393,3001184,4079,4083
1,14,62,3000445,3003283,4082,4086
3,14,62,3056112,3062563,4157,4166
5,26,74,3056196,3062597,4158,4166
1,14,62,3058248,3064699,4160,4169
3,14,62,3090793,3093635,4205,4209
5,26,74,3090877,3093669,4205,4209
1,14,62,3092929,3095768,4208,4211
3,14,62,3148601,3155048,4283,4292
5,26,74,3148687,3155082,4283,4292
1,14,62,3150732,3157186,4286,4295
3,14,62,3183280,3186118,4330,4334
5,26,74,3183364,3186154,4331,4334
1,14,62,3185415,3188252,4333,4337
3,14,62,3241080,3247534,4409,4418
5,26,74,3241164,3247568,4409,4418
1,14,62,3243217,3249670,4412,4421
3,14,62,3275765,3278601,4456,4460
5,26,74,3275849,3278635,4456,4460
1,14,62,3277898,3280737,4459,4463
3,14,62,3333566,3340018,4535,4544
5,26,74,3333650,3340052,4535,4544
1,14,62,3335702,3342152,4538,4547
3,14,62,3368246,3371086,4582,4586
5,26,74,3368330,3371120,4582,4586
1,14,62,3370383,3373221,4585,4589
3,14,62,3426049,3432506,4661,4670
5,26,74,3426133,3432541,4661,4670
1,14,62,3428186,3434636,4664,4672
3,14,62,3460733,3463571,4708,4712
5,26,74,3460817,3463605,4708,4712
1,14,62,3462869,3465705,4711,4715
3,14,62,3518536,3524987,4787,4795
5,26,74,3518620,3525021,4787,4795
1,14,62,3520669,3527125,4790,4798
3,14,62,3553215,3556060,4834,4838
5,26,74,3553299,3556096,4834,4838
1,14,62,3555353,3558192,4837,4841
3,14,62,3611018,3617471,4912,4921
5,26,74,3611102,3617505,4913,4921
1,14,62,3613154,3619605,4915,4924
3,14,62,3645702,3648539,4960,4963
5,26,74,3645786,3648573,4960,4964
1,14,62,3647837,3650677,4963,4966
0,62,110,2593643,3657161,3528,4975
2,26,74,2778646,3657195,3780,4975
6,50,98,2968013,3657264,4038,4975
4,26,74,2783015,3661564,3786,4981
7,50,98,2972371,3661615,4044,4981
